id,english,arabic,french,german,vt,uatv,has_image,uri
62039,reduction,تَقْلِيص,réduction,Reduktion,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62039
62040,redundancy,حَشْو,redondance,Redundanz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62040
62041,redundant,حَشْوِيّ,redondant,redundant,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62041
62042,reference,مَرْجِع,référence,Bezug,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62042
62043,reference symbol,رَمْزٌ مَرْجِعِيّ,étiquette,Bezugssymbol,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62043
62044,relation,عَلاقَةٌ,relation,Relation,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62044
62045,relational,عَلائِقِيّ,relationnel,relational,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62045
62046,relational data base,قَاعِدَةُ الْمُعْطَيَاتِ العلائقية,base de données relationnelles,relationale Datenbank,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62046
62047,release,إصْدَار,version,Version,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62047
62048,reliability,وُثُوقِيَّة,fiabilité,Zuverlässigkeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62048
62049,reliable,ثِقَة,fiable,zuverlässig,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62049
62050,remote,عَنْ بُعْد,distance (à),,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62050
62051,remote access,وُلُوج بُعْدِيّ,accès à distance,Fernzugriff,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62051
62052,remote access service,خِدْمَةُ وُلُوج ٍ بُعْدِيّ,service d'accès distant,RAS-Dienst,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62052
62053,remote computing,حَوْسَبَة عَنْ بُعْد,télétraitement,Fernrechnen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62053
62054,remote connection,وَصْلٌ عَنْ بُعْد,téléconnexion,Fernverbindung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62054
62055,remote control,تَحَكُّمٌ عَنْ بُعْد,télécommande,Fernsteuerung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62055
62056,remote maintenance,صيانةٌ عَنْ بُعْد,télémaintenance,Fernwartung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62056
62057,remote processing,مُعَالَجَةٌ عَنْ بُعد,télétraitement,Fernverarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62057
62058,remote server,خَادمٌ عن بُعْد,serveur à distance,Remoteserver,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62058
62059,remote terminal,مِطْرَافٌ بَعِيد,terminal distant,Remoteterminal,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62059
62060,rename,تَغْيِيرُ الاسْم,changer le nom,umbenennen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62060
62061,repertory,مَصْنَفَة,répertoire,Vorrat,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62061
62062,replace,تَعْوِيض,remplacer,ersetzen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62062
62063,report,تَقْرِير,état,Bericht,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62063
62064,request,طَلَبٌ,demande,Anforderung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62064
62065,request for comments (RFC),طَلَب تَعْلِيق,veuillez dire ce que vous en pensez (RFC),RFC-Dokument,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62065
62066,request for discussion (RFD),طَلَبُ مُنَاقَشَة,demande de discussion,RFD-Dokument,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62066
62067,requirements,مُتَطَلَّبَات,exigences,Anforderungen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62067
62068,research,بَحْث,recherche,Recherche,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62068
62069,reserved word,كَلِمَةٌ مُخَصَّصَة,mot réservé,reserviertes Wort,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62069
62070,reset,إعَادَةُ تَبْدِئَة,réinitialiser,Rücksetzen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62070
62071,resolution,دِقَّة,résolution,Auflösung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62071
62072,resource,مَوْرِد,ressource,Ressource,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62072
62073,resource management,تَدْبِيرُ الْمَوَارِد,gestion des ressources,Ressourcenmanagement,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62073
62074,resource sharing,تَقَاسُمُ الْمَوَارِد,partage des ressources,gemeinsame Ressourcennutzung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62074
62075,response,اسْتِجَابَة,réponse,Reaktion,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62075
62076,response time,مُدَّة الاِسْتِجَابَة,temps de réponse,Reaktionszeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62076
62077,restart,اسْتِئْنَاف,relance,Neustart,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62077
62078,restitution,اسْتِرْجَاع,restitution,Rückgabe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62078
62079,restoration,تَرْمِيم,restauration,Wiederherstellung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62079
62080,retrieval,اسْتِرْجَاع,récupération,Abruf,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62080
62081,return,رُجُوعٌ,retou,Rücksprung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62081
62082,reverse address resolution protocol (RARP),بُرُوتُوكُول الْحَلِّ الْعَكْسِيّ للعَنَاوِين,protocole de résolution inverse d'adresses,Reverse Address Resolution-Protokoll (RARP),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62082
62083,right and left justification,ضَبط إِلَى الْيَمِينِ وَ إلى الْيَسَار,justification à droite et à gauche,Blocksatz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62083
62084,right justification,ضَبط إِلَى الْيَمِينِ,justification à droite,rechtsbündig,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62084
62085,right shift,إِزَاحَةٌ إِلَى الْيَمِين,décalage à droite,Rechtsverschiebung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62085
62086,ring network,شَبَكَةٌ حَلْقِيَّةٌ,réseau en anneau,Ringnetzwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62086
62087,robot,عَاتُول,robot,Roboter,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62087
62088,roll,تَمْرِير,défilement,rollen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62088
62089,root,جَذْر,racine,Wurzel,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62089
62090,round brackets,أَقْوَاس,parenthèses,runde Klammern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62090
62091,router,مُفَرِّع,routeur,Router,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62091
62093,running,تَنْفِيذ,exécution,Ausführung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62093
62092,run time,مُدَّة التَّنْفِيذ,temps d'exécution,Laufzeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62092
62094,safeguard,حِفْظ,sauvegarder,schützen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62094
62095,salvager,بَرْنَامَجُ الْحِفْظ,programme de sauvegarde,Schutzprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62095
62096,save,حِفْظ,sauvegarder,speichern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62096
62097,scale,مِقْيَاس,échelle,Skala,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62097
62098,scaling,تَأْطِير,cadrage,Skalierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62098
62099,scan,تَفَرُّس,scanner,scannen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62099
62100,scan code,شَفْرَةُ مَسْح,code de balayage,Scancode,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62100
62101,scanner,مِفْرَاس,scanner,Scanner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62101
62102,scanning speed,سُرْعَةُ الْمَسْح,vitesse de balayage,Scangeschwindigkeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62102
62103,scheduled maintenance,صِيَانَة مُجَدْوَلَة,maintenance planifiée,geplante Wartung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62103
62104,scheduler,مُجَدْول,gestionnaire de tâches,Scheduler,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62104
62105,scheduling,جَدْوَلَة,planification,Zeitablaufplanung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62105
62106,scheme,رَشَم,schéma,Schema,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62106
62107,scratch,إِتْلاف,détruire,löschen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62107
62108,screen,شَاشَة,écran,Bildschirm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62108
62109,script file,مِلَفّ التَّعْلِيمَات,fichier de script,Skriptdatei,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62109
62110,scroll,تَمْرِير,défilement,blättern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62110
62111,scrolling bar,شَرِيطُ تَمْرِير,ascenseur,Bildlaufleiste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62111
62112,search,بَحْث,rechercher,suchen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62112
62113,search and replace,بَحْثٌ وَتَعْوِيض,rechercher-remplacer,suchen und ersetzen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62113
62114,search engine,مُحَرِّكُ بَحْث,moteur de recherche,Suchmaschine,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62114
62115,search key,مِفْتَاحُ بَحْث,clé de recherche,Suchbegriff,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62115
62116,search time,مُدَّةُ بَحْث,temps de recherche,Suchzeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62116
62117,sector,قِطَاع,secteur,Sektor,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62117
62118,seek,بَحْث,rechercher,suchen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62118
62119,seek time,مُدَّةُ بَحْث,temps de recherche,Suchzeit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62119
62120,segment,شُدفَةٌ,segment,Segment,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62120
62121,segmentation,تَشْدِيف,segmentation,Segmentierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62121
62122,selection,انْتِقَاء,sélection,Auswahl,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62122
62123,semicolon,فَاصِلَة مَنْقُوطَة,point virgule,Semikolon,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62123
62124,send out,بَثّ,émettre,aussenden,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62124
62125,separator,فَاصِل,séparateur,Trenner,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62125
62126,separator character,مِحْرَفُ الْفَصْل,caractère de séparation,Trennzeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62126
62127,sequential access,وُلُوجٌ تَسَلسُليّ,accès séquentiel,sequenzieller Zugriff,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62127
62128,serial line internet protocol (SLIP),بُرُوتُوكُول الْخَطِّ التّسَلْسُلِيّ للإنْتِرْنِيت,protocole internet série en ligne,Serial Line-Internetprotokoll (SLIP),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62128
62129,serial port,بَوَّابَةٌ تَسَلْسُلِيَّة,port série,serieller Anschluss,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62129
62130,serial transmission,إرْسَالٌ تَسَلْسُلِيّ,transmission série,serielle Übertragung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62130
62131,server,مُزَوِّد,serveur,Server,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62131
62132,server page,صَفْحَةُ الخَادِم,page de serveur,Serverseite,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62132
62133,service,خِدْمَة,service,Dienst,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62133
62134,session,حِصَّة,session,Sitzung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62134
62135,set,مَجْمُوعَة,ensemble,Menge,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62135
62136,setting,ضَبْط,réglage,Einstellung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62136
62137,setting wizard,مُسَاعِد الإعْدَادَات,assistant d'installation,Einstellungsassistent,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62137
62138,set-up,إِرْسَاء,installer,einrichten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62138
62139,shadow,ظِلّ,ombre,Schatten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62139
62140,share,اقْتِسَام,partager,gemeinsam nutzen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62140
62141,shared data base,قَاعِدَةُ مُعْطَيَاتٍ مُشْتَرَكَةٌ,base partagée de données,gemeinsam genutzte Datenbank,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62141
62142,shared line,خَطٌّ مُشْتَرَك,ligne partagée,Gemeinschaftsanschluss,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62142
62143,shareware,بَرْمَجِيَّةٌ مُشْتَرَكَة,logiciel contributif,Shareware,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62143
62144,sheet,وَرَقَة,feuille,Blatt,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62144
62145,sheet feed,تَزْوِيدٌ بِالْوَرَق,alimentation en papier,Blattzufuhr,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62145
62147,shortcut,أَيْقُونَة اخْتِصَار,raccourci,Schnelltaste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62147
62146,short message service (SMS),خِدْمَةُ الرَّسَائِلِ الْقَصِيرَة,service des messages courts (SMS),Kurzmitteilungsdienst (SMS),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62146
62148,shutdown,إيقَاف التَّشْغِيل,éteindre,herunterfahren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62148
62149,signing file,مِلَفّ تَوْقِيع,fichier signature,Signaturdatei,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62149
62150,simple mail transfer protocol (SMTP),بُرُوتُوكُولٌ بَسِيط لِنَقْلِ الْبَرِيد,protocole de transfert de courrier simple,Simple Mail Transfer Protocol (SMTP),False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62150
62151,simultaneous processing,مُعَالَجَةٌ مُتَآنِيَّة,traitement simultané,gleichzeitige Verarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62151
62152,site,مَوْقِع,site,Site,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62152
62153,site web,مَوقِعُ وِيبْ,site web,Website,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62153
62154,size,حَجْم,taille,Größe,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62154
62155,skip,تَخَطٍّ,saut,überspringen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62155
62156,slash,خَطٌّ مَائِل,trait oblique,Schrägstrich,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62156
62157,slave,خَادِم,esclave,Slave,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62157
62158,slave computer,حَاسُوبٌ مُسَخَّر,ordinateur esclave,Slave-Computer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62158
62159,sleep mode,مِنْوَالُ رَاحَة,mode sommeil,Energiesparmodus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62159
62160,slotsoftware development kit,طَقْمُ تَطْوِيرِ الْبَرْمَجِيَّات,kit de développement de logiciels,Software Development Kit für Münzautomaten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62160
62161,smiley,بَسْمَة,sourire,Smiley,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62161
62162,snail mail,بَرِيدُ الْحَلَزُون,courrier escargot,normale Post,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62162
62163,software,بَرْمَجِيَّة,logiciel,Software,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62163
62164,software development kit,طَقْمُ تَطْوِيرِ الْبَرْمَجِيَّات,kit de développement de logiciels,Software Development Kit,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62164
62165,software house,شَرِكَةُ بَرْمَجِيَّأت,société de services,Softwarehaus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62165
62166,software package,بَرْمَجِيَّةٌ جَاهِزَة,progiciel,Softwarepaket,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62166
62167,sort,فَرْز,tri,sortieren,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62167
62168,sort algorithm,خَوَارِزْمِيِّةُ الْفَرْز,algorithme de tri,Sortieralgorithmus,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62168
62169,sort control field,حَقْلُ التَّحَكُّم فِي الْفَرْز,zone de tri,Sortiersteuerungsfeld,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62169
62170,sorting method,طَرِيقَةُ الفَرْز,méthode de tri,Sortiermethode,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62170
62171,source,مَصْدَر,source,Quelle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62171
62172,source code,شَفْرَةٌ مَصْدَر,code source,Quellcode,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62172
62173,source document,وَثِيقَةٌ مَصْدَرٌ,document source,Quelldokument,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62173
62174,source program,بَرنَامَجٌ مَصْدَرٌ,programme source,Quellprogramm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62174
62175,space,فُسْحَة,espace,Leerzeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62175
62176,special character,مِحْرَفٌ خَاصّ,caractère spécial,Sonderzeichen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62176
62177,specification,مُوَاصَفَة,spécification,Spezifikation,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62177
62178,speech processing,مُعَالَجَةُ الْكَلام,traitement de la parole,Sprachverarbeitung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62178
62179,speech recognition,تَعَرُّفٌ عَلَى الْكَلام,reconnaissance de la parole,Spracherkennung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62179
62180,speech synthesizer,مُوَلِّفُ الْكَلام,synthétiseur de la parole,Sprachgenerator,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62180
62181,spellcheck,تَدْقِيقٌ إِمْلائِيّ,vérification orthographique,Rechtschreibprüfung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62181
62182,speller,مُدَقِّق إمْلائيّ,vérificateur orthographique,Buchstabierer,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62182
62184,spooler,مُدَبِّرُ صَفِّ الانْتِظَار,spouleur,Spooler,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62184
62183,spool (simultaneous peripheral operations on line),أسْبُول,spool,spoolen,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62183
62185,spread sheet,مُجَدْول,tableur,Kalkulationstabelle,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62185
62186,square brackets,مَعْقُوفَتَان,crochets,eckige Klammern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62186
62187,stack safeguard,حِفْظٌ بِبَطَّارِيَّة,sauvegarde par pile,Stackschutz,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62187
62188,stand-alone system,نِظَامٌ مُسْتَقِلّ,système autonome,eigenständiges System,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62188
62189,standard,مُوَاصَفَة,norme,Norm,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62189
62190,standardization,تَنْمِيط,standardisation,Standardisierung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62190
62191,star,نَجْمَةٌ,étoile,Stern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62191
62192,star network,شَبَكَةٌ نَجْمِيَّة,réseau en étoile,Sternnetzwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62192
62193,start,انْطِلاق,démarrage,Start,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62193
62194,start up,شُرُوع,amorçage ( programme de boot),starten,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62194
62195,statement,تَعْلِيمَة,instruction,Anweisung,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62195
62196,station,مَحَطَّة,poste,Station,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62196
62197,stop list,قَائِمَةُ كَلِمَاتٍ مُفْرَغَة,liste des mots vides,Stoppliste,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62197
62198,storage capacity,وُسْعُ التَّخْزِينِ,capacité de stockage,Speicherkapazität,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62198
62199,storage medium,وَسِيطُ تَخْزِين,support de mémoire,Speichermedium,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62199
62200,store,تَخْزِين,stocker,speichern,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62200
62201,stream,تدفُّق,flux,Datenstrom,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62201
62202,streamer,دَفَّاقَةٌ,streamer (dérouleur de bandes),Bandlaufwerk,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62202
62203,string,سِلْسِلَة,chaîne,Zeichenfolge,False,True,False,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62203
