term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,mn,no,pl,pt,sr,sv,zh
441-16-43,reverse current release (direct current only),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-43,اعتاق بإنعكاس التيار,"Rückstromauslöser (bei Gleichstrom), m",reverse current release (direct current only),disparador de corriente inversa (solo en corriente continua),takavirtalaukaisin,déclencheur à retour de courant (en courant continu seulement) m,sganciatore a corrente inversa,逆電流釈放,"역방향 전류 해제, <직류 한정>","эсрэг гүйдлийн суллах хэрэгсэл, <зөвхөн тогтмол гүйдлийн хувьд>",tilbakestraumsutløysar for likestraum,wyzwalacz zwrotno-prądowy (tylko przy napięciu stałym),disparador de corrente inversa (apenas em corrente contínua),"окидач повратне струје , <само за једносмерну струју> м јд",bakströmsutIösare,"逆流脱扣器, <直流时>"
441-16-44,inching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-44,ضبط دقيق المراحل,"Tippen, n",inching,marcha a golpes,nykäyskäyttö,"marche par à-coups, f",manovra ad impulso,寸動インチング,촌동,түлхэлтийн горим,rykkvis drift,impulsowanie,funcionamento por impulsos,"корачање, с јд",baxning,点动
441-16-45,operating current (of an over-current release),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-45,تيار تشغيل,"Ansprechstrom (eines Überstromauslösers), m",operating current (of an over-current release),corriente de funcionamiento (de un disparador de sobreintensidad)intensidad de funcionamiento (de un disparador de sobreintensidad),havahtumisvirta,courant de fonctionnement (d'un déclencheur à maximum de courant) m,corrente di intervento,動作電流,"작동 전류, <과전류 해방>","ажиллагаанд орох гүйдэл, <гүйдлийн ихсэлтийн суллах хэрэгслийн>",utløysingsstraum (for overstraumsutløysar),prąd zadziałania (wyzwalacza nadprądowego),corrente de funcionamento (de um disparador de máximo de corrente),"струја деловања , <прекострујног окидача> ж јд",funktionsström för överströmsutlösare,"动作电流, <过电流脱扣器的>"
441-16-46,current setting (of an over-current release),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-46,ضبط التيار,"Strom-Einstellwert (eines Überstromauslösers), m",current setting (of an over-current release),corriente de regulación (de un disparador de sobreintensidad)intensidad de regulación (de un disparador de sobreintensidad),virta-asettelu,courant de réglage (d'un déclencheur à maximum de courant) m,corrente di taratura,電流設定,"전류 정정, <과전류 해방>","гүйдлийн тавил, <гүйдлийн ихсэлтийн суллах хэрэгслийн>",strauminnstilling (for overstraumsutløysar),prąd nastawczy (wyzwalacza nadprądowego),corrente de regulação (de um disparador de máximo de corrente),"подешена струја , <прекострујног окидача> ж јд",ströminställning för överströmsutlösare,"电流整定值, <过电流脱扣器的>"
441-16-47,current setting range (of an over-current release),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-47,مدى ضبط التيار,"Strom-Einstellbereich (eines Überstromauslösers), m",current setting range (of an over-current release),margen de corriente de regulación (de un disparador de sobreintensidad)margen de intensidad de regulación (de un disparador de sobreintensidad),virta-asettelualue,domaine du courant de réglage (d'un déclencheur à maximum de courant) m,campo di taratura di corrente,電流設定範囲,"전류 정정 범위, <과전류 해방>","гүйдлийн тавилын хүрээ, <гүйдлийн ихсэлтийн суллах хэрэгслийн>",strauminnstillingsområde,zakres nastawczy (wyzwalacza nadprądowego),gama da corrente de regulação (de um disparador de máximo de corrente),"опсег подешавања струје , <прекострујног окидача> м јд",ströminställningsområde för överströmsutlösare,"电流整定值范围, <过电流脱扣器的>"
441-16-48,anti-pumping device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-48,جهاز ضد الضخ,"Wiedereinschaltsperre, f",anti-pumping device,dispositivo antibombeo,jälleenkytkentäsalpa,"dispositif d'antipompage, m",dispositivo di antipompaggio,ポンピング防止装置,반양수 장치,дахин залгахын эсрэг хэрэгсэл,"sperre mot gjeninnkopling, antipumpe",blokada ponownego zamykania,dispositivo anti-batimento,"уређај против понављајућег затварања, м јд",pumpningsskydd,防跳装置
441-16-49,interlocking device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-16-49,جهاز تعشيق,"Verriegelungsvorrichtung, f",interlocking device,dispositivo de enclavamiento,lukitussalpalukituslaite,"dispositif de verrouillage, m",dispositivo di blocco,連動装置,연동 장치,дотоод хориг хийх хэрэгсэл,forriglingsutstyr,urządzenie blokujące,dispositivo de encravamento,"уређај за блокирање, м јд",förreglingsdon,联锁装置
441-17-01,prospective current (of a circuit and with respect to a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-01,تيار موجب,"unbeeinflusster Strom (in einem Stromkreis in Bezug auf ein Schaltgerät oder eine Sicherung), m",prospective current (of a circuit and with respect to a switching device or a fuse),corriente prevista (de un circuito y con relación a un aparato de conexión o a un fusible)intensidad prevista (de un circuito y con relación a un aparato de conexión o a un fusible),prospektiivinen virtarajoittamaton virta,courant présumé (d'un circuit et relatif à un appareil de connexion ou à un fusible) m,corrente presunta,固有電流,"고유 전류, <회로 및 개폐장치 및 퓨즈>","боломжит гүйдэл, <хэлхээний болон таслах, залгах төхөөрөмж эсвэл хайламтгай гал хамгаалагчид хамаарах>",forventa straum,prąd spodziewany (obwodu w odniesieniu do łącznika lub bezpiecznika),corrente presumida (de um circuito e relativa a um aparelho de conexão ou a um fusível),"очекивана струја , <струјног кола и у односу на расклопни апарат или осигурач> ж јд",nätström,"预期电流, <回路的、对开关装置或熔断器的>"
441-17-02,prospective peak current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-02,تيار ذورة موجب,"unbeeinflusster Stoßstrom, m",prospective peak current,valor de cresta de la corriente previstavalor de cresta de la intensidad prevista,prospektiivinen sysäysvirta,"valeur de crête du courant présumé, f",valore di picco della corrente presunta,固有ピーク電流,고유 첨두 전류,боломжит оргил гүйдэл,forventa støytstraum,prąd spodziewany szczytowy,valor de pico da corrente presumida,"вршна вредност очекиване струје, ж јд",nätstötström,预期峰值电流
441-17-03,prospective symmetrical current (of an AC circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-03,تيار تماثلى موجب,"unbeeinflusster symmetrischer Strom (eines Wechselstromkreises), m",prospective symmetrical current (of an AC circuit),corriente prevista simétrica (de un circuito de corriente alterna)intensidad prevista simétrica (de un circuito de corriente alterna),symmetrinen prospektiivinen virta,courant symétrique présumé (d'un circuit à courant alternatif) m,componente corrente alternata presunta,固有対称電流,"고유 대칭 전류, <교류 회로>","тэгш хэмтэй, боломжит гүйдэл, <хувьсах гүйдлийн хэлхээний>",forventa symmetrisk straum,prąd spodziewany symetryczny (obwodu prądu przemiennego),corrente simétrica presumida (de um circuito em corrente alterna),"симетрична очекивана струја , <струјног кола наизменичне струје> ж јд",symmetrisk nätström,"预期对称电流, <交流回路的>"
441-17-04,maximum prospective peak current (of an AC circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-04,أقصى تيار ذورة موجب,"maximaler unbeeinflusster Stoßstrom (eines Wechselstromkreises), m",maximum prospective peak current (of an AC circuit),valor máximo de cresta de la corriente prevista (de un circuito de corriente alterna)valor máximo de cresta de la intensidad prevista (de un circuito de corriente alterna),suurin prospektiivinen sysäysvirta,valeur maximale de crête du courant présumé (d'un circuit à courant alternatif) f,valore massima di cresta della corrente presunta,最大固有ピーク電流,"최대 고유 첨두 전류, <교류 회로>","хамгийн их, боломжит оргил гүйдэл, <хувьсах гүйдлийн хэлхээний>",forventa maksimal støytstraum,prąd spodziewany szczytowy największy (w obwodzie prądu przemiennego),valor máximo de pico da corrente presumida,"највећа вршна вредност очекиване струје , <струјног кола наизменичне струје> ж јд",maximal nätstötström,"最大预期峰值电流, <交流回路的>"
441-17-05,prospective making current (for a pole of a switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-05,تيار وصل موجب,"unbeeinflusster Einschaltstrom (für einen Pol eines Schaltgeräts), m",prospective making current (for a pole of a switching device),corriente prevista de cierre (para un polo de un aparato de conexión o un fusible)corriente prevista de cierre (para un polo de un aparato de conexión)intensidad prevista de cierre (para un polo de un aparato de conexión o un fusible)intensidad prevista de cierre (para un polo de un aparato de conexión),prospektiivinen sulkemisvirta,courant établi présumé (pour un pôle d'un appareil de connexion) m,corrente di stabilimento presunta,固有投入電流,"고유 투입 전류, <개폐장치 극>","боломжит залгах гүйдэл, <таслах, залгах төхөөрөмжийн нэг туйлын хувьд>",forventa sluttestraum,prąd spodziewany załączeniowy (bieguna łącznika),corrente de fecho presumida (para um pólo de um aparelho de conexão),"очекивана струја укључења , <за један пол расклопног апарата> ж јд",nätslutström,"预期关合电流, <开关装置一个极的>"
441-17-06,prospective breaking current (for a pole of a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-06,تيار فصل موجب,"unbeeinflusster Ausschaltstrom (für einen Pol eines Schaltgeräts oder einer Sicherung), m",prospective breaking current (for a pole of a switching device or a fuse),corriente prevista de corte (para un polo de un aparato de conexión o un fusible)intensidad prevista de corte (para un polo de un aparato de conexión o un fusible),prospektiivinen katkaisuvirta,courant coupé présumé (pour un pôle d'un appareil de connexion ou un fusible) m,corrente di interruzione presunta,固有遮断電流,"고유 차단 전류, <개폐장치 및 퓨즈 극>","боломжит таслах гүйдэл, <таслах, залгах төхөөрөмж эсвэл хайламтгай гал хамгаалагчийн нэг туйлын хувьд>",forventa brytestraum,prąd spodziewany wyłączeniowy (bieguna łącznika lub bezpiecznika),corrente de corte presumida (para um pólo de um aparelho de conexão),"очекивана струја прекидања, <за један пол расклопног апарата или осигурача> ж јд",nätbrytström,"预期开断电流, <开关装置一个极或熔断器的>"
441-17-07,breaking current (of a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-07,تيار فصل,"Ausschaltstrom (eines Schaltgeräts oder einer Sicherung), m",breaking current (of a switching device or a fuse),corriente de corte (de un aparato de conexión o de un fusible)intensidad de corte (de un aparato de conexión o de un fusible),katkaisuvirta,courant coupé (d'un appareil de connexion ou d'un fusible) m,corrente d'interruzione,遮断電流,"차단 전류, <개폐장치 및 퓨즈>","таслах гүйдэл, <таслах, залгах төхөөрөмж эсвэл хайламтгай гал хамгаалагчийн>",brytestraum,prąd wyłączeniowy (łącznika lub bezpiecznika),corrente de corte  (de um aparelho de conexão ou de um fusível),"струја прекидања , <расклопног апарата или осигурача> ж јд",brytström,"开断电流, <开关装置或熔断器的>"
441-17-08,breaking capacity (of a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-08,سعة الفصل,"Ausschaltvermögen (eines Schaltgeräts oder einer Sicherung), n",breaking capacity (of a switching device or a fuse),poder de corte (de un aparato de conexión o de un fusible),katkaisukyky,pouvoir de coupure (d'un appareil de connexion ou d'un fusible) m,potere di interruzione,遮断容量,"차단 용량, <개폐장치 및 퓨즈>","таслах хүчин чадал, <таслах, залгах төхөөрөмж эсвэл хайламтгай гал хамгаалагчийн>",bryteevne,prąd wyłączalnyzdolność wyłączania (łącznika lub bezpiecznika),poder de corte  (de um aparelho de conexão ou de um fusível),"моћ прекидања , <расклопног апарата или осигурача> ж јд",brytförmåga,"开断能力, <开关装置或熔断器的>"
441-17-09,making capacity (of a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-09,سعة الوصل,"Einschaltvermögen (eines Schaltgeräts), n",making capacity (of a switching device or a fuse),poder de cierre (de un aparato de conexión),sulkemiskyky,pouvoir de fermeture (d'un appareil de connexion) m,potere di stabilimento,投入容量,"투입 용량, <개폐장치 및 퓨즈>","залгах хүчин чадал, <таслах, залгах төхөөрөмж болон хайламтгай гал хамгаалагчийн>",innkoplingsevne,prąd załączalnyzdolność załączania (łącznika),poder de fecho  (de um aparelho de conexão),"моћ укључења , <расклопног апарата> ж јд",slutförmåga,"关合能力, <开关装置或熔断器的>"
441-17-10,short-circuit making capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-10,سعة الوصل لدارة قصر,"Kurzschluss-Einschaltvermögen, n",short-circuit making capacity,poder de cierre en cortocircuito,oikosulun sulkemiskyky,"pouvoir de fermeture en court-circuit, m",potere di stabilimento in cortocircuito,短絡投入容量,단락 투입 용량,богино залгааны үеийн залгах хүчин чадал,innkoplingsevne ved kortslutning,prąd załączalny zwarciowyzdolność załączania zwarciowa,poder de fecho em curtocircuito,"моћ укључења на кратки спој, ж јд",slutförmåga vid kortslutning,短路关合能力
441-17-11,short-circuit breaking capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-11,سعة الفصل لدارة قصر,"Kurzschluss-Ausschaltvermögen, n",short-circuit breaking capacity,poder de corte en cortocircuito,oikosulun katkaisukyky,"pouvoir de coupure en court-circuit, m",potere di interruzione in cortocircuito,短絡遮断容量,단락 차단 용량,богино залгааны үеийн таслах хүчин чадал,bryteevne ved kortslutning,prąd wyłączalny zwarciowyzdolność wyłączania zwarciowa,poder de corte em curtocircuito,"моћ прекидања струје кратког споја, ж јд",brytförmåga vid kortslutning,短路开断能力
441-17-12,cut-off current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-12,تيار القطع,"Durchlassstrom, m",cut-off currentlet-through current,corriente de corte limitadaintensidad de corte limitada,kytkinlaitteen rajoittama katkaisuvirta,"courant coupé limité, m",corrente di interruzione limitata,限流値,컷오프 전류,таслах үйлдлийн гүйдэлнэвтрэх гүйдэл,avgrensingsstraum,prąd ograniczony,corrente de corte limitada,"пропуштена струја, ж јд",begränsningsström,截止电流允通电流
441-17-13,time-current characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-13,خاصية الزمن والتيار,"Zeit-Strom-Kennlinie, f",time-current characteristic,característica tiempo-corrientecaracterística tiempo-intensidad,virta-aikaominaiskäyrä,"caractéristique temps-courant, f",caratteristica tempo-corrente,時間電流特性,시간 전류 특성,хугацаа-гүйдлийн шинж чанар,straum-tid-kurve,charakterystyka czasowo-prądowa,características tempo-corrente,"карактеристика време–струја, ж јд",tid-strömkurva,时间-电流特性
441-17-14,cut-off (current) characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-14,خاصية تيار القطع,"Durchlassstromkennlinie, f",cut-off (current) characteristiclet-through (current) characteristic,característica de  corriente de corte limitadacaracterística de  intensidad de corte limitadacaracterística de la corriente de corte limitadacaracterística de la intensidad de corte limitada,virranrajoituksen ominaiskäyrä,"caractéristique de courant coupé limité, f",caratteristica della corrente di interruzione limitata,カットオフ（電流特性）カットオフ電流特性,컷오프 전류 특성,таслах үйлдлийн гүйдлийн шинж чанарнэвтрэх гүйдлийн шинж чанар,straumavgrensingskurve,charakterystyka prądu ograniczonego,característica de corrente cortada limitada,"карактеристика пропуштене струје, ж јд",strömbegränsningskurva,截止电流特性允通电流特性
441-17-15,overcurrent discrimination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-15,تمييز التيار الزائد,"Überstromselektivität, f",overcurrent discrimination,selectividad con sobreintensidad,virtaselektiivisyysylivirtaselektiivisyys,"sélectivité lors d'une surintensité, f",selettività in caso di sovracorrente,過電流識別,과전류 판별,гүйдлийн ихсэлтийн ялгавар,overstraumsselektivitet,wybiórczość działania (przy prądach przetężeniowych),selectividade no caso de uma sobreintensidade,"прекострујна селективност, ж јд",överströmsselektivitet,过电流选择性选择性保护
441-17-16,take-over current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-16,تيار الإستلام,"Übernahmestrom, m",take-over current,corriente de intersecciónintensidad de intersección,koordinaatiovirta,"courant d'intersection, m",corrente di scambio,テイクオーバ電流,인계 전류,орлуулах гүйдэл,koordineringsstraum,prąd przełomowy,corrente de intersecção,"струја преузимања, ж јд",koordinationsström,交接电流
441-17-17,short-time withstand current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-17,تيار التحمل لفترة قصيرة,"Halte-Kurzzeitstrom, m",short-time withstand current,corriente de corta duración admisibleintensidad de corta duración admisible,terminen kestovirta,"courant de courte durée admissible, m",corrente di breve durata,短時間耐電流,단시간 내 전류,богино хугацааны тэсвэрлэх гүйдэл,korttidshaldestraum,prąd krótkotrwały wytrzymywany,corrente admissível de curta duração,"краткотрајно подносива струја, ж јд",korttidsström,短时耐受电流
441-17-18,peak withstand current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-18,تيار التحمل الذروى,"Halte-Stoßstrom, mStoßstromfestigkeit, f",peak withstand current,valor de cresta de la corriente admisiblevalor de cresta de la intensidad admisible,dynaaminen kestovirta,"valeur de crête du courant admissible, f",valore di cresta della corrente di breve durata,ピーク耐電流,첨두 내 전류,тэсвэрлэх оргил гүйдэл,støythaldestraum,prąd szczytowy wytrzymywany,valor de pico da corrente admissível,"подносива вршна вредност струје, ж јд",stötström,峰值耐受电流
441-17-19,utilization category (for a switching device or a fuse),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-19,فئة الانتفاع,"Gebrauchskategorien (eines Schaltgeräts oder einer Sicherung), f, pl",utilization category (for a switching device or a fuse),categoría de utilización (para un aparato de conexión o un fusible),käyttöluokka,catégorie d'emploi (pour un appareil de connexion ou un fusible) f,categoria di utlizzazione,使用カテゴリ,"이용 부류, <개폐장치 및 퓨즈>활용 부류, <개폐장치 및 퓨즈>","ашиглалтын ангилал, <таслах, залгах төхөөрөмж эсвэл хайламтгай гал хамгаалагчийн хувьд>",brukskategori,kategoria użytkowania (łącznika lub bezpiecznika),categoria de utilização (de um aparelho de conexão ou de um fusível),"категорија употребе , <расклопног апарата или осигурача> ж јд",användningskategori,使用类别
441-17-20,conditional short-circuit current (of a circuit or a switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-20,تيار قصر الدارة المشروط,"bedingter Nennkurzschlussstrom (eines Stromkreises oder Schaltgeräts), m",conditional short-circuit current (of a circuit or a switching device),corriente de cortocircuito condicional (de un circuito o de un aparato de conexión)intensidad de cortocircuito condicional (de un circuito o de un aparato de conexión),ehdollinen oikosulkuvirta,courant de court-circuit conditionnel (d'un circuit ou d'un appareil de connexion) m,"corrente di cortocircuito condizionata di un circuito
o di un apparecchio di manovra",条件短絡電流,"조건부 단락 전류, <회로 및 개폐장치>","богино залгааны нөхцөлт гүйдэл, <хэлхээний эсвэл таслах, залгах төхөөрөмжийн>",vilkårsbunden kortslutningsstraum,prąd zwarciowy umowny (obwodu lub łącznika),corrente de curtocircuito condicional (de um circuito ou de um aparelho de conexão),"условљена струја кратког споја, <струјног кола или расклопног апарата> ж јд",villkorlig kortslutningsström,"限制短路电流, <回路或开关装置的>"
441-17-21,fused short-circuit current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-21,تيار قصر الدارة المنصهر,"bedingter Nennkurzschlussstrom bei Schutz durch Sicherungen, m",fused short-circuit current,corriente de cortocircuito con fusibleintensidad de cortocircuito con fusible,ehdollinen oikosulkuvirta käytettäessä sulaketta,"courant de court-circuit avec fusible, m",corrente di cortocircuito con fusibile,ヒューズ短絡電流,용단 단락 전류,хайламтгай гал хамгаалагчтай үеийн богино залгааны гүйдэл,kortslutningsstraum med straumavgrensande sikring,prąd ograniczony przez bezpiecznik,corrente de curtocircuito com fusível,"осигурачем условљена струја кратког споја, ж јд",villkorlig kortslutningsström med säkring,熔断短路电流
441-17-22,conventional non-tripping current (of an over-current release),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-22,تيار عدم الفصل التقليدى,"Nichtauslösestrom (eines Überlastauslösers), m",conventional non-tripping current (of an over-current release),corriente convencional de no disparo (de un disparador de sobreintensidad)intensidad convencional de no disparo (de un disparador de sobreintensidad),sietorajavirta,courant conventionnel de non-déclenchement (d'un déclencheur à maximum de courant) m,corrente convenzionale di non sgancio,コンベンショナル非トリッピング電流,"규약 비차단 전류, <과전류 해방>","хэвшсэн үл таслах гүйдэл, <гүйдлийн ихсэлтийн суллах хэрэгслийн>",haldestraumsgrense (for overstraumsutløysar),prąd niezadziałania umowny (wyzwalacza nadprądowego),corrente convencional de não disparo (de um disparador de máximo de corrente),"струја неокидања , <прекострујног окидача> ж јд",gränshållström (för överströmsutIösare),"约定不脱扣电流, <过电流脱扣器>"
441-17-23,conventional tripping current (of an over-current release),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-23,تيار الفصل التقليدى,"Auslösestrom (eines Überlastauslösers), m",conventional tripping current (of an over-current release),corriente convencional de disparo (de un disparador de sobreintensidad)intensidad convencional de disparo (de un disparador de sobreintensidad),laukaisurajavirta,courant conventionnel de déclenchement (d'un déclencheur à maximum de courant) m,corrente convenzionale di sgancio,コンベンショナルトリッピング電流,"규약 차단 전류, <과전류 해방>","хэвшсэн таслах гүйдэл, <гүйдлийн ихсэлтийн суллах хэрэгслийн>",utløysestraumgrense (for overstraumsutløysar),prąd zadziałania umowny (wyzwalacza nadprądowego),corrente convencional de disparo (de um disparador de máximo de corrente),"струја окидања , <прекострујног окидача> ж јд",gränsutIösningsström,"约定脱扣电流, <过电流脱扣器>"
441-17-24,applied voltage (for a switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-24,جهد مطبق (مسلط),"anstehende Spannung (für ein Schaltgerät), f",applied voltage (for a switching device),tensión aplicada (para un aparato de conexión o un fusible)tensión aplicada (para un aparato de conexión),jännite ennen sulkemista,tension appliquée (pour un appareil de connexion) f,tensione applicata,印加電圧,"인가 전압, <개폐장치>","өгөгдсөн хүчдэл, <таслах, залгах төхөөрөмжийн хувьд>",påtrykt spenning,napięcie załączeniowe,tensão aplicada (para um aparelho de conexão),"примењени напон, <за расклопни апарат> м јд",förspänning,"外施电压, <开关装置的>"
441-17-25,recovery voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-25,جهد إستعادة,"wiederkehrende Spannung, f",recovery voltage,tensión de restablecimiento,palaava jännite,"tension de rétablissement, f",tensione di ritorno,回復電圧,복구 전압,сэргэх хүчдэл,tilbakevendande spenning,napięcie powrotne,tempo de restabelecimento,"повратни напон, м јд",återvändande spänning,恢复电压
441-17-26,transient recovery voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-26,جهد الاستعادة العابر,"Einschwingspannung, f",transient recovery voltageT.R.V. (abbreviation),tensión transitoria de restablecimiento (abreviación T.T.R.),palaava transienttijännite,"tension transitoire de rétablissement, fT.T.R. (abréviation) f",tensione transitoria di ritorno,再起電圧,과도 복구 전압,шилжилтийн сэргэх хүчдэл,transient tilbakevendande spenning,napięcie powrotne przejścioweTRV (akronim),tensão transitória de restabelecimento TTR (abreviatura),"прелазни повратни напон , м јд TRV",transient återvändande spänning,瞬态恢复电压
441-17-27,power-frequency recovery voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-27,جهد الاستعادة بتردد القدرة,"betriebsfrequente wiederkehrende Spannung, f",power-frequency recovery voltage,tensión de restablecimiento a frecuencia industrial,käyttötaajuinen palaava jännite,"tension de rétablissement à fréquence industrielle, f",tensione di ritorno a frequenza di esercizio,商用周波数回復電圧,상용 주파 복구 전압,чадал-давтамжийн сэргэх хүчдэл,driftsfrekvent tilbakevendande spenning,napięcie powrotne podstawowe,tensão de estabelecimento à frequência industrial,"повратни напон мрежне фреквенције, м јд",driftfrekvent brytspänning,工频恢复电压
441-17-28,DC steady-state recovery voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-28,جهد الاستعادة لحالة الاستقرار بالتيار المستمر,"wiederkehrende Dauergleichspannung, f",DC steady-state recovery voltage,tensión de restablecimiento en corriente continua en régimen permanente,tasavirtapiirin palaava käyttöjännite,"tension de rétablissement en courant continu en régime établi, f",tensione di ritorno a regime in corrente continua,直流定常状態回復電圧,직류 정상상태 복구 전압,тогтмол гүйдлийн тогтворжсон сэргэх хүчдэл,tilbakevendande stasjonær spenning i likestraumssystem,napięcie powrotne ustalone prądu stałego,tensão de restabelecimento em corrente contínua em regime permanente,"стационарни повратни напон једносмерне струје, м јд",brytspänning i likströmsnät,直流稳态恢复电压
441-17-29,prospective transient recovery voltage (of a circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-29,جهد الاستعادة العابر المتوقع,"unbeeinflusste Einschwingspannung (eines Stromkreises), f",prospective transient recovery voltage (of a circuit),tensión transitoria de restablecimiento prevista (de un circuito),prospektiivinen palaava transienttijännite,tension transitoire de rétablissement présumée (d'un circuit) f,tensione transitoria di ritorno presunta,固有再起電圧,"고유 과도 복구 전압, <회로>예상 과도 복구 전압, <회로>","боломжит шилжилтийн сэргэх хүчдэл, <хэлхээний>",forventa transient tilbakevendande spenning,napięcie powrotne przejściowe spodziewane (obwodu),tensão transitória de restabelecimento presumida (de um circuito),"очекивани повратни напон , <струјног кола> м јд",prospektiv transient återvändande spänning,"预期瞬态恢复电压, <回路的>"
441-17-30,peak arc voltage (of a mechanical switching device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-30,ذروة جهد الشرارة,"Spitzenwert der Lichtbogenspannung (eines mechanischen Schaltgeräts), m",peak arc voltage (of a mechanical switching device),tensión de arco (de un aparato de conexión) (valor de cresta),valokaarijännitteen huippuarvo,tension d'arc (d'un appareil de connexion) (en valeur de crête) f,tensione d'arco,ピークアーク電圧,"첨두 아크 전압, <기계 개폐장치>","нумын оргил хүчдэл, <механик таслах, залгах төхөөрөмжийн>",maksimal lysbogespenning,wartość szczytowa napięcia łuku (łącznika mechanizmowego),tensão de arco (de um aparelho de conexão) (em valor de pico),"напон лука , <расклопног апарата> м јд",ljusbågsspänning (toppvärde),"电弧电压峰值, <机械开关装置的>"
441-17-31,clearance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-31,خلوص (مسافة العزل),"Schlagweite, fLuftstrecke, f",clearance,distancia de aislamiento,ilmaväli,"distance d'isolement, f",distanza di isolamento,離間距離，離隔距離,이격 거리,клиренс зайагаарын тусгаарлах зай,klaring,odstęp izolacyjny powietrzny,distância de isolamento,"ваздушни размак, м јд",luftavstånd,电气间隙
441-17-32,clearance between poles,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-32,مسافة العزل بين الأقطاب,"Schlagweite zwischen den Polen, fLuftstrecke zwischen den Polen, f",clearance between poles,distancia de aislamiento entre polos,napojen välinen ilmaväli,"distance d'isolement entre pôles, f",distanza d'isolamento tra i poli,相間絶縁距離,극간 이격 거리,туйлууд хоорондын клиренс зайтуйлууд хоорондын агаарын тусгаарлах зай,klaring mellom polar,odstęp izolacyjny między biegunami,distância de isolamento entre pólos,"ваздушни размак између полова, м јд",luftavstånd mellan poler,极间电气间隙
441-17-33,clearance to earth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=441-17-33,الخلوص إلى الأرض (لقطب),"Schlagweite zur Erde, fLuftstrecke zur Erde, f",clearance to earth,distancia de aislamiento a tierra,ilmaväli maahan,"distance d'isolement à la terre, f",distanza d'isolamento verso terra,対地絶縁距離,대지 간 이격 거리,газар хүртэлх клиренс зайгазар хүртэлх агаарын тусгаарлах зай,klaring til jord,odstęp izolacyjny doziemny,distância de isolamento à terra,"ваздушни размак према земљи, м јд",luftavstånd till jord,对地电气间隙
