term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-24-28,"integral concentration, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-28,"تكامل تركيز الغازات, الكشف عن الغاز","integrale Konzentration, <Gaserkennung> f","integral concentration, <gas detection>","concentración integral, f","concentration intégrale, <détection de gaz> f","concentrazione integrale, <rilevazione di gas>","全濃縮, <ガス検知>","integrert konsentrasjon,","stężenie całościowe, <detekcja gazów> n","concentração integral, <deteção de gás>",интегральная концентрация,积分浓度
426-24-29,"integral sensor, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-29,"حساس مدمج, الكشف عن الغاز","integrierter Sensor, <Gaserkennung> m","integral sensor, <gas detection>","sensor integrado, m","capteur intégré, <détection de gaz> m","sensore integrale, <rilevazione di gas>","インテグラルセンサ, <ガス検知>","integrert sensor,","czujnik zintegrowany, <detekcja gazów> m","sensor integrado, <deteção de gás>",встроенный датчик,"一体式传感器, <气体探测>"
426-24-30,"intermittent sensing, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-30,"استشعار متقطع, الكشف عن الغاز","intermittierende Messung, <Gaserkennung> f","intermittent sensing, <gas detection>","detección intermitente, f","détection par intermittence, <détection de gaz> f","rilevamento intermittente, <rilevazione di gas>","間欠センサ, <ガス検知>","intermitterende overvåkning,","wykrywanie przerywane, <detekcja gazów> n","deteção intermitente, <deteção de gás>",прерывистое считывание,"间歇传感, <气体探测>"
426-24-31,"latching alarm, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-31,"انذار امساك, الكشف عن الغاز","selbsterhaltender Alarm, m","latching alarm, <gas detection>","alarma de bloqueo, f","alarme à verrouillage, <détection de gaz> f","allarme con blocco, <rilevazione di gas>","ラッチ型警報, <ガス検知>","låsende alarm,","alarm blokujący, <detekcja gazów> m","alarme de retenção, <deteção de gás>",запирающеся по тревоге,"报警锁定, <气体探测>"
426-24-32,"measuring point, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-32,"نقطة قياس, الكشف عن الغاز","Messstelle, <Gaserkennung> f","measuring point, <gas detection>measurement point, <gas detection>","punto de medición, m","point de mesure, <détection de gaz> m","punto di misura, <rilevazione di gas>","測定点, <ガス検知>","målepunkt,","punkt pomiarowy, <detekcja gazów> mpunkt pomiaru, m","ponto de medição, <deteção de gás>",точка измерения,"测量点, <气体探测>"
426-24-33,"meteorological optical range, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-33,"مدى ضوئى ارصادى, الكشف عن الغاز","meteorologische Sichtweite, <Gaserkennung> fMOR","meteorological optical range, <gas detection>MOR, <gas detection>","rango óptico meteorológico, m","portée optique météorologique, <détection de gaz> fMOR, <détection de gaz> f","portata ottica meteorologica, <rilevazione di gas>MOR","気象光学的視距離, <ガス検知>","meteorologisk optisk rekkevidde,  (MOR)","meteorologiczny zasięg optyczny, <detekcja gazów> m","amplitude óptica meteorológica, <deteção de gás>",метеорологическая дальность видимости,"气象光学视程, <气体探测>"
426-24-34,"open path, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-34,"مسار مفتوح, الكشف عن الغاز","offene Messstrecke, <Gaserkennung> f","open path, <gas detection>","camino abierto, m","chemin ouvert, <détection de gaz> m","percorso aperto, <rilevazione di gas>","オープンパス, <ガス検知>","åpen bane,","otwarta ścieżka, <detekcja gazów> f","circuito aberto, <deteção de gás>",открытый доступ,"开放路径, <气体探测>"
426-24-35,"optical axis, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-35,"محور ضوئى, الكشف عن الغاز","optische Achse, <Gaserkennung> f","optical axis, <gas detection>","eje óptico, m","axe optique, <détection de gaz> m","asse ottico, <rilevazione di gas>","光軸, <ガス検知>","optisk akse,","oś optyczna, <detekcja gazów> f","eixo óptico, <deteção de gás>",оптическая ось,"光轴, <气体探测>"
426-24-36,"optical path, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-36,"مسار ضوئى, الكشف عن الغاز","optische Messstrecke, <Gaserkennung> f","optical path, <gas detection>","camino óptico, m","chemin optique, <détection de gaz> m","percorso ottico, <rilevazione di gas>","光路, <ガス検知>","optisk bane,","ścieżka optyczna, <detekcja gazów> f","percurso óptico, <deteção de gás>",оптический путь,"光路, <气体探测>"
426-24-37,"paramagnetic oxygen detector, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-37,"كاشف ذو نفاذية مغناطيسية للأكسجين, الكشف عن الغاز","paramagnetischer Sauerstoffsensor, <Gaserkennung> m","paramagnetic oxygen detector, <gas detection>","detector paramagnético de oxígeno, m","détecteur paramagnétique d'oxygène, <détection de gaz> m","rilevatore paramagnetico di ossigeno, <rilevazione di gas>","磁気酸素計, <ガス検知>","paramagnetisk oksygendetektor,","paramagnetyczny detektor tlenu, <detekcja gazów> m","detetor de oxigénio paramagnético, <deteção de gás>",парамагнитный детектор кислорода,"顺磁式氧探测器, <气体探测>"
426-24-38,"peripheral equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-38,"معدة محيطية, الكشف عن الغاز","Peripheriegerät, <Gaserkennung> n","peripheral equipment, <gas detection>","equipo periférico, m","matériel périphérique, <détection de gaz> m","apparecchiatura periferica, <rilevazione di gas>","周辺装置, <ガス検知>","perifert utstyr,","urządzenie peryferyjne, <detekcja gazów> n","equipamento periférico, <deteção de gás>",периферийное оборудование,"外围设备, <气体探测>"
426-24-39,"photo ionisation detector, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-39,"كاشف بتأين ضوئى, الكشف عن الغاز","Photoionisationsdetektor, <Gaserkennung> mPID, <Gaserkennung>","photo ionisation detector, <gas detection>PID, <gas detection>","detector de fotoionización, m","détecteur à photo-ionisation, <détection de gaz> m","rilevatore a fotoionizzazione, <rilevazione di gas>PID","光イオン化検出器, <ガス検知>","fotoioniseringsdetektor,  (PID)","detektor fotojonizacyjny, <detekcja gazów> mPID","detetor de fotoionização, <deteção de gás>",фотоионизационный детектор,"光离子探测器, <气体探测>"
426-24-40,"point detection equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-40,"كاشف موضعى, الكشف عن الغاز","Gerät zur Punktmessung, <Gaserkennung> n","point detection equipment, <gas detection>","equipo de detección puntual, m","matériel de détection en un point, <détection de gaz> m","apparecchiatura di rilevazione puntuale, <rilevazione di gas>","終点検出装置, <ガス検知>","punktdeteksjonsutstyr,","przyrząd wykrywania punktowego, <detekcja gazów> m","equipamento de deteção de ponto, <deteção de gás>",оборудования контроля положения,"点探测设备, <气体探测>"
426-24-41,"poisons, <gas detection> pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-41,"سموم, الكشف عن الغاز","Gifte, <Gaserkennung> pl","poisons, <gas detection> pl","venenos, m","poisons, <détection de gaz> m pl","veleni, <rilevazione di gas> pl","検出器に対する毒性, <ガス検知>","giftstoffer,  pl","trucizny, <detekcja gazów> f pl","venenos, <deteção de gás>",яды,"中毒剂, <气体探测>"
426-24-42,"portable equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-42,"معدة محمولة, الكشف عن الغاز","tragbares Gerät, <Gaserkennung> n","portable equipment, <gas detection>","equipo portátil, m","matériel portable, <détection de gaz> m","apparecchiatura portatile, <rilevazione di gas>","携帯式機器, <ガス検知>","bærbart utstyr,","przyrząd podręczny, <detekcja gazów> m","equipamento portátil, <deteção de gás>",переносное оборудование,"便携式设备, <气体探测>"
426-24-43,"personal equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-43,"معدة شخصية, الكشف عن الغاز","persönliches Gerät, <Gaserkennung> n","personal equipment, <gas detection>","equipo personal, m","matériel individuel, <détection de gaz> m","apparecchiatura personale, <rilevazione di gas>","パーソナル機器, <ガス検知>","personlig utstyr,","przyrząd osobisty, <detekcja gazów> m","equipamento pessoal, <deteção de gás>",персональное оборудованиеличное снаряжение,"个体设备, <气体探测>"
426-24-44,"recalibration, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-44,"معايرة دورية, الكشف عن الغاز","Nachkalibrierung, <Gaserkennung> f","recalibration, <gas detection>","recalibración, f","réétalonnage, <détection de gaz> m","ritaratura, <rilevazione di gas>","再校正, <ガス検知>","rekalibrering,","rekalibracja, <detekcja gazów> f","recalibração, <deteção de gás>",перекалибровка,"再校准, <气体探测>"
426-24-45,"receiver, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-45,"جهاز مستقبل, الكشف عن الغاز","Empfänger, <Gaserkennung> m","receiver, <gas detection>","receptor, m","récepteur, <détection de gaz> m","ricevitore, <rilevazione di gas>","受信器, <ガス検知>","mottaker,","odbiornik, <detekcja gazów> m","receptor, <deteção de gás>",приемник,"接收器, <气体探测>"
426-24-46,"recovery time, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-46,"زمن الاستعادة, الكشف عن الغاز","Erholzeit, <Gaserkennung> f","recovery time, <gas detection>","tiempo de recuperación, m","temps de rétablissement, <détection de gaz> m","tempo di recupero, <rilevazione di gas>","回復時間, <ガス検知>","gjenopprettingstid,","czas powrotu, <detekcja gazów> m","tempo de recuperação, <deteção de gás>",время восстановления,"恢复时间, <气体探测>"
426-24-47,release rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-47,"معدل التنفيس, الكشف عن الغاز","Freisetzungsrate, f",release rate,"tasa de escape, f","taux de dégagement, m",tasso di emissione,"リリースレート, <ガス検知>",utslippsrate,"szybkość uwalniania, f","tempo de libertação, <deteção de gás>",интенсивность утечкискорость утечки,"释放速率, <气体探测>"
426-24-48,"remote sensor, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-48,"حساس عن بعد, الكشف عن الغاز","externer Sensor, <Gaserkennung> m","remote sensor, <gas detection>","sensor remoto, m","capteur à distance, <détection de gaz> m","sensore remoto, <rilevazione di gas>","遠隔センサ, <ガス検知>","fjernsensor,","czujnik zdalny, <detekcja gazów> m","sensor remoto, <deteção de gás>",дистанционный датчик,"分体式传感器, <气体探测>"
426-24-49,"retroreflector, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-49,"عاكس مرجعى, الكشف عن الغاز","Retroreflektor, <Gaserkennung> m","retroreflector, <gas detection>","retroreflector, m","réflecteur, <détection de gaz> m","retroriflettore, <rilevazione di gas>","レトロリフレクタ, <ガス検知>","retroreflektor,","retroreflektor, <detekcja gazów> m","retrorrefletor, <deteção de gás>",устройство обратного отражения,"逆反射器, <气体探测>"
426-24-50,"sample system, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-50,"نظام اخذ العينة, الكشف عن الغاز","Probeentnahmesystem, <Gaserkennung> n","sample system, <gas detection>sampling system, <gas detection>","sistema de muestreo, m","système d'échantillonnage, <détection de gaz> m","sistema campione, <rilevazione di gas>sistema di campionamento","サンプルシステム, <ガス検知>","prøvetakingssystem,","system próbkowania, <detekcja gazów> m","sistema de amostragem, <deteção de gás>",пробоотборная система,"采样系统, <气体探测>"
426-24-51,"sample line, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-51,"خط اخذ العينة, الكشف عن الغاز","Probeleitung, <Gaserkennung> f","sample line, <gas detection>","linea de muestreo, f","ligne d'échantillonnage, <détection de gaz> f","linea campione, <rilevazione di gas>","サンプル線, <ガス検知>","prøvelinje,","linia próbkowania, <detekcja gazów> f","linha de amostragem, <deteção de gás>",пробоотборная линия,"采样管, <气体探测>"
426-24-52,"sampling point, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-52,"نقطة اخذ العينة, الكشف عن الغاز","Probeentnahmestelle, <Gaserkennung> f","sampling point, <gas detection>","punto de muestreo, m","point d'échantillonnage, <détection de gaz> m","punto di campionamento, <rilevazione di gas>","測定点, <ガス検知>","prøvetakingspunkt,","punkt próbkowania, <detekcja gazów> m","ponto de amostragem, <deteção de gás>",точка отбора проб,"采样点, <气体探测>"
426-24-53,"sampling probe, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-53,"مسبار اخذ العينة, الكشف عن الغاز","Entnahmesonde, <Gaserkennung> f","sampling probe, <gas detection>","sonda de muestreo, f","sonde de prélèvement, <détection de gaz> f","sonda di campionamento, <rilevazione di gas>","サンプルプローブ, <ガス検知>","prøvetakingsprobe,","sonda do pobierania próbek, <detekcja gazów> f","sonda de amostragem, <deteção de gás>",пробоотборник,"采样探头, <气体探测>"
426-24-54,"selectivity, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-54,"انتقائية, الكشف عن الغاز","Selektivität, <Gaserkennung> f","selectivity, <gas detection>","selectividad, f","sélectivité, <détection de gaz> f","selettività, <rilevazione di gas>","選択性, <ガス検知>","selektivitet,","selektywność, <detekcja gazów> f","seletividade, <deteção de gás>",селективностьизбирательность,"选择性, <气体探测>"
426-24-55,"semiconductor sensor, <gas detectors>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-55,"حساس شبه موصل, الكشف عن الغاز","Halbleitersensor, <Gaserkennung> m","semiconductor sensor, <gas detectors>","sensor de semiconductor, m","capteur à semiconducteurs, <détecteurs de gaz> m","sensore a semiconduttore, <rilevazione di gas>","半導体センサ, <ガス検知>","halvledersensor,","czujnik półprzewodnikowy, <detetory gazu> m","sensor semicondutor, <deteção de gás>",полупроводниковый датчик,"半导体传感器, <气体探测>"
426-24-56,"sensing element, <gas detectors>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-56,"عنصر استشعار, الكشف عن الغاز","Sensorelement, <Gaserkennung> n","sensing element, <gas detectors>","elemento sensor, m","élément sensible, <détecteurs de gaz> m","elemento sensibile, <rilevazione di gas>","検出素子, <ガス検知>","følerelement,","element czujnikowy, <detetory gazu> m","elemento de deteção, <deteção de gás>",чувствительный элемент,"传感元件, <气体探测>"
426-24-57,"sensitivity, <gas detectors>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-57,"حساسية, الكشف عن الغاز","Empfindlichkeit, <Gasdetektoren> f","sensitivity, <gas detectors>","sensibilidad, f","sensibilité, <détecteurs de gaz> f","sensibilità, <rilevazione di gas>","感度, <ガス検知>","følsomhet,","czułość, <detektory gazu> f","sensibilidade, <deteção de gás>",чувствительность,"灵敏度, <气体探测>"
426-24-58,"sensor, <gas detectors>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-58,"حساس, الكشف عن الغاز","Sensor, <Gaserkennung> m","sensor, <gas detectors>","sensor, m","capteur, <détecteurs de gaz> m","sensore, <rilevazione di gas>","センサ, <ガス検知>","sensor,","czujnik, <detektory gazu> m","sensor, <deteção de gás>",датчикизмерительный преобразователь,"传感器, <气体探测>"
426-24-59,"single-point sensor, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-59,"حساس عند نقطة مفردة, الكشف عن الغاز","Punktsensor, <Gaserkennung> m","single-point sensor, <gas detection>","sensor de punto único, m","capteur en un point, <détection de gaz> m","sensore a punto singolo, <rilevazione di gas>","一点センサ, <ガス検知>","enkeltpunktssensor,","czujnik jednopunktowy, <detekcja gazów> m","sensor de ponto único, <deteção de gás>",одноточечный датчик,"单一位置传感器, <气体探测>"
426-24-60,field calibration kit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-60,"اجهزة للمعايرة فى الموقع, الكشف عن الغاز","Feldkalibrierungs-Kit, n",field calibration kit,"kit de calibración en campo, m","kit d'étalonnage sur le terrain, m",kit di calibrazione in campo,フィールド校正キッド,feltkalibreringssett,"zestaw do kalibracji w terenie, m","kit de calibração de campo, <deteção de gás>",комплект для калибровки по месту установки прибора,现场校准工具
426-24-61,"special state, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-61,"حالة خاصة للمعدة, الكشف عن الغاز","Sonderzustand, <Gaserkennung> m","special state, <gas detection>","estado especial, m","état spécial, <détection de gaz> m","stato speciale, <rilevazione di gas>","特別状態, <ガス検知>","spesiell tilstand,","stan specjalny, <detekcja gazów> m","estado especial, <deteção de gás>",особое состояние,"特殊状态, <气体探测>"
426-24-62,"spot-reading equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-62,"معدة للقراءة الحاضرة, الكشف عن الغاز","Gerät für Einzelmessungen, <Gaserkennung> n","spot-reading equipment, <gas detection>","equipo para lecturas puntuales, m","matériel à lecture intermittente, <détection de gaz> m","apparecchiatura a lettura intermittente, <rilevazione di gas>","スポット読み取り機器, <ガス検知>","punktavlesningsutstyr,","przyrząd do pomiarów pojedynczych, <detekcja gazów> m","equipamento de leitura de local, <deteção de gás>",точечно-считывающее устройство,"点读式探测器, <气体探测>"
426-24-63,"stabilization, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-63,"وضع الاستقرار, الكشف عن الغاز","stabilisierter Zustand, <Gaserkennung> m","stabilization, <gas detection>","estabilización, f","stabilisation, <détection de gaz> f","stabilizzazione, <rilevazione di gas>","安定化, <ガス検知>","stabilisert tilstand,,","stabilizacja, <detekcja gazów> f","estabilização, <deteção de gás>",стабилизация,"稳定, <气体探测>"
426-24-64,separate gas detection control unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-64,"وحدة تحكم لكاشف غاز منفصل, الكشف عن الغاز","Steuereinheit für Gaserkennung, f",separate gas detection control unit,"unidad de control de detección del gas separada, f","unité de commande de détection de gaz séparée, f",unità di controllo separata per la rilevazione di gas,分離ガス検出制御ユニット,separat kontrollenhet for gassdeteksjon,"oddzielna jednostka sterująca detekcji gazu, f",unidade independente de controlo de deteção de gás,устройство управления раздельным обнаружением газов,单机气体探测控制单元
426-24-65,stand-alone gas-detection equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-65,معدة لكاشف غاز منفرد,"eigenständiges Gaserkennungsgerät, n",stand-alone gas-detection equipment,"equipo autónomo de detección de gas, m","matériel de détection de gaz autonome, m",apparecchiatura autonoma di rivelazione di gas,スタンドアロンガス検出器,frittstående gassdeteksjonsutstyr,"niezależny przyrząd wykrywający gaz, m",equipamento de deteção de gás autónomo,автономное устройство газообнаружения,单机式气体探测设备
426-24-66,"thermal conductivity sensor, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-66,"حساس التوصيل الحراري, الكشف عن الغاز","Wärmeleitfähigkeitssensor, <Gaserkennung> m","thermal conductivity sensor, <gas detection>","sensor de conductividad térmica, m","capteur à conductivité thermique, <détection de gaz> m","sensore di conducibilità termica, <rilevazione di gas>","熱導電性センサ, <ガス検知>","termisk konduktivitetssensor,","czujnik termokonduktometryczny, <detekcja gazów> m","sensor de condutividade térmica, <deteção de gás>",датчик теплопроводности,"热导式传感器, <气体探测>"
426-24-67,"time of response, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-67,"زمن الاستجابة, الكشف عن الغاز","Antwortzeit, <Gaserkennung> f","time of response, <gas detection>","tiempo de respuesta, m","temps de réponse, <détection de gaz> m","tempo di risposta, <rilevazione di gas>","反応の時間, <ガス検知>","responstid,","czas odpowiedzi, <detekcja gazów> m","tempo de resposta, <deteção de gás>",время ответа,"响应时间, <气体探测>"
426-24-68,toxic gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-68,"غازسام, الكشف عن الغاز","toxisches Gas, n",toxic gas,"gas tóxico, m","gaz toxique, m","gas tossico, <rilevazione di gas>",有毒なガス有害ガス,giftig gass,"gaz toksyczny, m",gás tóxico,токсичный газ,有毒气体
426-24-69,"transceiver, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-69,"جهاز ارسال واستقبال, الكشف عن الغاز","Sender-Empfänger, <Gaserkennung> m","transceiver, <gas detection>","transceptor, m","émetteur-récepteur, <détection de gaz> m","ricetrasmettitore, <rilevazione di gas>","送受信機, <ガス検知>","sender/mottaker (transceiver),","zespół nadajnik-odbiornik, <detekcja gazów> m","emissor-receptor, <deteção de gás>transceptor",приемопередатчик,"收发器, <气体探测>"
426-24-70,"transmitter, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-70,"جهازارسال, الكشف عن الغاز","Sender, <Gaserkennung> m","transmitter, <gas detection>","transmisor, m","émetteur, <détection de gaz> m","trasmettitore, <rilevazione di gas>",送信器,"sender,","nadajnik, <detekcja gazów> mtransmiter, m","emissor, <deteção de gás>transmissor",передатчик,"发射器, <气体探测>"
426-24-71,volume fraction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-71,"نسبة حجمية, الكشف عن الغاز","Volumenanteil, <Gaserkennung> m",volume fraction,"fracción volumétrica, f","titre volumique, m","frazione volumetrica, <rilevazione di gas>","単位体積当たりの質量, <ガス検知>",volumfraksjon,"ułamek objętościowy, m",fração volúmica,объёмная доля,体积分数
426-24-72,"warm-up time, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-72,"زمن تسخين, الكشف عن الغاز","Anwärmzeit, <Gaserkennung> f","warm-up time, <gas detection>","tiempo de calentamiento, m","temps d'échauffement, <détection de gaz> m","tempo di riscaldamento, <rilevazione di gas>","暖機時間, <ガス検知>","oppvarmingstid,","czas nagrzewania, <detekcja gazów> m","duração de pre-aquecimento, <deteção de gás>",время прогрева,"预热时间, <气体探测>"
426-24-73,"zero gas, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-73,"غاز معايرة, الكشف عن الغاز","Null-Gas, <Gaserkennung> n","zero gas, <gas detection>","gas de cero, m","gaz zéro, <détection de gaz> m","gas zero, <rilevazione di gas>","ゼロガス, <ガス検知>","null gass,","gaz zerowy, <detekcja gazów> m","gás de colocação no zero, <deteção de gás>",поверочный нулевой газ,"零气体, <气体探测>"
426-24-74,"automatically aspirated equipment, <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-74,"معدة سحب الية, الكشف عن الغاز","automatisches Gerät mit Messgasförderung, <Gaserkennung> n","automatically aspirated equipment, <gas detection>","equipo de aspiración automática, m","matériel à aspiration automatique, <détection de gaz> m","apparecchiatura ad aspirazione automatica, <rilevazione di gas>","自動吸収装置, <ガス検知>","automatisk aspirert utstyr,","przyrząd automatycznie zasysający, <detekcja gazów> m","equipamento atomaticamente aspirado, <deteção de gás>",оборудование автоматической вытяжки,"自动吸气式设备, <气体探测>"
426-24-75,mask for calibration and test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-75,"كمامة للمعايرة والاختبار, الكشف عن الغاز","Maske für Kalibrierung und Prüfung, f",mask for calibration and test,"máscara para calibración y ensayo, f","masque pour étalonnage et essai, m",maschera di taratura e prova,校正及び試験のためのマスク,maske for kalibrering og test,"nakładka do kalibracji i testu, f",máscara para calibração e ensaio,маска для калибровки и теста,校准和测试罩
426-24-76,"equipment with integral sensor(s), <gas detection>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-24-76,معدة بحساس مدمج,"Gerät mit integriertem Sensor, <Gaserkennung> n","equipment with integral sensor(s), <gas detection>","equipo con sensor(es) integrado(s), m","matériel équipé d'un ou de plusieurs capteurs intégrés, <détection de gaz> m","apparecchiatura con sensore (i) ad azione integrale, <rilevazione di gas>","インテグラルセンサ付き機器, <ガス検知>","utstyr med integrert(e) sensor(er),","przyrząd ze zintegrowanym czujnikiem (czujnikami), <detekcja gazów> m","equipamento com sensor(es) integrado(s), <deteção de gás>",оборудование со встроенным датчиком(-ами),"带一体式传感器的设备, <气体探测>"
426-25-01,"conductive, <electrostatically> adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-01,"موصل, كهرباء ساكنةمبدد","leitfähig, <elektrostatisch> Adjektiv","conductive, <electrostatically> adjdissipative, <electrostatically> adjDEPRECATED: antistatic, <electrostatically> adj",conductorconductivo,"conducteur, <électrostatiquement> adjDÉCONSEILLÉ: antistatique, <electrostatiquement> adj","conduttivo, <elettrostaticamente> aggdissipativo, aggSCONSIGLIATO: antistatico, agg","導電性, <電気的な>","ledende,","przewodzący, <elektrostatycznie> adj","condutor, <eletrostaticamente> adj.condutivo",проводящий,"导电的, <静电>"
426-25-02,"dissipative, <electrostatically> adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-02,"مبدد, كهرباء ساكنة","ableitfähig, <elektrostatisch> Adjektivdissipativ, <elektrostatisch> Adjektiv","dissipative, <electrostatically> adj",disipativo,"dissipatif, <électrostatiquement> adj","dissipativo, <elettrostaticamente> agg","拡散性, <電気的な>","dissipative,","rozpraszający, <elektrostatycznie> adj","dissipativo, <eletrostaticamente> adj.",рассеивающий,"耗散的, <静电>"
426-25-03,"insulating, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-03,"معزول, كهرباء ساكنة","isolierend, Adjektiv","insulating, adj",aislante,"isolant, adj","isolante, agg",絶縁性の,isolerende,"izolujący, adj","isolante, adj",изолирующий,绝缘的
426-25-04,isolated conductor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-04,موصل معزول,"isolierter Leiter, m",isolated conductor,"conductor aislado, m","conducteur isolé, m",conduttore isolato,分離コンダクタ,isolert leder,"element przewodzący izolowany, m",condutor isolado,изолированный проводник,孤立导体
426-25-05,leakage resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-05,مقاومة تسربالمقاومة للارض,"Isolationswiderstand, mWirkwiderstand gegen Bezugserde, m",leakage resistanceresistance to earth,"resistencia de fuga, f","résistance de fuite, frésistance de mise à la terre, f",resistenza di dispersioneresistenza verso terra,漏れ抵抗,lekkasjemotstand,"rezystancja upływu, frezystancja do ziemi, f",resistência de fuga,сопротивление утечки,泄漏电阻接地电阻
426-25-06,"surface resistance, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-06,"مقاومة سطحية, الأجواء المتفجرة","Oberflächenwiderstand, <für explosionsfähige Atmosphären> m","surface resistance, <for explosive atmospheres>","resistencia superficial, f","résistance superficielle, <pour atmosphères explosives> f","resistenza superficiale, <per atmosfere esplosive>","表面抵抗, <爆発性雰囲気の>","overflatemotstand,","rezystancja powierzchniowa, <dotyczy atmosfer wybuchowych> f","resistência de superfície, <para atmosferas explosivas>",поверхностное сопротивление,"表面电阻, <爆炸性环境>"
426-25-07,"surface resistivity, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-07,"مقاومة نوعية سطحية, الأجواء المتفجرة","spezifischer Oberflächenwiderstand, <für explosionsfähige Atmosphären> m","surface resistivity, <for explosive atmospheres>","resistividad superficial, f","résistivité superficielle, <pour atmosphères explosives> f","resisitività superficiale, <per atmosfere esplosive>","表面抵抗率, <爆発性雰囲気の>","overflateresistivitet,","rezystywność powierzchniowa, <dotyczy atmosfer wybuchowych> f","resistividade superficial, <para atmosferas explosivas>",удельное поверхностное сопротивление,"表面电阻率, <爆炸性环境>"
