term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-50-19,negative sequence resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-19,مقاومة تسلسل سالبمقاومة التتابع السالب,"Invers-Widerstand, m",negative sequence resistance,resistencia invers,vastaresistanssi,"résistance inverse, f",resistenza di sequenza inversa (o negativa),逆相抵抗,역상 저항역상분 저항,rezystancja składowej przeciwnej,resistência inversa,protitečna upornostupornost negativnega zaporedja,инверзна активна отпорност,,负序电阻
411-50-20,zero sequence resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-20,مقاومة تسلسل صفرىمقاومة التتابع الصفري,"Nullwiderstand, m",zero sequence resistance,resistencia homopolar,nollaresistanssi,"résistance homopolaire, f",resistenza omopolare (o di sequenza zero),零相抵抗,영상 저항영상분 저항,rezystancja składowej zerowej,resistência homopolar,homopolarna upornostnična upornost,нулти активни отпор,,零序电阻
411-50-21,short-circuit ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-21,نسبة قصر الدارة,"Leerlauf-Kurzschlussverhältnis, n",short-circuit ratio,relación de cortocircuito,oikosulkusuhde,"rapport de court-circuit, m",rapporto di corto circuito,短絡比,단락비,stosunek zwarcia,razão de curtocircuitorelação de curtocircuito,kratkostično razmerje,однос кратког споја,,短路比
411-50-22,saturation factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-22,عامل التشبع,"Sättigungsfaktor, m",saturation factor,factor de saturación,kyllästymiskerroin,"facteur de saturation, m",fattore di saturazione,飽和係数,포화율,współczynnik nasycenia,factor de saturação,faktor nasičenja,фактор засићења,,饱和因数
411-50-23,synchronizing coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-23,معامل التزامنمعامل التوافق,"Leistungs-Polradwinkel-Verhältnis, n",synchronizing coefficient,coefficiente de sincronización,tahdistumiskerroin,"coefficient de synchronisation, m",coefficiente di sincronizzazione,同期化係数,동기화 계수,współczynnik synchronizacji moment synchronizujący,coeficiente de sincronização,sinhronizacijski koeficient,коефицијент синхронизације,,同步系数
411-50-24,synchronizing power coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-24,معامل القدرة التزامنية,"synchronisierende Leistung, f",synchronizing power coefficient,coefficiente de potencia sincronizante,tahdistava teho,"coefficient de puissance synchronisante, m",coefficiente di potenza sincronizzante,同期化力係数,동기화력 계수,współczynnik synchronizacji dynamiczny moment synchronizujący dynamiczny,coeficiente de potência sincronizante,koeficient sinhronizirajoče moči,коефицијент синхронизационе снаге,,同步功率系数
411-50-25,rated form factor of direct current supplied to a DC motor armature from a static power converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-25,,"Bemessungs-Gleichstromformfaktor für den Ankerkreis eines von einem statischen Umrichter gespeisten Gleichstrommotors, mUmrichter gespeisten Gleichstrommotors, m",rated form factor of direct current supplied to a DC motor armature from a static power converter,"factor de forma asignado de la corriente continua suministrada al inducido de un motor de c.c., a partir de un convertidor estático de potencia",suuntaajasyöttöisen tasavirtakoneen staattorivirran muotokerroin,"facteur de forme assigné du courant direct appliqué à l'armature d'un moteur à courant continu à partir d'un convertisseur statique de fréquence, m",fattore di forma nominale della corrente raddrizzata fornita all’armatura di un motore a c.c. da un convertitore statico di potenza,,직류 정격 파형율,znamionowy współczynnik kształtu prądu stałego zasilającego twornik silnika prądu stałego przez statyczny przekształtnik mocy,factor de forma estipulado da corrente contínua aplicada à armadura de um motor de corrente contínua a partir de um conversor estático de frequência,,назначени сачинилац облика једносмерне струје која напаја индукт мотора једносмерне струје из статичког претварача снаге,,由静止电力变流器供电的直流电动机电枢电流的额定波形因数
411-50-26,current ripple factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-50-26,,"absolute Stromwelligkeit, frelative Schwingungsweite des Stroms, f",current ripple factor,factor de ondulación de la corriente,virran aaltoilukerroin,"facteur d'ondulation du courant, m",fattore di ondulazione della corrente,電流脈動率,전류 맥동률,współczynnik tętnienia prądu,factor de ondulação da corrente,,сачинилац таласности струје,,电流纹波因数
411-51-01,load (of a machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-01,حمل (لآلة),"Last (einer drehenden Maschine), fBetriebszustand (einer drehenden Maschine), f",load (of a machine),carga (de una máquina),kuormituskoneen kuormitus,"charge (d'une machine), f","regime,carico (di una macchina)",機械の負荷負荷,"부하, <기계>",obciążenie maszyny obciążenie,carga (de uma máquina),obremenitev (stroja),оптерећење (машине),,"负载, <电机的>"
411-51-02,no-load (operation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-02,لا حمل (تشغيل),"Leerlaufbetrieb, mLeerlauf, m",no-load (operation),funcionamiento en vacío,tyhjäkäynti,"fonctionnement à vide, m",funzionamento a vuoto,無負荷運転無負荷,"무부하, <작동>",stan jałowy bieg jałowy,funcionamento em vazio,prosti tek (obratovanje v prostem teku),празан ход (погонско стање),,"空载, <运行>"
411-51-03,rest and de-energized,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-03,متوقف ومفصول كهربائيا,"spannungsloser Ruhezustand, m",rest and de-energized,reposo,lepotila,"repos, m",riposo,体停止,차단 후 완전 정지,postój,repouso,breznapetostno mirovanje,безнапонско мировање,,停机和断能
411-51-04,output power (of a machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-04,قدرة الخرج (لآلة),"Ausgangsleistung (einer Maschine), fabgegebene Leistung (einer Maschine), f",output power (of a machine),potencia útil (de una máquina),antotehokoneen antoteho,"puissance (utile), f",potenza resa (di una macchina),機械の出力出力,"출력 전력, <기계>",moc wydawana,potência (útil),močoddana moč,излазна снага (машине),,"输出功率, <电机的>"
411-51-05,input power (of a machine),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-05,قدرة الدخل (لآلة),"Eingangsleistung (einer Maschine), faufgenommene Leistung (einer Maschine), f",input power (of a machine),potencia absorbida (de una máquina),ottotehokoneen ottoteho,"puissance absorbée, f",potenza assorbita (di una macchina),機械の入力入力,"입력 전력, <기계>",moc pobierana,potência absorvida,sprejeta moč,улазна снага (машине),,"输入功率, <电机的>"
411-51-06,duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-06,خدمةمهمة,"Betrieb, m",duty,servicio,käyttö,"service, m",servizio,使用,작동책무임무,przebieg pracy maszynyprzebieg pracy praca maszyny,serviço,obratovanje,погон,,工作制
411-51-07,duty cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-07,دورة الخدمةدورة المهمة,"Spiel, n",duty cycle,ciclo de servicio,käyttöjakso,"cycle de service, m",ciclo di funzionamento,使用サイクル,책무 주기,okres pracy,ciclo de serviço,obratovalni cikel,погонски циклус,,工作周期
411-51-08,thermal equilibrium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-08,توازن حراري,"thermisches Gleichgewicht, nthermischer Beharrungszustand, m",thermal equilibrium,equilibro térmico,lämpötasapaino,"équilibre thermique, m",equilibrio termico,熱的平衡状態,열적 평형 상태,równowaga cieplna,equilíbrio térmico,toplotno ravnotežjetoplotno ustaljeno stanje,топлотна равнотежа,,热稳定
411-51-09,cyclic duration factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-09,عامل أمد دورى,"relative Einschaltdauer, f",cyclic duration factor,factor de marcha,käyttökerroin,"facteur de marche, m",fattore di marcia,負荷時間率,사이클릭 지속률,względny czas obciążenia,factor de marcha,relativni obratovalni časrelativni vklopni čas,сачинилац трајања радног циклуса,,负载持续率
411-51-10,full load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-10,حمل كلي,"Volllast, f",full load,plena carga,nimelliskuormitus,"pleine charge, f",pieno carico,全負荷,전 부하,obciążenie pełne,plena carga,polna obremenitev,пуно оптерећење,,满载
411-51-11,full load value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-11,قيمة الحمل الكلي,"Wert bei Volllast, m",full load value,valor de plena carga,arvo nimelliskuormituksella,"valeur de pleine charge, f",valore di pieno carico,全負荷値,전 부하 값,wartość przy obciążeniu pełnym,valor de plena carga,vrednost pri polni obremenitvi,вредност при пуном оптерећењу,,满载值
411-51-12,periodic duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-12,خدمة دورية ( مهمة دورية),"Aussetzbetrieb, m",periodic duty,servicio periódico,jaksollinen käyttö,"service périodique, m",servizio periodico,反復使用,주기 책무,praca okresowa,serviço periódico,periodično obratovanje,периодични погон,,周期工作制
411-51-13,duty type,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-13,نوع الخدمة او المهمة,"Betriebsart, f",duty type,servicio tipo,käyttötapa,"service type, m",tipo di servizio,使用の種類,사용 종류,rodzaj pracy,serviço tipo,vrsta obratovanja,тип погона,,工作制类型
411-51-14,continuous running duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-14,خدمة تشغيل مستمرة مهمة دورية مستمرة نوعS1,"Dauerbetrieb, mBetriebsart S1, f",continuous running dutyduty type S1,servicio continuoservicio tipo S1,jatkuva käyttökäyttötapa S1,"service continu, mservice type S1, m",servizio continuo,連続使用-使用の種類S1,연속 작동 책무,praca ciągłarodzaj pracy S1,serviço tipo S1serviço contínuo,trajno obratovanjevrsta obratovanja S1,трајни погонтип погона S1,,连续工作制S1工作制
411-51-15,short-time duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-15,خدمة شغل قصيرة   نوع  S2,"Kurzzeitbetrieb, mBetriebsart S2, f",short-time dutyduty type S2,servicio temporalservicio tipo S2,lyhytaikainen käyttökäyttötapa S2,"service temporaire, mservice type S2, m",servizio di durata limitata,短時間使用-使用の種類S2,단시간 사용,praca dorywczarodzaj pracy S2,serviço tipo S2serviço temporário,kratkotrajno obratovanjevrsta obratovanja S2,краткотрајни погонтип погона S2,,短时工作制S2工作制
411-51-16,intermittent periodic duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-16,خدمة شغل دورية متقطعة نوع  S3,"einfacher Aussetzbetrieb, mBetriebsart S3, f",intermittent periodic dutyduty type S3,servicio intermitente periódicoservicio tipo S3,jaksollinen ajoittaiskäyttökäyttötapa S3,"service intermittent périodique, mservice type S3, m",servizio intermittente periodico,反復使用-使用の種類S3,반복 사용,praca okresowa przerywana rodzaj pracy S3,serviço tipo S3serviço intermitente periódico,prekinjevano obratovanjevrsta obratovanja S3,интермитентни периодични погонтип погона S3,,断续周期工作制S3工作制
411-51-17,intermittent periodic duty with starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-17,خدمة شغل دورية متقطعة مع بدء التشغيل نوع S4,"Aussetzbetrieb mit Anlaufvorgang, mBetriebsart S4, f",intermittent periodic duty with startingduty type S4,servicio intermitente con arranqueservicio tipo S4,jaksollinen käynnistyskäyttökäyttötapa S4,"service intermittent périodique à démarrage, mservice type S4, m",servizio intermittente periodico con avviamento,始動の影響のある反復使用-使用の種類S4,기동 간헐 주기 책무,praca okresowa przerywana z rozruchemrodzaj pracy S4,serviço tipo S4serviço intermitente periódico com arranques,prekinjevano obratovanje z zagonomvrsta obratovanja S4,интермитентни периодични погон са утицајем залетањатип погона S4,,包括起动的断续周期工作制S4工作制
411-51-18,intermittent periodic duty with electric braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-18,خدمة شغل دورية متقطعة مع كبح كهربائي,"Aussetzbetrieb mit elektrischer Bremsung, mBetriebsart S5, f",intermittent periodic duty with electric brakingduty type S5,servicio intermitente periódico con frenadoservicio tipo S5,jaksollinen käynnistys- ja jarrutuskäyttökäyttötapa S5,"service intermittent périodique à freinage électrique, mservice type S5, m",servizio intermittente periodico con frenatura elettrica,電気制動を含む反復使用-使用の種類S5,전기 제동 중간 주기 책무,praca okresowa przerywana z hamowaniem elektrycznymrodzaj pracy S5,serviço tipo S5serviço intermitente periódico com travagens eléctricasserviço intermitente periódico com frenagens eléctricas,prekinjevano obratovanje z električnim zaviranjemvrsta obratovanja S5,интермитентни периодични погон са утицајем залетања и електричног кочењатип погона S5,,包括电制动的断续周期工作制S5工作制
411-51-19,continuous-operation periodic duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-19,خدمة  تشغيل مستمر دورية  نوع S6,"ununterbrochener periodischer Betrieb mit Aussetzbelastung, mBetriebsart S6, f",continuous-operation periodic dutyduty type S6,servicio ininterrumpido periodico con carga intermitendeservicio tipo S6,pysähtymätön ajoittaiskäyttökäyttötapa S6,"service ininterrompu périodique à charge intermittente, mservice type S6, m",servizio ininterrotto periodico,反復負荷連続使用-使用の種類S6,반복 부하 연속 사용,praca okresowa bez postoju z przerywanym obciążeniempraca okresowa długotrwała z przerwami jałowymirodzaj pracy S6,serviço tipo S6serviço ininterrupto periódico com carga intermitente,neprekinjeno periodično obratovanje s prekinjevano obremenitvijovrsta obratovanja S6,трајни периодични погонтип погона S6,,连续周期工作制S6工作制
411-51-20,continuous-operation periodic duty with electric braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-20,خدمة  تشغيل مستمر دورية مع كبح كهربائي نوع S7,"ununterbrochener periodischer Betrieb mit Aussetzbelastung und elektrischer Bremsung, mBetriebsart S7, f",continuous-operation periodic duty with electric brakingduty type S7,servicio ininterrumpido periódico con frenad eléctricoservicio tipo S7,keskeytymätön käynnistys- ja jarrutuskäyttökäyttötapa S7,"service ininterrompu périodique à freinage électrique, mservice type S7, m",servizio ininterrotto periodico con frenatura elettrica,電気制動を含む反復負荷連続使用-使用の種類S7,전기 제동 연속 운전 주기 책무,praca okresowa bez postoju z hamowaniem elektrycznym praca okresowa długotrwała z hamowaniem elektrycznym rodzaj pracy S7,serviço tipo S7serviço ininterrupto periódico com travagens eléctricasserviço ininterrupto periódico com frenagens eléctricas,neprekinjeno periodično obratovanje z električnim zaviranjemvrsta obratovanja S7,трајни периодични погон са утицајем залетања и електричног кочењатип погона S7,,包括电制动的连续周期工作制S7工作制
411-51-21,continuous-operation periodic duty with related load-speed changes,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-21,خدمة  تشغيل مستمر دورية مع تغيرات مصاحبة حمل- سرعة ذات  نوع S8,"ununterbrochener periodischer Betrieb mit Aussetzbelastung und Drehzahländerung, mBetriebsart S8, f",continuous-operation periodic duty with related load-speed changesduty type S8,servicio ininterrumpido periódico con cambios de carga y de velocidad relacionadosservicio tipo S8,pysähtymätön määräjaksollinen käyttökäyttötapa S8,"service ininterrompu périodique à changements liés de charge et de vitesse, mservice type S8, m",servizio ininterrotto periodico con variazioni correlate di carico e velocità,変速度反復負荷連続使用-使用の種類S8,변속도 부하 연속 사용,praca okresowa bez postoju z równoczesnymi zmianami obciążenia i prędkości praca okresowa długotrwała z równoczesnymi zmianami obciążenia i prędkości rodzaj pracy S8,serviço tipo S8serviço ininterrupto periódico com variação conjugada de carga-velocidade,neprekinjeno periodično obratovanje s prekinjevano obremenitvijo in s spreminjanjem hitrostivrsta obratovanja S8,трајни периодични погон са међусобно зависним променама оптерећења и брзинетип погона S8,,包括负载-转速相应变化的连续周期工作制S8工作制
411-51-22,duty with non-periodic load and speed variations,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-22,خدمة  تشغيل مع تغيرات حمل- سرعة غير دورية  نوع S9,"Betrieb mit nichtperiodischer Last und Drehzahländerung, mBetriebsart S9, f",duty with non-periodic load and speed variationsduty type S9,servicio con variaciones no periódicas de carga y de velocidadservicio tipo S9,jaksottoman kuormituksen ja nopeuden käyttökäyttötapa S9,"service à variations non périodiques de charge et de vitesse, mservice type S9, m",servizio con variazioni non periodiche di carico e di velocità,負荷／速度変化を伴う非定周期反復負荷使用-使用の種類S9,비주기 부하 및 속도 변화 책무,praca z nieokresowymi zmianami obciążenia i prędkościrodzaj pracy S9,serviço tipo S9serviço com variações não periódicas de carga e velocidade,obratovanje z neperiodičnim spreminjanjem obremenitve in hitrostivrsta obratovanja S9,погон са непериодичним променама оптерећења и брзинетип погона S9,,负载和转速作非周期变化的工作制S9工作制
411-51-23,rated value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-23,قيمة مقننةمقررة,"Bemessungswert, m",rated value,valor asignado,mitoitusarvo,"valeur assignée, f",valore nominale,定格値,정격값,wartość znamionowa,valor estipulado,nazivna vrednost,назначена вредност,,额定值
411-51-24,rating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-51-24,مقننمقررة,"Bemessungsdaten, pl",rating,característica asignadas,leimausarvot,"caractéristiques assignées, f pl",prestazioni nominali,定格,정격,dane znamionowe,características estipuladas,nazivni podatki,назначени подаци,,定额
411-52-01,starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-01,بدء التشغيلإقلاع,"Anlauf, m",starting,arranque,käynnistys,"démarrage, m",avviamento,始動,기동,rozruch,arranque,zagon,покретање,,起动
411-52-02,breakaway,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-02,انفصال,"Losbrechen, n",breakaway,despegue,lähtö,"décollage, m",spunto,始動瞬時,기동 개시,początek rozruchu zryw,descolamentoinício de arranque,poteg,полазак,,最初起动
411-52-03,accelerating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-03,تسارع,"Hochfahren, nBeschleunigen, n",accelerating,aceleración,kiihdytys,"accélération, f",accelerazione,加速,가속,przyspieszanie,aceleração,pospeševanjestek,убрзање,,加速
411-52-04,synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-04,تزامنتوافق,"Synchronisieren, n",synchronizing,sincronización,tahdistus,"synchronisation, f",sincronizzazione,同期化,동기화,synchronizacja,sincronização,sinhronizacija,синхронизација,,同步
411-52-05,ideal synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-05,تزامن مثاليتوافق مثالي,"Feinsynchronisieren, n",ideal synchronizing,sincronización ideal,tarkkatahdistus,"synchronisation précise, f",sincronizzazione precisa,理想同期化,이상 동기화,synchronizacja dokładna,sincronização fina,točna sinhronizacija,идеална синхронизација,,理想同步
411-52-06,random synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-06,تزامن عشوائيتوافق عشوائي,"angenähertes Synchronisieren, n",random synchronizing,sincronización aproximada,likitahdistus,"synchronisation approchée, f",sincronizzazione approssimata,強制同期化,강제 동기화,synchronizacja przybliżona synchronizacja przypadkowa,sincronização aproximada,približna sinhronizacija,приближна синхронизација,,不规则同步
411-52-07,motor synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-07,تزامن بمحركتوافق  بمحرك,"Synchronisieren als Motor, n",motor synchronizing,sincronización en motor,moottoritahdistus,"synchronisation en moteur, f",sincronizzazione come motore,電動機同期化,전동기 동기화,samosynchronizacja,sincronização como motor,motorska sinhronizacija,самосинхронизација,,自同步
411-52-08,coarse synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-08,تزامن تقريبيتوافق تقريبي,"Grobsynchronisieren, n",coarse synchronizing,sincronización basta,karkeatahdistus,"synchronisation brute, f",sincronizzazione rudimentale,前励磁同期化,전 여자 동기화,synchronizacja zgrubna,sincronização grosseira,groba sinhronizacija,груба синхронизација,,粗同步
411-52-09,reluctance synchronizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-09,تزامن قصري,"Reluktanz-Synchronisieren, n",reluctance synchronizing,sincronización por reluctancia,reluktanssitahdistus,"synchronisation par réluctance, f",sincronizzazione a riluttanza,リラクタンス同期引き入れ,릴럭턴스 동기화,synchronizacja reluktancyjna,sincronização por relutância,reluktančna sinhronizacija,релуктантна синхронизација,,磁阻同步
411-52-10,synchronous operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-10,تشغيل تزامنيالتشغيل التوافقي,"synchroner Lauf, m",synchronous operation,funcionamiento síncrono,tahtikäynti,"fonctionnement synchrone, m",funzionamento sincrono,同期運転,동기 운전,praca synchroniczna,funcionamento síncrono,sinhronsko delovanje,синхрони рад,,同步运行
411-52-11,asynchronous operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-11,تشغيل لاتزامنيتشغيل لا توافقي,"asynchroner Lauf, m",asynchronous operation,funcionamiento asíncrono,epätahtikäynti,"fonctionnement asynchrone, m",funzionamento asincrono,非同期運転,비동기 운전,praca asynchroniczna,funcionamento assíncrono,asinhronsko delovanje,асинхрони рад,,异步运行
411-52-12,pulling into synchronism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-12,الدخول في التزامن,"Intrittziehen, n",pulling into synchronism,engache síncrono,tahdistuminen,"accrochage, m",entrata in sincronismo,同期引込,동기 인입,wpadanie w synchronizm,entrada em sincronismo,poteg v sinhronizem,улазак у синхронизам,,牵入同步
411-52-13,pulling out of synchronism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-13,الخروج من التزامن,"Außertrittfallen, n",pulling out of synchronism,desenganche síncrono,tahdista putoaminen,"décrochage, m",uscita dal sincronismo,減速脱調,동기 이탈,wypadanie z synchronizmu w dół,saída de sincronismo,izpad iz sinhronizma,испадање из синхронизмаподсинхронизам,,牵出同步
411-52-14,rising out of synchronism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-14,تجاوز سرعة التزامن,"Außertrittziehen, n",rising out of synchronism,sobrepasamiento de la velocidad síncrona,tahdista karkaaminen,"dépassement de vitesse synchrone, m",ipersincronismo,加速脱調,동기 탈조 상승,wypadanie z synchronizmu w górę,hipersincronismoultrapassagem de velocidade síncrona,pobeg iz sinhronizma,побег из синхронизманадсинхронизам,,超出同步
411-52-15,direct-on-line starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-15,بدء تشغيل مباشر,"Anlauf mit direktem Einschalten, m",direct-on-line startingacross-the-line starting  (US),arranque directo,suora käynnistys,"démarrage direct, m",avviamento diretto,全電圧始動,직접 온라인 기동,rozruch bezpośredni,arranque directo,neposredni zagondirektni zagon,директно покретање,,全压起动
411-52-16,star-delta starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-16,بدء(تشغيل)-نجمة-مثلث,"Stern-Dreieck-Anlauf, m",star-delta starting,arranque estrella triángulo,tähti-kolmiokäynnistys,"démarrage étoile-triangle, m",avviamento stella-triangolo,スターデルタ始動,성형 삼각 기동와이델타 기동,rozruch gwiazda-trójkąt,arranque estrela-triângulo,zagon zvezda-trikot,покретање звезда–троугао,,星-三角起动Y-Δ起动
411-52-17,auto-transformer starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-17,بدء تشغيل بمحول آلي,"Anlauf über Spartransformator, m",auto-transformer starting,arranque por autotransformador,säästömuuntajakäynnistys,"démarrage par autotransformateur, m",avviamento con autotrasformatore,補償器始動,단권 변압기 기동,rozruch autotransformatorowy,arranque por autotransformador,avtotransformatorski zagon,покретање аутотрансформатором,,自耦变压器起动
411-52-18,open transition auto-transformer starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-18,بدء تشغيل بمحول  ذو دارة تحويل آلي مفتوحة,"Anlauf über Spartransformator mit Stromunterbrechung, m",open transition auto-transformer startingopen circuit transition auto-transformer starting  (US),arranque por autotransformador con corte,katkollinen säästömuuntajakäynnistys,"démarrage par autotransformateur à coupure, m",avviamento con autotrasformatore a transizione aperta,開路式補償器始動,열린 변환 단권 변압기 기동,rozruch autotransformatorowy z zasilaniem przerywanym,arranque por autotransformador com abertura de circuito,avtotransformatorski zagon s prekinitvijo toka,покретање аутотрансформатором са прекидом напајања,,自耦变压器断电换接起动
411-52-19,closed transition auto-transformer starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-19,بدء تشغيل بمحول آلي ذو دارة تحويل آلي مغلقة,"Anlauf über Spartransformator ohne Stromunterbrechung, m",closed transition auto-transformer startingclosed circuit transition auto-transformer starting  (US),arranque por autotransformador sin corte,katkoton säästömuuntajakäynnistys,"démarrage par autotransformateur sans coupure, m",avviamento con autotrasformatore a transizione chiusa,閉路式補償器始動,닫힌 변환 단권 변압기 기동,rozruch autotransformatorowy z zasilaniem ciągłym,arranque por autotransformador sem abertura de circuito,avtotransformatorski zagon brez prekinitve toka,покретање аутотрансформатором без прекида напајања,,自耦变压器带电换接起动
411-52-20,reactor starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-20,بدء تشغيل بمفاعل,"Anlauf über Vorschaltdrossel, m",reactor starting,arranque por reactancia,kuristinkäynnistys,"démarrage par réactance, m",avviamento con reattanza,リアクトル始動,리액터 기동,rozruch dławikowy,arranque por reactância,zagon z dušilko,покретање пригушницом,,电抗器起动
411-52-21,rotor resistance starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-21,بدء بتشغيل بمقاومة العضو الدوار,"Anlauf über Vorschaltwiderstand im Läufer, m",rotor resistance starting,arranque por resistencias rotóricas,roottorivastuskäynnistys,"démarrage par résistance rotorique, m",avviamento con resistenze rotoriche,二次抵抗始動,이차 저항 기동,rozruch z rozrusznikiem,arranque por resistência rotórica,zagon z rotorskim uporom,покретање роторским отпорником,,转子串接电阻起动
411-52-22,stator resistance starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-22,بدء بتشغيل بمقاومة العضو الساكن,"Anlauf über Vorschaltwiderstand im Ständer, m",stator resistance starting,arranque por resistencias estatóricas,staattorivastuskäynnistys,"démarrage par résistance statorique, m",avviamento con resistenze statoriche,一次抵抗始動,고정자 저항 기동,rozruch z rezystancją w stojanie,arranque por resistência estatórica,zagon s statorskim uporom,покретање статорским отпорником,,定子串接电阻起动
411-52-23,series-parallel starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-23,بدء تشغيل توالى- توازى,"Reihen-Parallelanlauf, m",series-parallel starting,arranque serie-paralelo,sarja-rinnankäynnistys,"démarrage série-parallèle, m",avviamento serie-parallelo,直並列始動,직병렬 기동,rozruch z szeregowo-równoległym przełączeniem uzwojenia,arranque série-paralelo,zaporedno-vzporedni zagon,редно-паралелно покретање,,串并联起动
411-52-24,part-winding starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-24,بدء تشغيل بجزء من الملف,"Teilwicklungsanlauf, m",part-winding starting,arranque con devanado parcial,osakäämikäynnistys,"démarrage sur fraction d'enroulement, m",avviamento con avvolgimento parziale,分割巻線始動,부분 권선 기동,rozruch na części uzwojenia,arranque com enrolamento fraccionado,zagon z delnim navitjem,покретање делом намотаја,,部分绕组起动
411-52-25,series connected starting-motor starting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-25,بدء تشغيل بمحرك موصول مع التوالي,"Anlauf über Hilfsmotor in Reihenschaltung, m",series connected starting-motor starting,arranque por motor auxiliar en serie,sarjakytkentäinen apumoottorikäynnistys,"démarrage par moteur auxiliaire en série, m",avviamento con motore ausiliario in serie,直列接続電動機始動,직렬 기동 전동기 기동,rozruch przy szeregowym połączeniu z silnikiem rozruchowym,arranque por motor auxiliar em série,zagon z zaporednim pomožnim motorjem,покретање са редно повезаним мотором за стартовање,,串接电动机起动
411-52-26,cyclic irregularity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-26,عدم انتظام دوري,"Ungleichförmigkeit (der Drehzahl), f",cyclic irregularity,irregularidad cíclica,jaksollinen nopeudenvaihtelu,"irrégularité cyclique, f",irregolarità ciclica,回転不整率,주기적 속도 변동,nierównomierność biegu wymuszona,irregularidade cíclica,ciklična neenakomernost (hitrosti vrtenja),њихање,,转速周期性波动
