term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
113-05-13,boson,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-13,بوزون,boson,"Boson, n",boson,bosón,bosoni,"boson, m",bosone,ボーズ粒子ボソン,보존,bozon,bosão,boson,玻色子
113-05-14,photon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-14,فوتون,foton,"Photon, n",photon,fotón,fotoni,"photon, m",fotone,フォトン光子,광자,foton,fotão,foton,光子
113-05-15,phonon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-15,فونون,fonon,"Phonon, n",phonon,fonón,fononi,"phonon, m",fonone,フォノン,포논,fonon,fonão,fonon,声子
113-05-16,elementary electric charge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-16,شحنة كهربائية اساسية,elementární elektrický nábojelementární náboj,"elektrische Elementarladung, fElementarladung, f",elementary electric chargeelementary charge,carga eléctrica elementalcarga elemental,alkeisvaraus,"charge électrique élémentaire, fcharge élémentaire, f",carica elettrica elementarecarica elementare,電気素量,기본 전하,ładunek elektryczny elementarnyładunek elementarny,carga elétrica elementarcarga elementar,elementarladdningelektrisk elementarladdning,元电荷基元电荷基础电荷
113-05-17,charge number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-17,عدد الشحنةعدد التأين,nábojové čísloionizační číslo,"Ladungszahl, f",charge numberionization number,número de carganúmero de ionizaciónelectrovalencia,varausluku,"nombre de charge, mcharge ionique, félectrovalence, f",numero di caricacarica ionicaelettrovalenza,電荷数イオン化数,전하수전리 수,ładunek względny (cząstki),número de carga,laddningstaljonisationstal,电荷数
113-05-18,electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-18,إليكترون,elektron,"Elektron, n",electron,electrón,elektroni,"électron, m",elettrone,電子,전자,elektron,electrão,elektron,电子
113-05-19,positron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-19,بوزيترون,pozitron,"Positron, n",positron,positrón,positroni,"positon, mpositron, m",positrone,陽電子,양전자,pozytronpozyton,positrão,positron,正电子
113-05-20,atom,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-20,ذرة,atom,"Atom, n",atom,átomo,atomi,"atome, m",atomo,原子,원자,atom,átomo,atom,原子
113-05-21,atomic nucleus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-21,نواة الذرة,atomové jádro,"Atomkern, m",atomic nucleus,núcleo atómico,atomiydinydin,"noyau atomique, m",nucleo atomico,原子核,원자핵,jądro atomowe,núcleo atómico,atomkärna,原子核
113-05-22,atomic mass,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-22,كتلة الذرة,atomová hmotnostnuklidová hmotnost,"Atommasse, f",atomic massnuclidic mass,mása atómicamasa nucleídica,atomimassa,"masse atomique, fmasse nucléidique, f",massa atomicamassa nucleica,原子質量,원자 질량핵종 질량,masa atomowa,massa atómica,atommassanuklidmassa,原子质量核素质量
113-05-23,unified atomic mass constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-23,ثابت الكتلة الذرى الموحد,unifikovaná atomová hmotnostní konstanta,"vereinheitlichte Massenkonstante, f",unified atomic mass constant,constante de masa atómica unificada,atomimassavakio,"constante de masse atomique unifiée, f",costante di massa atomica unificata,統一原子質量定数,통일 원자 질량 상수,masa atomowa odniesienia,constante de massa atómica unificada,atommasskonstanten,原子质量常数
113-05-24,dalton,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-24,دالتونوحدة كتلة الذرة الموحدة,daltonunifikovaná atomová hmotnostní jednotka,"atomare Masseneinheit, fDalton, n",daltonunified atomic mass unit,daltonunidad de masa atómica unificada,daltonatomimassayksikkö,"dalton, munité de masse atomique unifiée, f",daltonunità di massa atomica unificata,ダルトン統一原子質量単位,달톤통일 원자 질량 단위,dalton,daltonunidade de massa atómica unificada,daltonatommassenheten,道尔顿原子质量单位
113-05-25,molecule,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-25,جزئى,molekula,"Molekül, n",molecule,molécula,molekyyli,"molécule, f",molecola,分子,분자,molekuła,molécula,molekyl,分子
113-05-26,ion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-26,أيون,iontion,"Ion, n",ion,ión,ioni,"ion, m",ione,イオン,이온,"jon, m",ião,jon,离子
113-05-27,quark,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-27,كوارك,kvark,"Quark, n",quark,quark,kvarkki,"quark, m",quark,クォーク,쿼크,kwark,quark,kvark,夸克
113-05-28,proton,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-28,بروتون,proton,"Proton, n",proton,protón,protoni,"proton, m",protone,陽子,양성자,proton,protão,proton,质子
113-05-29,mean life,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-29,متوسط العمر,střední doba života,"mittlere Lebensdauer, f",mean life,vida media,keskielinaika,"vie moyenne, f",vita media,平均寿命,평균 수명,czas życia średni,vida média,medellivslängd,平均寿命
113-05-30,neutron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-30,نيوترون,neutron,"Neutron, n",neutron,neutrón,neutroni,"neutron, m",neutrone,中性子,중성자,neutron,neutrão,neutron,中子
113-05-31,nucleon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-31,نيكلون,nukleon,"Nukleon, n",nucleon,nucleón,nukleoni,"nucléon, m",nucleone,核子,핵자,nukleon,nucleão,nukleon,核子
113-05-32,nucleon number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-32,عدد نووىعدد كتلى,nukleonové číslohmotnostní číslo,"Nukleonenzahl, fMassenzahl, f",nucleon numbermass number,número de nucleonesnúmero másico,massaluku,"nombre de nucléons, mnombre de masse, m",numero di nucleoninumero di massa,核子数質量数,핵자수질량수,liczba masowa,número de nucleõesnúmero de massa,masstalnukleontal,核子数质量数
113-05-33,proton number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-33,العدد البروتونىالعدد الذرى,protonové čísloatomové číslo,"Kernladungszahl, fOrdnungszahl, fProtonenzahl, f",proton numberatomic number,número de protonesnúmero atómico,protonilukujärjestysluku,"nombre de protons, mnuméro atomique, m",numero di protoninumero atomico,陽子数原子数,양성자수원자수,liczba atomowa,número de protõesnúmero atómico,protontalatomnummer,质子数原子序数
113-05-34,neutron number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-34,العدد النيوترونى,neutronové číslo,"Neutronenzahl, f",neutron number,número de neutrones,neutroniluku,"nombre de neutrons, m",numero di neutroni,中性子数,중성자수,liczba neutronowa,número de neutrões,neutrontal,中子数
113-05-35,neutron excess number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-35,عدد الزيادة النيوترونية,neutronový přebytek,"Neutronenüberschuss, m",neutron excess number,exceso de neutronesnúmero de exceso de neutrones,neutroniylimäärä,"excès de neutrons, m",numero di neutroni in eccesso,中性子過剰数,중성자 과잉수,liczba nadmiarowa neutronów,excesso de neutrões,neutronöverskottstal,中子余数
113-05-36,nuclide,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-36,نيوكيلد,nuklid,"Nuklid, n",nuclide,nucleido,nuklidi,"nucléide, m",nuclide,核種,핵종,nuklid,nuclido,nukleid,核素
113-05-37,chemical element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-37,عنصر كيميائى,chemický prvek,"chemisches Element, n",chemical element,elemento químico,alkuaine,"élément chimique, m",elemento chimico,化学元素,화학 원소,pierwiastek chemiczny,elemento químico,"kemiskt element, grundämne",化学元素
113-05-38,isotope,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-38,إيزوتوب,izotop,"Isotop, n",isotope,isótopo,isotooppi,"isotope, m",isotopo,同位体アイソトープ,동위 원소,izotop,isótopo,isotop,同位素
113-05-39,isotone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-39,ايزوتون,izoton,"Isoton, n",isotone,isótono,isotooni,"isotone, m",isotone,同中性子体,동중성자핵,izoton,isófono,isoton,同中子异位素
113-05-40,isobar,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-40,إيزوبار,izobar,"Isobar, n",isobar,isobaro,isobaari,"isobare, m",isobaro,同重体,동중원소,izobar,isobar,isobar,同量异位素
113-05-41,hyperfine level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-05-41,مستوى طاقة فائق الدقة,hyperjemná hladina,"Hyperfeinstrukturniveau, n",hyperfine level,nivel hiperfino,ylihienotaso,"niveau hyperfin, m",livello iperfino,超微細準位,초미세 준위,nadsubtelny poziom stanu podstawowego,nível hiperfino,hyperfinnivå,超精细能级
113-06-01,energy level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-01,مستوى طاقة,hladina energieenergiová hladina,"Energieniveau, n",energy level,nivel de energía,energiataso,"niveau d’énergie, m",livello di energia,エネルギー準位,에너지 준위,poziom energetyczny,nível de energia,energinivå,能级
113-06-02,free electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-02,إليكترون حر,volný elektron,"freies Elektron, n",free electron,electrón libre,vapaa elektroni,"électron libre, m",elettrone libero,自由電子,자유 전자,elektron swobodny,electrão livre,fri elektron,自由电子
113-06-03,quasi-free electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-03,إليكترون شبه حر,kvazivolný elektron,"quasi-freies Elektron, n",quasi-free electron,electron cuasilibre,kvasivapaa elektroni,"électron quasi-libre, m",elettrone quasi-libero,準自由電子,준 자유 전자,elektron kwaziswobodny,electrão quase-livre,kvasifri elektron,准自由电子
113-06-04,bound electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-04,إليكترون مقيد,vázaný elektron,"gebundenes Elektron, n",bound electron,electrón ligado,sidottu elektroni,"électron lié, m",elettrone legato,束縛電子,속박 전자,elektron związany,electrão ligado,bunden elektron,束缚电子
113-06-05,valence electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-05,إليكترون التكافؤ,valenční elektron,"Valenzelektron, n",valence electron,electrón de valencia,valenssielektroni,"électron de valence, m",elettrone di valenza,価電子,가전자,elektron walencyjny,electrão de valência,valenselektron,价电子
113-06-06,ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-06,تأين,ionizace,"Ionisation, fIonisierung, f",ionization,ionización,ionisaatio,"ionisation, f",ionizzazione,イオン化,이온화,"jonizacja, f",ionização,jonisation,电离
113-06-07,electron gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-07,غاز إليكترونى,elektronový plyn,"Elektronengas, n",electron gas,gas electrónico,elektronikaasu,"gaz électronique, m",gas di elettroni,電子ガス,전자 가스,gaz elektronowy,gás electrónico,elektrongas,电子气
113-06-08,ground state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-08,حالة أرضية (أقل مستوى للطاقة),základní stav,"Grundzustand, m",ground state,estado fundamental,perustila,"état fondamental, m",stato fondamentale,基底状態,바닥 상태,stan podstawowy,estado fundamental,grundtillstånd,基态
113-06-09,excited state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-09,حالة مثارة,excitovaný stav,"angeregter Zustand, m",excited state,estado excitado,viritystila,"état excité, m",stato eccitato,励起状態,들뜬 상태,stan wzbudzony,estado excitado,exciterat tillstånd,激发态
113-06-10,excitation energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-10,طاقة إثارة,excitační energie,"Anregungsenergie, f",excitation energy,energía de excitación,viritysenergia,"énergie d’excitation, f",energia di eccitazione,励起エネルギー,들뜸 에너지,energia wzbudzenia,energia de excitação,excitationsenergi,激发能
113-06-11,resonance state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-11,حالة رنين,rezonanční stav,"Resonanzzustand, m",resonance state,estado de resonancia,resonanssitila,"état de résonance, m",stato di risonanza,共鳴状態,공명 상태,stan rezonansowy,estado de ressonância,resonanstillstånd,共振态
113-06-12,metastable state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-12,حالة إستقرار,metastabilní stav,"metastabiler Zustand, m",metastable state,estado metaestable,metastabiili tila,"état métastable, m",stato metastabile,準安定状態,준안정 상태,stan metastabilny,estado metastável,metastabilt tillstånd,亚稳态
113-06-13,energy band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-13,نطاق طاقة,pás energiíenergiový pás,"Energieband, n",energy band,banda de energía,energiavyö,"bande d’énergie, f",banda di energia,エネルギー帯,에너지대에너지 띠,pasmo energetyczne,banda de energia,energiband,能带
113-06-14,allowed band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-14,نطاق مسموح ( مصرح ) به,dovolený páspovolený pás,"erlaubtes Band, n",allowed bandpermitted band,banda permitida,sallittu energiavyö,"bande permise, f",banda permessa,許容帯,허용대,pasmo dozwolone,banda permitida,tillåtet band,允带
113-06-15,forbidden band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-15,نطاق محظورثغرة الطاقة,zakázaný pás,"verbotenes Band, n",forbidden bandenergy gap,banda prohibida,kielletty energiavyöenergiarako,"bande interdite, f",banda interdetta,禁止帯エネルギーギャップ,금지대에너지 간격,pasmo wzbronione,banda proibida,förbjudet bandenergigap,禁带能隙
113-06-16,gap energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-16,طاقة ثغرة,šířka zakázaného pásu,"Breite des verbotenen Bandes, fEnergiebandlücke, f",gap energy,ancho de banda prohibida,energiaraon suuruus,"largeur de bande interdite, fécart énergétique, m",larghezza di banda interdetta,ギャップエネルギー,간격 에너지,luka energetyczna,hiato de energia,energigap,隙能
113-06-17,Fermi level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-17,مستوى فيرمى,Fermiho hladina,"Fermi-Niveau, n",Fermi level,nivel de Fermi,fermitaso,"niveau de Fermi, m",livello di Fermi,フェルミ準位,페르미 준위,poziom Fermiego,nível de Fermi,ferminivå,费米能级
113-06-18,Fermi energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-18,طاقة فيرمى,Fermiho energie,"Fermi-Energie, f",Fermi energy,energía de Fermi,fermienergia,"énergie de Fermi, f",energia di Fermi,フェルミエネルギー,페르미 에너지,energia Fermiego,energia de Fermi,fermienergi,费米能
113-06-19,valence band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-19,نطاق تكافؤ,valenční pás,"Valenzband, n",valence band,banda de valencia,valenssivyö,"bande de valence, f",banda di valenza,価電子帯,가전자대,pasmo walencyjne,banda de valência,valensband,价带
113-06-20,conduction band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-20,نطاق توصيل,vodivostní pás,"Leitungsband, n",conduction band,banda de conducción,johtavuusvyö,"bande de conduction, f",banda di conduzione,伝導帯,전도대,pasmo przewodnictwa,banda de condução,ledningsband,导带
113-06-21,conduction electron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-21,إليكترون توصيل,vodivostní elektron,"Leitungselektron, n",conduction electron,electrón de conducción,johtavuuselektroni,"électron de conduction, m",elettrone di conduzione,伝導電子,전도 전자,elektron przewodnictwa,electrão de condução,ledningselektron,传导电子
113-06-22,electron affinity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-22,ترابط إليكترونى,elektronová afinita,"Elektronenaffinität, f",electron affinity,afinidad electrónica,elektroniaffiniteetti,"affinité électronique, f",affinità elettronica,電子親和力,전자 친화도,powinowactwo elektronowe,afinidade electrónica,elektronaffinitet,电子亲和势
113-06-23,hole,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-23,ثقب,díra,"Loch, nDefektelektron, n",hole,hueco,aukko,"trou, m",buco,正孔,양공,dziura,buraco,hål,空穴
113-06-24,electron-hole pair,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-24,زوج مكون من ثقب وإليكترون,pár elektron-díra,"Elektron-Loch-Paar, n",electron-hole pair,par electrón-hueco,elektroni-aukkopari,"paire électron-trou, f",coppia buco-elettrone,電子正孔対,전자 양공 쌍,para elektron-dziura,par electrão-lacuna,elektronhålpar,电子-空穴对
113-06-25,charge carrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-25,حامل شحنة,nosič náboje,"Ladungsträger, m",charge carrier,portador de carga,varauksenkuljettaja,"porteur de charge, m",portatore di carica,電荷担体,전하 운반체전하 담체,nośnik ładunku,portador de carga,laddningsbärare,载流子
113-06-26,"electrically charged, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-26,مشحون كهربائيا,elektricky nabitý,"elektrisch geladen, adjektivisch","electrically charged, adj",cargado,varattu,"électriquement chargé, adjchargé, adj",caricato,"帯電した, 形容詞","충전, 형용사","naładowany, <elektrycznie> adj",eletricamente carregadocarregado,laddad,带电的
113-06-27,free charge carrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-27,موجة حاملة حرة الشحنة,volný nosič náboje,"freier Ladungsträger, m",free charge carrier,portador de carga libre,vapaa varauksenkuljettaja,"porteur de charge libre, m",portatore di carica libera,自由電荷キャリア,자유 전하 운반체,"nośnik ładunku swobodnego, m",portador de carga livre,fri laddningsbärare,自由载流子
113-06-28,electron emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-28,إنبعاث الكترونى,elektronová emise,"Elektronenemission, f",electron emission,emisión electrónica,elektroniemissio,"émission électronique, f",emissione elettronica,電子放出,전자 방출,"emisja elektronowa, f",emissão eletrónica,elektronemission,电子发射
113-06-29,thermionic emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-29,إنبعاث حرارى,termoemise,"thermische Emission, fGlühemission, f",thermionic emission,emisión termoelectrónica,terminen emissiotermoemissio,"émission thermoélectronique, fDÉCONSEILLÉ: émission thermo-ionique, fDÉCONSEILLÉ: émission thermoïonique, f",emissione termoionica,熱イオン放出,열전자 방출,"emisja termiczna, f",emissão termoeletrónica,termisk emission,热电子发射
113-06-30,Richardson constant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-30,ثابت ريتشاردسون,Richardsonova konstanta,"Richardson-Konstante, f",Richardson constant,constante de Richardson,Richardsonin vakio,"constante de Richardson, ffacteur de Richardson, m (déconseillé)",costante di Richardson,リチャードソン定数,리처드슨 상수,stała Richardsona,constante de Richardson,Richardsons konstant,理查森常量
113-06-31,photoelectric emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-31,إنبعاث كهرو ضوئى,fotoemise,"photoelektrische Emission, fPhotoemission, f",photoelectric emission,fotoemisiónemisión fotoeléctrica,valosähköinen emissio,"photoémission, fémission photoélectrique, f",emissione fotoelettrica,光電子放出,광전자 방출,"emisja fotoelektryczna, f",emissão fotoelétricafotoemissão,fotoelektrisk emission,光电发射
113-06-32,field emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-32,إنبعاث المجال,polní emisestudená emise,"Feldemission, f",field emissioncold emission,emisión por efecto de campoemisión fría,kenttäemissiokylmäemissio,"émission par effet de champ, fémission froide, f",emissione per effetto di campoemissione fredda,電界放出,전계 방출,"emisja polowa, f",emissão por efeito de campoemissão fria,fältemissionkall emission,场致发射
113-06-33,primary electron emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-33,إنبعاث الكترونى أولى,primární elektronová emise,"Primärelektronenemission, f",primary electron emission,emisión electrónica primaria,primaarielektroniemissio,"émission électronique primaire, f",emissione elettronica primaria,一次電子放出,1차 전자 방출,"emisja elektronowa pierwotna, f",emissão eletrónica primária,primär elektronemission,原级电子发射
113-06-34,secondary electron emission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-34,إنبعاث الكترونى ثانوى,sekundární elektronová emise,"Sekundärelektronenemission, f",secondary electron emission,emisión electrónica secundaria,sekundaarielektroniemissio,"émission électronique secondaire, f",emissione elettronica secondaria,二次電子放出,2차 전자 방출,"emisja elektronowa wtórna, f",emissão eletrónica secundária,sekundär elektronemission,次级电子发射
113-06-35,work function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-35,دالة شغل,výstupní práce,"Austrittsarbeit, f",work function,trabajo de extracciónenergía de extracción,työfunktio,"travail d’extraction, mtravail de sortie, m",lavoro di estrazione,仕事関数,일 함수,praca wyjścia,função de trabalho,arbetsfunktion,逸出功
113-06-36,mobility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-36,قابلية التحرك,pohyblivost,"Beweglichkeit, fMobilität, f",mobility,movilidad,liikkuvuus,"mobilité, f",mobilità,移動度,이동도,mobilność,mobilidade,mobilitet,迁移率
113-06-37,mean free path,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-37,مسار حر متوسط,střední volná dráha,"mittlere freie Weglänge, f",mean free path,recorrido libre medio,keskimääräinen vapaa matka,"libre parcours moyen, m",percorso libero medio,平均自由行程,평균 자유 행로,droga swobodna średnia,percurso livre médio,medelfriväg,平均自由程
113-06-38,cross-section of interaction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-38,مقطع مستعرض للتفاعلمقطع مستعرض,účinný průřez interakceúčinný průřez,"Wirkungsquerschnitt, m",cross-section of interactioncross-section,sección eficazsección eficaz de interacción,vaikutusala,"section efficace d’interaction, fsection efficace, f",sezione d’urtosezione efficace,相互作用断面積断面積,상호 작용 단면단면,przekrój czynny (na prawdopodobieństwo zderzenia),secção eficaz (de interacção),tvärsnitt för växelverkantvärsnitt,相互作用截面截面
113-06-39,ionization energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-39,طاقة تأين,ionizační energie,"Ionisationsenergie, fIonisierungsenergie, f",ionization energy,energía de ionización,ionisaatioenergia,"énergie d’ionisation, f",energia di ionizzazione,イオン化エネルギー,이온화 에너지,energia jonizacji,energia de ionização,joniseringsenergi,电离能
113-06-40,probability of ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-40,إحتمالية التأين,pravděpodobnost ionizace,"Ionisationswahrscheinlichkeit, f",probability of ionization,probabilidad de ionización,ionisaatiotodennäköisyys,"probabilité d’ionisation, f",probabilità di ionizzazione,イオン化確率,이온화 확률,prawdopodobieństwo jonizacji,probabilidade de ionização,sannolikhet för jonisering,电离概率
113-06-41,ionization coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-41,معامل التأينتأين خطى,lineární ionizace,"lineares Ionisationsvermögen, nIonisationskoeffizient, m",ionization coefficientlinear ionization,ionización linealcoeficiente de ionización,ionisaatiokerroin,"ionisation linéique, fcoefficient d’ionisation, m (déconseillé)",coefficiente di ionizzazioneionizzazione lineica,イオン化係数線イオン化,이온화 계수,jonizacja liniowa,ionização linear,"joniseringskoefficientlinear jonisering, jonisering per längd",电离系数
113-06-42,ionization rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-42,معدل التأين,ionizační rychlost,"Ionisationsrate, f",ionization rate,tasa de ionización,ionisaationopeus,"vitesse volumique d’ionisation, ftaux d’ionisation, m (déconseillé)",tasso volumico di ionizzazione,イオン化率,이온화율,szybkość jonizacji,taxa de ionização,jonisering per tid,电离率
113-06-43,recombination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-43,عودة الإتحاد ( الترابط ),rekombinace,"Rekombination, f",recombination,recombinación,rekombinaatio,"recombinaison, f",ricombinazione,再結合,재결합,rekombinacja,recombinação,rekombination,复合
113-06-44,de-ionization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-44,زوال التأين,deionizace,"Deionisation, fDeionisierung, f",de-ionization,desionización,deionisaatio,"désionisation, f",deionizzazione,脱イオン化,탈이온화,dejonizacja,desionização,avjonisering,消电离
113-06-45,recombination rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-45,معدل عودة الإتحاد,rekombinační rychlost,"Rekombinationsrate, f",recombination rate,tasa de recombinación,rekombinaationopeus,"vitesse volumique de recombinaison, f",tasso volumico di ricombinazione,再結合速度,재결합률,szybkość rekombinacji,taxa de recombinação,rekombination per tid,复合率
113-06-46,de-ionization rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-46,معدل زوال التأين,deionizační rychlost,"Deionisationsrate, f",de-ionization rate,tasa de desionización,deionisaationopeus,"vitesse volumique de désionisation, f",tasso volumico di deionizzazione,脱イオン化速度,탈이온화율,szybkość dejonizacji,taxa de desionização,avjonisering per tid,消电离率
113-06-47,recombination coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-47,معامل عودة الإتحاد,součinitel rekombinace,"Rekombinationskoeffizient, m",recombination coefficient,coeficiente de recombinación,rekombinaatiokerroin,"coefficient de recombinaison, m",coefficiente di ricombinazione,再結合係数,재결합 계수,współczynnik rekombinacji,coeficiente de recombinação,rekombinationskoefficient,复合系数
113-06-48,plasma,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-48,بلازما,plazma,"Plasma, n",plasma,plasma,plasma,"plasma, m",plasma,プラズマ,플라즈마,plazma,plasma,plasma,等离子体等离体
113-06-49,diffusion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-06-49,إنتشار,difuze,"Diffusion, f",diffusion,difusión,diffuusio,"diffusion, f",diffusione,拡散,확산,dyfuzja,difusão,diffusion,扩散
113-07-01,special theory of relativity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-01,نظرية النسبية الخاصة,speciální teorie relativitySTR,"Spezielle Relativitätstheorie, f",special theory of relativitySTR,,,"relativité restreinte, f",,特殊相対性理論,,"szczególna teoria względności, f",,,
113-07-02,general theory of relativity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-02,نظرية النسبية العامة,obecná teorie relativityGTR,"Allgemeine Relativitätstheorie, f",general theory of relativityGTR,,,"relativité générale, f",,一般相対性理論,,"ogólna teoria względności, f",,,
113-07-03,"synchronization, <of clocks>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-03,"تزامن, <الساعات>","synchronizace, <hodin>","Synchronisierung, <von Uhren> f","synchronization, <of clocks>",,,"synchronisation, <des horloges> f",,"同期, <時計の>",,"synchronizacja, <zegarów> f",,,
113-07-04,"synchronized, <clocks> adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-04,"متزامن, صفة <الساعات>","synchronizovaný, <hodiny>","synchronisiert, <Uhren> Adjektiv","synchronized, <clocks> adj",,,"synchronisé, <horloges> adj",,"同期した, <時計の>",,"zsynchronizowane, <zegary> adj",,,
113-07-05,"synchronization, <of two inertial frames>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-05,"تزامن, <إطارين مرجعيين للقصور الذاتى>","synchronizace, <dvou inerciálních soustav>","Synchronisierung, <von zwei Inertialsystemen> f","synchronization, <of two inertial frames>",,,"synchronisation, <de deux référentiels inertiels> f",,"同期, <二つのフレームの>",,"synchronizacja, <dwóch układów inercjalnych> f",,,
113-07-06,relativistic effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-06,تأثير نسبى,relativistický jev,"relativistischer Effekt, m",relativistic effect,,,"effet relativiste, m",,相対論効果,,"efekt relatywistyczny, m",,,
113-07-07,normalized velocity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=113-07-07,السرعة الإتجاهية المنسوبة لسرعة الضوء,normalizovaná rychlost,"normalisierte Geschwindigkeit, <Vektor> f",normalized velocity,,,"vitesse normalisée, <vecteur> f",,正規化された速度,,"znormalizowana prędkość, f",,,
