term_id,term,term_url,ar,de,en,es,fr,ja,ko,pl,pt,zh
815-16-07,Helmholtz coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-07,,"Helmholtz-Spule, f",Helmholtz coil,bobina de Helmholtz,"bobine de Helmholtz, f",ヘルムホルツコイル,헬름홀츠 코일,"cewka Helmholtza, f",bobina de Helmholtz,亥姆霍兹线圈
815-16-08,saddle coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-08,,"Sattelspule, f",saddle coil,bobina en forma de silla de montar,"bobine en selle de cheval, f",くら形コイルサドルコイル,안장형 코일,"uzwojenie siodłowe, n",bobina em sela,鞍形线圈
815-16-09,race-track coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-09,,"Rennbahnspule, f",race-track coil,bobina en forma de pista de carreras,"bobine en anneau de vitesse, f",レーストラックコイル,트랙형 코일,"uzwojenie torowe, n",bobina em pista de corrida,跑道形线圈
815-16-10,dipole magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-10,,"Dipolmagnet, m",dipole magnet,imán dipolar,"aimant dipolaire, m",ダイポールマグネット双極マグネット,쌍극자 자석,"elektromagnes dipolowy, m",íman dipolar,偶极磁体
815-16-11,quadrupole magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-11,,"Quadrupolmagnet, m",quadrupole magnet,imán cuadripolar,"aimant quadripolaire, mquadrupôle, m",クアドラポールマグネット四極マグネット,사극자 자석,"elektromagnes kwadrupolowy, m",íman quadripolar,四极磁体
815-16-12,toroidal coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-12,,"Ringspule, f",toroidal coil,bobina toroidal,"bobine toroïdale, f",トロイダルコイル,토로이드 코일환상 코일,"cewka toroidalna, fuzwojenie toroidalne, n",bobina toroidal,环形线圈
815-16-13,poloidal coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-13,,"Stabspule, f",poloidal coil,bobina poloidal,"bobine poloïdale, f",ポロイダルコイル,폴로이달 코일,"uzwojenie poloidalne, n",bobina poloidal,极向场线圈
815-16-14,shim coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-14,,"Kompensationsspule, fShim-Spule, f",shim coil,bobina de compensación,"bobine de compensation, fbobine compensatrice, f",シムコイル,틈새 코일쐐기형 코일,"cewka korekcyjna, fuzwojenie korekcyjne, n",bobina de compensação,补偿线圈
815-16-15,impregnated coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-15,,"imprägnierte Spule, f",impregnated coil,bobina impregnada,"bobine imprégnée, f",含浸コイル,함침 코일,"uzwojenie impregnowane, n",bobina impregnada,浸渍线圈
815-16-16,pulsed magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-16,,"Impulsmagnet, m",pulsed magnet,imán pulsado,"aimant pulsé, m",パルスマグネット,펄스형 자석,"elektromagnes impulsowy, m",íman pulsado,脉冲磁体
815-16-17,hybrid coil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-17,,"Hybridspule, fHybridmagnet, m",hybrid coilhybrid magnet,bobina híbridaimán híbrido,"bobine hybride, faimant hybride, m",ハイブリッドコイルハイブリッドマグネット,혼성 코일하이브리드 코일,"uzwojenie hybrydowe, nelektromagnes hybrydowy, m",bobina híbridaíman híbrido,混合型线圈混合型磁体
815-16-18,superconducting motor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-18,,"supraleitender Motor, m",superconducting motor,motor superconductor,"moteur électrique supraconducteur, m",超電導モーター,초전도 전동기초전도 모터,"silnik nadprzewodnikowy, m",motor elétrico supercondutivo,超导电动机
815-16-19,superconducting generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-19,,"supraleitender Generator, m",superconducting generator,generador superconductor,"générateur supraconducteur, m",超電導発電機,초전도 발전기,"generator nadprzewodnikowy, m",gerador supercondutivo,超导发电机
815-16-20,superconducting power cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-20,,"supraleitendes Energiekabel, n",superconducting power cable,cable de potencia superconductor,"câble de puissance supraconducteur, m",超電導電力ケーブル,초전도 전력 케이블,"kabel energetyczny nadprzewodnikowy, m",cabo de potência supercondutivo,超导电力电缆
815-16-21,superconducting communication cable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-21,,"supraleitendes Telekommunikationskabel, n",superconducting communication cable,cable de comunicaciones superconductor,"câble de communication supraconducteur, m",超電導通信ケーブル,초전도 통신 케이블,"kabel komunikacyjny nadprzewodnikowy, m",cabo de comunicação supercondutivo,超导通讯电缆
815-16-22,superconducting transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-22,,"supraleitender Transformator, m",superconducting transformer,transformador superconductor,"transformateur supraconducteur, m",超電導変圧器,초전도 변압기,"transformator nadprzewodnikowy, m",transformador supercondutivo,超导变压器
815-16-23,superconducting fault current limiter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-23,,"supraleitender Kurzschlussstrombegrenzer, m",superconducting fault current limiter,limitador superconductor de la corriente de falta,"limiteur de courant de défaut à supraconducteur, m",超電導限流器,초전도 고장 전류 제한기에스에프시엘초전도 한류기,"ogranicznik prądu zwarcia nadprzewodnikowy, m",limitador de corrente de defeito por supercondutor,超导故障电流限制器
815-16-24,superconducting magnetic energy storage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-24,,"magnetische Energiespeicherung mit Supraleitern, fSMES, f",superconducting magnetic energy storageSMES,almacenamiento superconductor de energía magnética,"stockage d'énergie magnétique supraconductrice, mSMES, m",超電導磁気エネルギー貯蔵SMES,초전도 자기 에너지 저장에스엠이에스,"zasobnik energii magnetycznej nadprzewodnikowy, m",armazenamento de energia magnética por supercondutor,超导磁能存储SMES
815-16-25,nuclear fusion generation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-25,,"Elektroenergieerzeugung durch Kernfusion, f",nuclear fusion generation,generación por fusión nuclear,"génération par fusion nucléaire, f",核融合発電,핵융합 발전,"generacja fuzji jądrowej, fwytwarzanie energii w syntezie jądrowej, f",geração por fusão nuclear,核聚变发电
815-16-26,magneto hydrodynamic generation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-26,,"magnetohydrodynamische Elektroenergieerzeugung, fMHD",magneto hydrodynamic generationMHD generation,generación magnetohidrodinámicageneración MHD,"génération magnéto-hydrodynamique, fgénération MHD, f",電磁流体発電MHD発電,전자유체 발전,"wytwarzanie energii metodą magneto-hydrodynamiczną, n",geração magneto-hidrodinâmicageração MHD,磁流体发电MHD发电
815-16-27,superconducting magnetically levitated train,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-27,,"supraleitende Magnetschwebebahn, f",superconducting magnetically levitated train,tren levitado magnéticamente mediante superconductores,"train à sustentation magnétique à supraconducteurs, m",超電導磁気浮上列車,초전도 자기부상 열차,"pociąg nadprzewodnikowy lewitujący magnetycznie, m",comboio de levitação magnética por supercondutores,超导磁悬浮列车
815-16-28,superconducting particle accelerator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-28,,"supraleitender Teilchenbeschleuniger, m",superconducting particle accelerator,acelerador de partículas superconductor,"accélérateur de particules à supraconducteurs, m",超電導粒子加速器,초전도 입자 가속기,"akcelerator cząstek nadprzewodnikowy, m",acelerador de partículas por supercondutores,超导粒子加速器
815-16-29,superconducting cavity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-29,,"supraleitender Hohlraumresonator, m",superconducting cavity,cavidad superconductora,"cavité supraconductrice, f",超電導キャビティ,초전도 공동,"wnęka rezonansowa nadprzewodnikowa, f",cavidade supercondutiva,超导谐振腔
815-16-30,particle detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-30,,"Teilchendetektor, m",particle detector,detector de partículas,"détecteur de particules, m",粒子検出器,입자 검출기,"detektor cząstek, m",detetor de partículas,粒子探测器
815-16-31,cyclotron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-31,,"Zyklotron, n",cyclotron,ciclotrón,"cyclotron, m",サイクロトロン,싸이클로트론,"cyklotron, m",ciclotrão,回旋加速器
815-16-32,gyrotron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-32,,"Gyrotron, n",gyrotron,girotrón,"gyrotron, m",ジャイロトロン,자이로트론,"żyrotron, m",girotrão,回旋管
815-16-33,synchrotron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-33,,"Synchrotron, n",synchrotron,sincrotrón,"synchrotron, m",シンクロトロン,싱크로트론,"synchrotron, m",sincrotrão,同步加速器
815-16-34,synchrotron radiation facility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-34,,"Synchrotron-Strahlungsquelle, f",synchrotron radiation facility,instalación de radiación sincrotrón,"installation à rayonnement synchrotron, f",シンクロトロン放射光装置,싱크로트론 방사광 가속기,"generator promieniowania synchrotronowego, m",instalação de radiação sincrotrão,同步辐射装置
815-16-35,nuclear magnetic resonance apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-35,,"Kernresonanzapparatur, fNMR-Apparatur, f",nuclear magnetic resonance apparatusNMR apparatus,aparato de resonancia magnética nuclearaparato RMN,"appareil à résonance magnétique nucléaire, mappareil RMN, m",核磁気共鳴装置NMR装置,핵자기공명장치,"aparatura jądrowego rezonansu magnetycznego, faparatura do badań jądrowego rezonansu magnetycznego, f",aparelho de ressonância magnética nuclearaparelho RMN,核磁共振仪NMR
815-16-36,magnetic resonance imaging apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-36,,"bildgebende Kernresonanzapparatur, fMRT-Apparatur, f",magnetic resonance imaging apparatusMRI apparatus,aparato de imanes por resonancia magnéticaaparato IRM,"appareil d'imagerie par résonance magnétique, mappareil IRM, m",磁気共鳴イメージング装置MRI装置,자기 공명 영상 장치엠아르아이 장치,"aparatura do obrazowania za pomocą rezonansu magnetycznego, f",aparelho de imagem por ressonância magnéticaaparelho IRM,磁共振成像仪MRI
815-16-37,superconducting high gradient magnetic separation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-37,,"Magnetabscheidung mit supraleitendem Hochgradienten-Magneten, f",superconducting high gradient magnetic separationsuperconducting HGMS,separación magnética mediante una bobina superconductora de alto gradiente,"séparation magnétique à supraconducteurs, f",超電導高勾配磁気分離超電導HGMS,초전도 고구배 자기 분리초전도 에치지엠에스,"separacja magnetyczna wysokogadientowa nadprzewodnikowa, f",separação magnética por supercondutores,超导高梯度磁分离超导HGMS
815-16-38,flux pump,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-38,,"Flusspumpe, f",flux pump,bomba de flujo,"pompe à flux, f",フラックスポンプ,자속 펌프,"pompa strumienia, f",bomba de fluxo,磁通泵
815-16-39,cryotron,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-39,,"Kryotron, n",cryotron,criotrón,"cryotron, m",クライオトロン,크라이오트론,"kriotron, m",criotrão,冷子管
815-16-40,persistent current switch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-40,,"Dauerstromschalter, m",persistent current switchPCS,interruptor de corriente persistente,"interrupteur de courant électrique persistant, m",永久電流スイッチPCS,지속 전류 스위치피시에스,"zwora nadprzewodnikowa, f",interruptor de corrente elétrica persistente,持续电流开关PCS
815-16-41,superconducting magnetic shielding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-41,,"supraleitende magnetische Abschirmung, f",superconducting magnetic shielding,apantallamiento magnético superconductor,"écrantage magnétique à supraconducteurs, mprotection magnétique à supraconducteurs, f",超電導磁気シールド,초전도 자기 차폐,"ekranowanie magnetyczne nadprzewodnikowe, n",blindagem magnética supercondutiva,超导磁屏蔽
815-16-42,superconducting transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-42,,"supraleitender Transistor, m",superconducting transistor,transistor superconductor,"transistor supraconducteur, m",超電導トランジスタ,초전도 트랜지스터,"tranzystor nadprzewodnikowy, m",transístor supercondutivo,超导三极管
815-16-43,superconducting memory,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-43,,"Supraleiter-Datenspeicher, m",superconducting memory,memoria superconductora,"mémoire supraconductrice, f",超電導記憶素子,초전도 메모리초전도 기억소자,"pamięć nadprzewodnikowa, f",memória supercondutiva,超导存储器
815-16-44,superconductor-insulator-superconductor mixer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-44,,"Supraleiter-Isolator-Supraleiter-Mischer, mSIS-Mischer, m",superconductor-insulator-superconductor mixerSIS mixer,mezclador superconductor-aislante-superconductormezclador SIS,"jonction supraconducteur-isolant-supraconducteur, fjonction SIS, f",超電導トンネル接合ミキサSISミキサ,초전도체 절연체 초전도체 혼합기에스아이에스 믹서,"mikser nadprzewodnik-izolator-nadprzewodnik, m",junção supercondutor-isolante-supercondutorjunção SIS,超导体-绝缘体-超导体混频器SIS混频器
815-16-45,single flux quantum device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-45,,"Einzelflussquant-Schaltung, fSFQ",single flux quantum deviceSFQ device,dispositivo de cuantos de flujo únicodispositivo SFQ,"dispositif à quantum de flux unique, mdispositif SFQ, m",単一磁束量子デバイスSFQデバイス,단자속 양자 소자에스에프큐 소자,"przyrząd z pojedynczym kwantem strumienia, m",dispositivo de quantum de fluxo únicodispositivo SFQ,单磁通量子器件SFQ
815-16-46,SQUID,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-46,,"Squid, m",SQUIDsuperconducting quantum interference device,dispositivo superconductor de interferencia cuánticaSQUID,"SQUID, minterféromètre quantique supraconducteur, m",超電導量子干渉計SQUID,스퀴드초전도 양자 간섭 소자,"interferometr nadprzewodnikowy kwantowy, m",interferómetro quântico supercondutivo,超导量子干涉器件SQUID
815-16-47,Josephson voltage standard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-47,,"Josephson-Spannungsnormal, n",Josephson voltage standard,patrón de tensión Josephson,"étalon de tension Josephson, m",ジョセフソン電圧標準,조셉슨 전압 표준,"wzorzec napięcia  josephsonowski, m",padrão de tensão Josephson,约瑟夫森电压标准
815-16-48,magnetic bearing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-48,,"magnetisches Lager, n",magnetic bearing,cojinete magnético,"palier magnétique, m",磁気ベアリング,자기 베아링자기 축받이,"łożysko magnetyczne, n",chumaceira magnética,磁轴承
815-16-49,superconducting microwave resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-49,,"supraleitender Mikrowellenresonator, m",superconducting microwave resonator,resonador micro ondas superconductor,"résonateur supraconducteur à hyperfréquence, m",超電導マイクロ波共振器,초전도 마이크로웨이브 공진기초전도 극초단파 공진기,"rezonator mikrofalowy nadprzewodnikowy, m",ressoador supercondutivo de hiperfrequências,超导微波谐振器
815-16-50,superconducting microwave filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-50,,"supraleitendes Mikrowellenfilter, n",superconducting microwave filter,filtro micro ondas superconductor,"filtre supraconducteur à hyperfréquence, m",超電導マイクロ波フィルタ,초전도 마이크로웨이브 필터,"filtr mikrofalowy nadprzewodnikowy, m",filtro supercondutivo de hiperfrequências,超导微波滤波器
815-16-51,superconducting microwave antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-51,,"supraleitende Antenne, f",superconducting microwave antenna,antena micro ondas superconductora,"antenne supraconductrice à hyperfréquence, f",超電導マイクロ波アンテナ,초전도 마이크로웨이브 안테나,"antena mikrofalowa nadprzewodnikowa, f",antena supercondutiva de hiperfrequências,超导微波天线
815-16-52,superconducting microwave delay line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-52,,"supraleitende Mikrowellenverzögerungsleitung, fsupraleitende Laufzeitleitung, f",superconducting microwave delay line,linea de retardo micro ondas superconductora,"ligne à retard supraconductrice à hyperfréquence, f",超電導マイクロ波遅延回路,초전도 마이크로웨이브 지연선로,"linia opóźniająca mikrofalowa nadprzewodnikowa, f",linha de atraso supercondutiva de hiperfrequências,超导微波延迟线
815-16-53,transition-edge sensor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-53,,"supraleitendes Bolometer, n",transition-edge sensorTESsuperconducting bolometer,sensor de borde de transición,"bolomètre supraconducteur, m",転移端センサTES,전이단 센서초전도 볼로미터,"czujnik oparty na krzywej przejścia, m",bolómetro supercondutivosensor de bordo de transição,超导电阻转变沿传感器TES超导测热辐射计
815-16-54,superconducting tunnel junction detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-54,,"supraleitender Tunnelübergangsdetektor, m",superconducting tunnel junction detector,detector de unión de túnel superconductor,"détecteur de jonction supraconductrice à effet tunnel, m",超電導トンネル接合検出器,초전도 터널접합 검출기,"detektor z nadprzewodnikowym złączem tunelowym, m",detetor de junção túnel supercondutiva,超导隧道结探测器
815-16-55,superconducting MCZ,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-55,,"supraleitendes magnetisches Czochralski-Verfahren, nsupraleitendes MCz, n",superconducting MCZ,superconductor MCZ,"machine de tirage Czochralski, f",超電導MCZ,초전도 엠시제트,"metoda Czochralskiego  z elektromagnesem nadprzewodnikowym, f",aparelho MCZ supercondutivo,超导MCZ
815-16-56,superconducting qubit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-16-56,,"supraleitendes Qubit, n",superconducting qubit,cubit superconductor,"bit quantique supraconducteur, mqubit supraconducteur, m",超電導キュビット,초전도 큐비트,"kubit nadprzewodnikowy, m",bit quântico supercondutivoqubit supercondutivo,超导量子比特
815-17-01,natural engineering strain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-01,,"wahre technische Dehnung, fwahre Dehnung, f",natural engineering strainnatural strain,"deformación natural, logarítmica","déformation vraie, f",自然工学ひずみ自然ひずみ,자연 변형율자연 공학 변형율,"odkształcenie inżynieryjne rzeczywiste, n",deformação verdadeiradeformação natural,自然工程应变自然应变
815-17-02,nominal engineering strain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-02,,"Nominal-Dehnung, ftechnische Dehnung, f",nominal engineering strain,"deformación nominal, técnica","déformation linéaire, f",公称工学ひずみ,공칭 변형율공칭 공학 변형,"odkształcenie inżynieryjne nominalne, nodkształcenie inżynieryjne względne, n",deformação lineardeformação nominal,标称工程应变
815-17-03,bending strain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-03,,"Biegedehnung, f",bending strain,deformación por flexión,"flexion, f",曲げひずみ,굽힘 변형률,"odkształcenie przy zginaniu, n",deformação por flexão,弯曲应变
815-17-04,maximum bending strain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-04,,"maximale Biegedehnung, <eines Supraleiters> f",maximum bending strain,deformación por flexión máxima,"flexion maximale, f",最大曲げひずみ,최대 굽힘 변형률,"odkształcenie przy zginaniu maksymalne, n",deformação máxima por flexão,最大弯曲应变
815-17-05,serration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-05,,"Serration, f",serration,estría,"stries, f pl",セレーション,톱니형 변형세레이션 변형,"ząbkowanie, n",serrilha,锯齿应力图
815-17-06,stress condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-06,,"Spannungszustand, mSpannungsüberhöhung, f",stress condition,condición de esfuerzo,"condition de contrainte, f",応力状態,응력 조건,"warunek naprężenia, m",condição de constrangimento,应力状态
815-17-07,fracture toughness,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-07,,"Bruchzähigkeit, f",fracture toughness,tenacidad,"ténacité, f",破壊じん性値,파괴 인성,"odporność na złamanie, f",tenacidade,断裂韧度
815-17-08,compliance method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-08,,"""Compliance""-Verfahren, n",compliance method,método de conformidad,"méthode de la compliance, f",コンプライアンス法,순응방법컴플라이언스 방법,"metoda odkształcalności, f",método de concedência,柔度法
815-17-09,S-N curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-09,,"Wöhler-Kurve, fS-N-Kurve, f",S-N curve,curva S-N,"courbe S-N, f",S-N曲線,에스-앤 곡선,"krzywa zmęczenia, f",curva S-N,S-N曲线
815-17-10,electrical resistance method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-10,,"Widerstandsmessverfahren, <eines Supraleiters> n",electrical resistance method,método de resistencia eléctrica,"méthode de mesure résistive, f",電気抵抗法,전기저항법,"metoda rezystancji elektrycznej, f",método de resistência elétrica,电阻法
815-17-11,magnetic susceptibility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-11,,"magnetische Suszeptibilität, f",magnetic susceptibility,susceptibilidad magnética,"susceptibilité magnétique, f",磁化率,자기 자화율,"podatność magetyczna, f",suscetibilidade magnética,磁化率
815-17-12,DC magnetic susceptibility method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-12,,"Messung der Gleichfeld-Suszeptibilität, f",DC magnetic susceptibility method,método de susceptibilidad magnética en corriente continua,"méthode de mesure de la susceptibilité magnétique en courant continu, f",直流磁化率法,직류 자화율법,"metoda podatności magnetycznej stałoprądowej, f",método de medição da suscetibilidade magnética em corrente contínua,直流磁化率测量方法
815-17-13,AC magnetic susceptibility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-13,,"Wechselfeld-Suszeptibilität, f",AC magnetic susceptibility,susceptibilidad magnética en corriente alterna,"susceptibilité magnétique alternative, f",交流磁化率,교류 자화율,"podatność magnetyczna  przemiennoprądowa, f",suscetibilidade magnética em corrente alternada,交流磁化率
815-17-14,AC magnetic susceptibility method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-14,,"Messung der Wechselfeld-Suszeptibilität, f",AC magnetic susceptibility method,método de susceptibilidad magnética en corriente alterna,"méthode de mesure de la susceptibilité magnétique en courant alternatif, f",交流磁化率法,교류 자화율법,"metoda podatności magnetycznej  przemiennoprądowej, f",método de medição da suscetibilidade magnética em corrente alternada,交流磁化率测量方法
815-17-15,magnetization method for AC loss energy density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-15,,"Magnetisierungsverfahren zur Messung der Wechselstromverlustenergiedichte, n",magnetization method for AC loss energy density,método de magnetización para la medida de las pérdidas de densidad de energía en corriente alterna,"méthode de calcul des pertes en courant alternatif par aimantation, f",交流損失エネルギー密度の磁化測定法,교류 손실 에너지 밀도의 자화측정법,"metoda magnetyzacyjna wyznaczania gęstości strat przemiennoprądowych, f",método de cálculo das perdas em corrente alternada por magnetização,测量交流损耗密度的磁化强度法
815-17-16,calorimetric method for AC loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-16,,"kalorimetrisches Verfahren zur Messung der Wechselstromverluste, n",calorimetric method for AC loss,método calorimétrico para la medida de las pérdidas en corriente alterna,"méthode calorimétrique de mesure des pertes en courant alternatif, f",交流損失の熱量測定法,교류 손실의 열량법교류 손실의 열량측정법,"metoda kalorymetryczna wyznaczania strat przemiennoprądowych, f",método calorimétrico de medição das perdas em corrente alternada,测量交流损耗的量热法
815-17-17,trapped flux density test method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-17,,"Prüfverfahren zu Bestimmung der gefangenen Flussdichte, nPrüfverfahren zu Bestimmung der eingefrorenen Flussdichte, n",trapped flux density test method,método de ensayo de la densidad de flujo atrapado,"méthode d’essai d’induction magnétique piégée, f",捕捉磁束密度試験法,잔류 자속밀도 시험법포획 자속밀도 시험법,"metoda badania gęstości zamrożonego strumienia, f",método de ensaio de indução magnética confinada,俘获磁通密度测试法
815-17-18,standard two-resonator method,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-18,,"Standard-Zwei-Resonatoren-Verfahren, n",standard two-resonator method,método normalizado de dos resonadores,"méthode normalisée à deux résonateurs, f",標準二共振器法,표준 이공진기법,"wzorzec metody dwu-rezonatorowej, m",método normalizado de dois ressoadores,标准双谐振器法
815-17-19,uncertainty of measurement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-19,,"Messunsicherheit, f",uncertainty of measurement,incertidumbre de la medida,"incertitude de mesure, f",測定の不確かさ,측정 불확도,"niepewność pomiaru, f",incerteza de medição,测量的不确定度
815-17-20,magnetoscan technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=815-17-20,,"""Magnetoscan""-Methode, f",magnetoscan technique,técnica de magnetoscan,"magnétoscopie, f",磁気走査法,자기주사법,"technika skanowania magnetycznego, f",magnetoscopia,磁扫描技术
