term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,ru,sr,sv,zh
551-16-70,intermittent flow (of direct current),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-70,سريان متقطع (للتيار المستمر),"Lückbetrieb (bei Gleichstrom), m",intermittent flow (of direct current),conducción discontinua de una corriente rectificada,aukottuva tasavirta,"conduction discontinue d'un courant redressé, f",conduzione discontinua (di corrente continua),直流電流の断続通流断続通流,"간헐 직류, <직류>",przewodzenie przerywane (prądu stałego),condução descontínua (de uma corrente rectificada),прерывистый режим постоянного тока,"прекидни режим једносмерне исправљене струје, м јд",intermittent likström,"断续流通, <直流电流的>"
551-16-71,continuous flow (of direct current),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-16-71,سريان مستمر (للتيار المستمر),"nichtlückender Betrieb (bei Gleichstrom), m",continuous flow (of direct current),conducción continua de una corriente rectificada,jatkuva tasavirta,"conduction continue d'un courant redressé, f",conduzione continua (di corrente continua),直流電流の連続通流連続通流,"연속 직류, <직류>",przewodzenie ciągłe (prądu stałego),condução contínua (de uma corrente rectificada),непрерывный режим постоянного тока,"континуални режим једносмерне исправљене струје, м јд",kontinuerlig likström,"连续流通, <直流电流的>"
551-17-01,pulse number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-01,عدد نبضات,"Pulszahl, f",pulse number,número de impulsos,pulssiluku,"indice de pulsation, m",numero degli impulsi,パルス数,펄스 수,liczba tętnieniowa,índice de pulsação,число пульсаций,"број импулса, м јд",pulstal,脉波数
551-17-02,circuit angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-02,زاوية   دارة,"Schaltungswinkel, m",circuit angle,ángulo de acoplamiento,kytkentäkulma,"angle de couplage, m",angolo di accoppiamento,偏位角,회로각,kąt fazowy,ângulo de acoplamento,фазовый угол схемы,"угао струјног кола, м јд",kopplingsvinkel,电路角
551-17-03,commutation number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-03,عدد تبديل,"Kommutierungszahl, f",commutation number,índice de conmutación,kommutointiluku,"indice de commutation, m",indice di commutazione,転流数,전환-수전류-수,liczba komutacyjna,índice de comutação,число коммутаций,"број комутација, м јд",kommuteringstal,换相数
551-17-08,fundamental power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-08,قدرة اساسية,"Grundschwingungsleistung, f",fundamental power,potencia fundamental,perusaaltoteho,"puissance fondamentale, f",potenza dell'armonica fondamentale,基本波電力,기본파 전력,moc podstawowa,potência da fundamental,мощность основной гармоники,"снага основног хармоника, ж јд",grundtonseffekt,基波功率
551-17-09,DC power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-09,قدرة تيار مستمر,"Gleichstromleistung, f",DC power,potencia en corriente continua,tasasähköteho,"puissance en courant continu, f",potenza in c.c.,直流電力,직류 전력,moc prądu stałego,potência em corrente contínua,мощность постоянного тока,"једносмерна снага, ж јд",ls-effekt,直流功率
551-17-10,"conversion factor,  (in general)",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-10,عامل تحويل (بشكل عام),"Umrichtgrad (im Allgemeinen), m","conversion factor,  (in general)",factor de conversión (en general),muuttamisen tehosuhde,facteur de conversion (en général) m,fattore di conversione,変換率,"변환율, <일반>",współczynnik przekształcenia,factor de conversão (em geral),коэффициент преобразования (в общем),"фактор претварања, <уопште> м јд",omriktarfaktor,变流因数
551-17-11,rectification factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-11,عامل تقويم,"Gleichrichtgrad, m",rectification factor,factor de rectificación,tasasuuntauksen tehosuhde,"facteur de redressement, m",fattore di raddrizzamento,順変換率,정류율,współczynnik prostowania,factor de rectificação,коэффициент выпрямления,"фактор исправљања, м јд",likriktarfaktor,整流因数
551-17-12,inversion factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-12,عامل تحويل عكسي,"Wechselrichtgrad, m",inversion factor,factor de inversión,vaihtosuuntauksen tehosuhde,"facteur de conversion (d'un onduleur), m",fattore di inversione,逆変換率,역변환율,współczynnik falowania,factor de inversão (de um inversor),коэффициент инвертирования,"фактор инвертовања, м јд",växelriktarfaktor,逆变因数
551-17-13,AC conversion factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-13,عامل تحويل تيار متردد,"Wechselstrom-Umrichtgrad, m",AC conversion factor,factor de conversión en corriente alterna,vaihtosähkön muuttamisen tehosuhde,"facteur de conversion en courant alternatif, m",fattore di conversione in c.a.,交流変換率,교류 변환율,współczynnik przekształcenia prądu przemiennego,factor de conversão em corrente alternada,коэффициент преобразования переменного тока,"фактор наизменичног претварања, м јд",vs-omriktarfaktor,交流变流因数
551-17-14,DC conversion factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-14,عامل تحويل تيار مستمر,"Gleichstrom-Umrichtgrad, m",DC conversion factor,factor de conversión en corriente continua,tasasähkön muuttamisen tehosuhde,"facteur de conversion en courant continu, m",fattore di conversione in c.c.,直流変換率,직류 변환율,współczynnik przekształcenia prądu stałego,factor de conversão em corrente contínua,коэффициент преобразования постоянного тока,"фактор једносмерног претварања, м јд",ls-omriktarfaktor,直流变流因数
551-17-15,ideal no-load direct voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-15,جهد مثالي مستمر غير محمل,"ideelle Leerlauf-Gleichspannung, f",ideal no-load direct voltage,tensión continua ideal en vacío,ideaalinen tyhjäkäyntitasajännite,"tension continue fictive à vide, f",tensione ideale continua a vuota,理想無負荷直流電圧,이상 무부하 직류 전압,napięcie wyprostowane stanu jałowego idealne,tensão contínua ideal em vazio,идеальное постоянное напряжение холостого хода,"идеални једносмерни напон празног хода, м јд",ideal tomgångslikspänning,理想空载直流电压
551-17-16,controlled ideal no-load direct voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-16,جهد مثالي مستمر غير محمل  متحكم به,"gesteuerte ideelle Leerlauf-Gleichspannung, f",controlled ideal no-load direct voltage,tensión continua ideal en vacío con regulación,ohjattu ideaalinen tyhjäkäyntitasajännite,"tension continue fictive à vide avec réglage, f",tensione ideale controllata in continua  a vuoto,理想制御無負荷直流電圧,이상 무부하 제어 직류 전압,napięcie wyprostowane stanu jałowego idealne wysterowane,tensão contínua controlada ideal em vazio,постоянное напряжение идеального холостого хода при фазовом управлении,"управљиви идеални једносмерни напон празног хода, м јд",ideal tomgångslikspänning vid fasstyrning,受控理想空载直流电压
551-17-17,conventional no-load direct voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-17,جهد مستمر غير محمل تقليدي,"konventionelle Leerlauf-Gleichspannung, f",conventional no-load direct voltage,tensión continua convencional en vacío,ekstrapoloitu tyhjäkäyntitasajännite,"tension continue conventionnelle à vide, f",tensione continua a vuoto convenzionale,規約無負荷直流電圧,규약 무부하 직류 전압,napięcie wyprostowane stanu jałowego umowne,tensão contínua convencional em vazio,условное постоянное напряжение холостого хода,"конвенционални једносмерни напон празног хода, м јд",extrapolerad tomgångslikspänning,约定空载直流电压
551-17-18,controlled conventional no-load direct voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-18,جهد مستمر غير محمل تقليدي  ومتحكم به,"gesteuerte konventionelle Leerlauf-Gleichspannung, f",controlled conventional no-load direct voltage,tensión continua convencional en vacío con regulación,ekstrapoloitu ohjattu tyhjäkäyntitasajännite,"tension continue conventionnelle à vide avec réglage, f",deformazione convenzionale della tensione raddrizzata a vuoto,規約制御無負荷直流電圧,규약 무부하 제어 직류 전압,napięcie wyprostowane stanu jałowego umowne wysterowane,tensão contínua controlada convencional em vazio,условное постоянное напряжение холостого хода при фазовом управлении,"управљиви конвенционални једносмерни напон празног хода, м јд",extrapolerad tomgångslikspänning vid fasstyrning,受控约定空载直流电压
551-17-19,real no-load direct voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-19,جهد مستمر غير محمل حقيقي,"tatsächliche Leerlauf-Gleichspannung, f",real no-load direct voltage,tensión continua real en vacío,todellinen tyhjäkäyntitasajännite,"tension continue réelle à vide, f",tensione continua a vuoto effettiva,実無負荷直流電圧,실제 무부하 직류 전압실 무부하 직류 전압,napięcie wyprostowane stanu jałowego rzeczywiste,tensão contínua real em vazio,реальное постоянное напряжение холостого хода,"стварни једносмерни напон празног хода, м јд",verklig tomgångslikspänning,实际空载直流电压
551-17-20,transition current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-20,تيار انتقالي,"kritischer Strom (einer Stromrichterschaltung), m",transition current,corriente crítica,kriittinen tasavirta,"courant critique, m",corrente di transizione,臨界電流,천이 전류,prąd krytyczny,corrente de transição,критический ток,"критична струја, ж јд",gräns för kontinuerlig likström,过渡电流
551-17-21,direct voltage regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-21,تنظيم جهد مستمر,"Gleichspannungsänderung, f",direct voltage regulation,caída de tensión continua,tasajännitteen muutos,"chute de tension continue, f",controllo della tensione continua,直流電圧変動,직류 전압 변동율,spadek napięcia wyprostowanego,queda de tensão contínua,падение постоянного напряжения,"пад једносмерног напона, м јд",likspänningsfall,直流电压调整值
551-17-22,inherent direct voltage regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-22,تنظيم جهد مستمر ذاتى,"innere Gleichspannungsänderung, f",inherent direct voltage regulation,caida propia de tensión intrínseca,sisäinen tasajännitteen muutos,"chute propre de tension intrinsèque, f",controllo intrinseco della tensione continua,固有直流電圧変動,고유 직류 전압 변동율,spadek napięcia wyprostowanego wewnętrzny,queda de tensão intrínseca,внутреннее падение постоянного напряжения постоянного напряжения внутреннее падение постоянного напряжения,"унутрашњи пад једносмерног напона, м јд",inre likspänningsfall,固有直流电压调整值
551-17-23,total direct voltage regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-23,تنظيم جهد مستمر كلي,"Gesamt-Gleichspannungsänderung, f",total direct voltage regulation,caída total de tensión continua,tasajännitteen kokonaismuutos,"chute totale de tension continue, f",regolazione totale della tensione continua,総合直流電圧変動,총직류 전압 변동율,spadek napięcia wyprostowanego całkowity,queda total de tensão contínua,полное падение постоянного напряжения,"укупни пад једносмерног напона, м јд",totalt likspänningsfall,总直流电压调整值
551-17-24,resistive direct voltage regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-24,تنظيم جهد مستمر مقاومي,"ohmsche Gleichspannungsänderung, f",resistive direct voltage regulation,caída resistiva de tensión continua,resistiivinen tasajännitteen muutos,"chute résistive de tension continue, f",regolazione resistiva di tensione continua,抵抗分直流電圧変動,저항식 직류 전압 변동율,spadek napięcia wyprostowanego rezystancyjny,queda resistiva de tensão contínua,резистивная составляющая падения постоянного напряжения,"отпорнички пад једносмерног напона, м јд",resistivt likspänningsfall,阻性直流电压调整值
551-17-25,inductive direct voltage regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-25,تنظيم جهد مستمر حثي,"induktive Gleichspannungsänderung, f",inductive direct voltage regulation,caída inductiva de tensión continua,induktiivinen tasajänniteen muutos,"chute inductive de tension continue, f",regolazione induttiva di tensione continua,誘導分直流電圧変動,유도식 직류 전압 변동율,spadek napięcia wyprostowanego indukcyjny,queda indutiva de tensão contínua,индуктивная составляющая падения постоянного напряжения,"индуктивни пад једносмерног напона, м јд",induktivt likspänningsfall,感性直流电压调整值
551-17-26,threshold voltage (of an electronic valve device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-26,جهد عتبة(لجهاز صمام إلكتروني),"Schleusenspannung (eines elektronischen Ventilbauelements), f",threshold voltage (of an electronic valve device),tensión de umbral (de una válvula electrónica),kynnysjännite,"tension de seuil (d'une valve électronique), f",tensione di soglia,バルブデバイスの立上がり電圧立上がり電圧,"문턱 전압, <전자 밸브 장치>",napięcie progowe (zaworu elektronicznego),tensão de limiar (de uma válvula electrónica),пороговое напряжение,"напон прага, <електронског вентила> м јд",tröskelspänning,"门槛电压, <电子阀器件的>"
551-17-27,ripple voltage (on the DC side),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-27,جهد تموج(على جهة التيار المستمر),"überlagerte Wechselspannung (auf der Gleichstromseite), f",ripple voltage (on the DC side),tensión de rizado (del lado de corriente continua),tasajännitteen vaihtojänniteosasykkeisyysjännite,"tension d'ondulation (côté courant continu), f",tensione alternata sovrapposta (sul lato continuo),直流側のリプル電圧リプル電圧,"맥동 전압, <직류측>",napięcie tętnień (po stronie prądu stałego),tensão de ondulação (do lado da corrente contínua),пульсации напряжения на стороне постоянного тока,"напон таласности, <на једносмерној страни> м јд",pulsationsspänning,"纹波电压, <直流侧的>"
551-17-28,DC form factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-28,عامل تشكيل تيار مستمر,"Gleichstrom-Formfaktor, m",DC form factor,factor de forma en corriente continua,tasavirran tai tasajännitteen muotokerroin,"facteur de forme en courant continu, m",fattore di forma in c.c.,直流波形率,직류 파형율,współczynnik kształtu (po stronie prądu stałego),factor de forma em corrente contínua,оэффициент формы постоянного тока,"једносмерни фактор облика, м јд",ls-formfaktor,直流波形因数
551-17-29,DC ripple factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-17-29,عامل تموج تيار مستمر,"Gleichspannungswelligkeit, fGleichstromwelligkeit, fhalbe relative Schwingungsweite, f",DC ripple factor,factor de rizado de una corriente continua,sykkeisyyskerroin,"taux d'ondulation d'un courant continu, m",fattore di ondulazione in c.c.,振幅脈動率,직류 맥동율,współczynnik tętnienia prądu stałego,factor de ondulação (de uma corrente contínua),коэффициент пульсации постоянного тока,"фактор таласности једносмерне струје, м јд",pulsationsfaktor,直流纹波因数
551-18-01,characteristic (curve) (of a converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-01,خاصية ( منحني ) لمغير,"Strom-Spannungs-Kennlinie, f",characteristic (curve) (of a converter),(curva) característica (de un convertidor),ominaiskäyrämuuttajan virta-jänniteominaiskäyrä,"(courbe) caractéristique (d'un convertisseur), f",(curva) caratterisitca (di convertitore),変換装置の出力特性曲線出力特性,"특성 곡선, <변환기>",charakterystyka (przekształtnika),(curva) característica (de um conversor),внешняя (разгрузочная) характеристика преобразователя,"карактеристика (кривa) (претварача), ж јд",belastningskarakteristik,"特性曲线, <变流器的>"
551-18-02,natural characteristic (of a line commutated converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-02,خاصية طبيعيةلمغير تبديلي لخط,"natürliche Kennlinie (eines netzgeführten Stromrichters), f",natural characteristic (of a line commutated converter),característica natural (de un convertidor conmutado por la red),luontainen ominaiskäyräverkkokommutoidun muuttajan luontainen ominaiskäyrä,"caractéristique naturelle (d'un convertisseur commuté par le réseau), f",caratteristica naturale (di un convertitore a commutazione da rete),他励変換装置の自然出力特性自然出力特性,"자연 특성, <선로전환 변환기>",charakterystyka naturalna (przekształtnika o komutacji sieciowej),característica natural (de um conversor comutado pela rede),естественная внешняя (нагрузочная) характеристика,"природна карактеристика, <претварача комутованог мрежом> ж јд",egenkarakteristik,"自然特性, <电网换相变流器的>"
551-18-03,forced characteristic (of a line commutated converter),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-03,خاصية قسرية لمغير تبديلي لخط,"erzwungene Kennlinie (eines netzgeführten Stromrichters), f",forced characteristic (of a line commutated converter),característica forzada (de un convertidor conmutado por la red),ohjattu ominaiskäyräverkkokommutoidun muuttajan ohjattu ominaiskäyrä,"caractéristique forcée (d'un convertisseur commuté par le réseau), f",caratteristica forzata di un convertitore a commutazione di rete,他励変換装置の強制出力特性強制出力特性,"강제 특성, <선로전환 변환기>",charakterystyka wymuszona (przekształtnika o komutacji sieciowej),característica forçada (de um conversor comutado pela rede),искусственная внешняя (нагрузочная) характеристика,"принудна карактеристика, <претварача комутованог мрежом> ж јдфорсирана карактеристика, <претварача комутованог мрежом> ж јд",styrd karakteristik,"强制特性, <电网换相变流器的>"
551-18-04,stabilized output characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-04,خاصية خرج متزن,"Konstantspannungs- oder Konstantstrom-Kennlinie, fKonstant-Kennlinie, f",stabilized output characteristic,característica de salida estabilizada,stabiloidun lähtösuureen ominaiskäyrä,"caractéristique de sortie stabilisée, f",caratteristica di uscita stabilizzata,安定化出力特性,안정 출력 특성,charakterystyka stabilizowana,característica de saída estabilizada,стабилизированная выходная характеристика,"стабилизована излазна карактеристика, ж јд",stabiliserad karakteristik,稳定输出特性
551-18-05,stabilized voltage characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-05,خاصية جهد متزن,"Konstantspannungs-Kennlinie, f",stabilized voltage characteristic,característica de tensión estabilizada,stabiloidun lähtöjännitteen ominaiskäyrä,"caractéristique de tension stabilisée, f",caratteristica di tensione stabilizzata,安定化電圧出力特性,안정 전압 특성,charakterystyka napięciowa stabilizowana,característica de tensão estabilizada,характеристика стабилизированного напряжения,"стабилизована напонска карактеристика, ж јд",stabiliserad spänningskarakteristik,稳压特性
551-18-06,stabilized current characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-06,خاصية تيار متزن,"Konstantstrom-Kennlinie, f",stabilized current characteristic,característica de corriente estabilizada,stabiloidun lähtövirran ominaiskäyrä,"caractéristique de courant stabilisé, f",caratteristica di corrente stabilizzata,安定化電流出力特性,안정 전류 특성,charakterystyka prądowa stabilizowana,característica de corrente estabilizada,характеристика стабилизированного тока,"стабилизована струјна карактеристика, ж јд",stabiliserad strömkarakteristik,稳流特性
551-18-07,automatic switching on,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-07,وصل آلي,"selbsttätige Einschaltung, f",automatic switching on,conexión automática,automaattinen päällekytkeytyminen,"enclenchement automatique, m",accensione automatica,自動始動,자동 기동,załączanie samoczynne,ligação automática,автоматическое включение,"аутоматско укључење, с јд",tillslagsautomatik,自动开通
551-18-08,automatic switching off,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-08,فصل آلي,"selbsttätige Ausschaltung, f",automatic switching off,desconexión automática,automaattinen poiskytkeytyminen,"déclenchement automatique, m",spegnimento automatico,自動停止,자동 개방,wyłączanie samoczynne,desligação automática,автоматическое выключение,"аутоматско искључење, с јд",frånslagsautomatik,自动关断
551-18-09,jumping characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-09,خاصية قفز,"Kennlinie mit Kennliniensprung, f",jumping characteristic,característica conmutable,ominaiskäyrän vaihto,"caractéristique commutable, f",caratteristica commutabile,出力切換わり特性,도약 특성,charakterystyka skokowa,característica comutável,скачкообразная скачкообразная характеристика,"комутабилна карактеристика, ж јд",hoppkarakteristik,跃变特性
551-18-10,composite characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-18-10,خاصية مركبة,"zusammengesetzte Kennlinie, f",composite characteristic,característica compuesta,yhdistelmäominaiskäyrä,"caractéristique composite, f",caratteristica composta,複合出力特性,복합 특성,charakterystyka złożona,característica compósita,сложная характеристика,"сложена карактеристика, ж јд",avlösande karakteristik,综合特性
551-19-01,influence quantity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-01,كمية تأثير,"Einflussgröße, f",influence quantity,magnitud de influencia,vaikuttava suure,"grandeur d'influence, f",grandezza di influenza,外乱量,외란량,wielkość oddziaływująca,grandeza de influência,возмущающий параметр,"утицајна величина, ж јд",påverkande storhet,影响量
551-19-02,stabilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-02,اتزان,"Stabilisierung, f",stabilization,estabilización,stabilointi,"stabilisation, f",stabilizzazione,安定化,안정화,stabilizacja,estabilização,стабилизация,"стабилизација, ж јд",stabilisering,稳定
551-19-03,stabilized power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-03,مصدر قدرة متزن,"Gerät zur stabilisierten Stromversorgung, n",stabilized power supply,fuente de alimentación estabilizada,stabiloitu teholähde,"alimentation stabilisée, f",alimentazione di potenza stabilizzata,安定化電源,안정화 전원 장치,zasilanie stabilizowane,(fonte de) alimentação estabilizada,стабилизированный источник питания,"стабилизовани извор напајања, м јд",stabiliserat nätaggregat,稳定电源
551-19-04,constant voltage power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-04,مصدر قدرة ذو جهد ثابت,"Konstantspannungs-Stromversorgungsgerät, n",constant voltage power supply,fuente de alimentación estabilizada en tensión,vakiojännitelähde,"alimentation stabilisée en tension, f",alimentazione di potenza a tensione costante,定電圧電源,정전압 전원 장치,zasilanie napięciem stabilizowanym,(fonte de) alimentação estabilizada em tensão,источник стабильного напряжения,"извор напајања константним напоном, м јд",konstantspänningsaggregat,恒压电源
551-19-05,constant current power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-05,مصدر قدرة ذو تيار ثابت,"Konstantstrom-Stromversorgungsgerät, n",constant current power supply,fuente de alimentación estabilizada en corriente,vakiovirtalähde,"alimentation stabilisée en courant, f",alimentazione di potenza a corrente costante,定電流電源,정전류 전원 장치,zasilanie prądem stabilizowanym,(fonte de) alimentação estabilizada em corrente,источник стабильного тока,"извор напајања константном струјом, м јд",konstantstömsaggregat,恒流电源
551-19-06,constant voltage or constant current power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-06,مصدر قدرة ذو جهد ثابت أو تيار ثابت,"Konstantspannungs-Konstantstrom-Stromversorgungsgerät, n",constant voltage or constant current power supply,fuente de alimentación estabilizada en tensión o en corriente,vakiojännite-vakiovirtalähde,"alimentation stabilisée en tension ou en courant, f",alimentazione di potenza a tensione o corrente costante,定電圧又は定電流電源,정전압 또는 정전류 전원 장치,zasilanie napięciem lub prądem o stałej wartości,(fonte de) alimentação estabilizada em tensão ou em corrente,источник стабильного напряжения или тока,"извор напајања константним напоном или струјом, м јд",konstantspänningsaggregat med strömgräns,恒压或恒流电源
551-19-07,tolerance band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-07,نطاق سماححيز السماحيات,"Toleranzband, n",tolerance band,banda de tolerancia,toleranssivyöhyke,"bande de tolérance, f",banda di tolleranza,許容変動幅,허용 대역,zakres tolerancji,banda de tolerância,область допустимых отклонений,"опсег толеранције, м јд",toleransband,允差带
551-19-08,constant voltage to constant current crossover,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-08,مغير من جهد ثابت إلى تيار ثابت,"Konstantspannungs-Konstantstrom-Kennlinienumschaltung, f",constant voltage to constant current crossover,transición de tensión constante a corriente constante,vakiojännitteestä vakiovirtaan siirtyminen,"transition tension constante à courant constant, f",transizione da tensione costante a corrente costante,定電圧定電流切換り,정전류 교차에 대한 정전압,przejście ze stabilizacji napięcia na stabilizację prądu,transição de tensão constante para corrente constante,переход от стабильного напряжения к стабильному току,"прелаз са константног напона на константну струју, м јд",konstant spänning/konstant ström-övergång,恒压到恒流的转换
551-19-09,crossover area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-09,مساحة تجاوز,"Kennlinien-Umschaltbereich, m",crossover area,área de transición,siirtymisalue,"aire de transition, f",area di transizione,制御切換わり領域,교차 영역,strefa przejścia,área de transição,область перехода,"прелазна област, ж јд",övergångsområde,交叉区
551-19-10,crossover point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-10,نقطة تجاوز,"Kennlinien-Umschaltpunkt, m",crossover point,punto de cruce,siirtymispiste,"point de croisement, m",punto di transizione,制御切換わり点,교차점,punkt przejścia,ponto de transição,точка перехода,"прелазна тачка, ж јд",övergångspunkt,交叉点
551-19-11,parallel operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-11,تشغيل على التوازي,"Parallelbetrieb, m",parallel operation,funcionamiento en paralelo,rinnankäynti,"fonctionnement en parallèle, m",funzionamento in parallelo,安定化電源の並列運転並列運転,병렬 연산,praca równoległa (zasilaczy stabilizowanych),funcionamento em paralelo (de fontes de alimentação estabilizadas),параллельная работа стабилизированных источников питания,"паралелни рад, м јд",parallelldrift,并联运行
551-19-12,slave operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-19-12,تشغيل تابع,"abhängiger Betrieb, mMaster-Slave-Betrieb, m",slave operation,funcionamiento en esclavo,seuranta,"fonctionnement en esclave, m",funzionamento asservito,スレーブ運転,종속 운전,praca podporządkowana,funcionamento em dependênciafuncionamento em escravo,ведомая работа,"зависни рад, м јд",följarfunktion,从属运行
551-20-01,fundamental component (of a Fourier series),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-01,مركبة اساسية,"Grundschwingung (einer Fourier-Reihe), f",fundamental component (of a Fourier series)fundamental,componente fundamental (de una serie de Fourier)fundamental,…..,"composante fondamentale (d'une série de Fourier), ffondamental, m",componente fondamentale (di una serie di Fourier)fondamentale,"基本波, <フーリエ級数の>基本波成分, <フーリエ級数の>","기본 성분, <푸리에 급수>",składowa podstawowa (szeregu Fouriera),componente fundamental (de uma série de Fourier)fundamental,,"основна компонента, <Фуријеовог реда> ж јдосновни, придев",grundton,"基波分量, <傅立叶级数的>基波"
551-20-02,reference fundamental component,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-02,مركبة اساسية مرجعية,"Referenz-Grundschwingung, f",reference fundamental component,componente fundamental de referencia,…..,"composante fondamentale de référence, f",componente fondamentale di riferimento,基準基本波成分,기준 기본 성분,składowa podstawowa odniesieniaskładowa odniesienia,componente fundamental de referência,,"референтна основна компонента, ж јд",referenston,基准基波分量
551-20-03,fundamental frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-03,تردد اساسي,"Grundfrequenz, f",fundamental frequency,frecuencia fundamental,…..,"fréquence fondamentale, f",frequenza fondamentale,基本波周波数,기본 주파수,częstotliwość podstawowa,frequência fundamental,,"основна фреквенција, ж јд",grundfrekvens,基波频率
551-20-04,reference fundamental frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-04,تردد اساسي مرجعي,"Referenz-Grundfrequenz, f",reference fundamental frequency,frecuencia fundamental de referencia,…..,"fréquence fondamentale de référence, f",frequenza fondamentale di riferimento,基準基本波周波数,기준 기본 주파수,częstotliwość odniesienia,frequência fundamental de referência,,"референтна основна фреквенција, ж јд",referensfrekvens,基准基波频率
551-20-05,harmonic frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-05,تردد توافقى,"Oberschwingungsfrequenz, f",harmonic frequency,frecuencia armónica,…..,"fréquence harmonique, f",frequenza armonica,高調波周波数,고조파 주파수,częstotliwość harmoniczna,frequência harmónica,,"фреквенција хармоника, ж јд",harmonisk frekvens,谐波频率
551-20-06,interharmonic frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-06,تردد توافقى متبادل,"zwischenharmonische Frequenz, f",interharmonic frequency,frecuencia interarmónica,…..,"fréquence interharmonique, f",frequenza interarmonica,次数間高調波周波数,고조파 간 주파수,częstotliwość interharmoniczna,frequência inter-harmónica,,"фреквенција међухармоника, ж јд",mellantonsfrekvens,间谐波频率
551-20-07,harmonic component,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=551-20-07,مركبة توافقية,"Oberschwingung, f",harmonic component,componente armónica,…..,"composante harmonique, f",componente armonica,高調波成分,고조파성분,składowa harmonicznaharmoniczna,componente harmónica,,"компонента хармоника, ж јд",harmonisk överton,谐波分量
