term_id,term,term_url,ar,cs,de,en,fi,fr,ja,pl,pt,sr,zh
171-07-11,shannon,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-11,شانونوحدة قياس المعلومات لحدثين مترابطين,shannon,"Shannon, n",shannon,shannon,"shannon, m",シャノン,"shannon, <jednostka informacji> m",shannon,"шенон, м јд",香农
171-07-12,hartley,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-12,هارتلىوحدة قياس المعلومات لـ 10 احداث مترابطة,hartley,"Hartley, n",hartley,hartley,"hartley, m",ハートレー,"hartley, <jednostka miary informacji> m",hartley,"харт, м јдхартли, м јд",哈特雷
171-07-13,"natural unit, <in information theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-13,"وحدة طبيعية, <في نظرية المعلومات>","přirozená jednotka, <v teorii informace>","natürliche Informationseinheit, <in der Informationstheorie> f","natural unit, <in information theory>","luonnollinen informaation yksikkö, <informaatioteoriassa>","unité naturelle, <en théorie de l’information> f","ナット, <情報理論>","jednostka naturalna, <w teorii informacji> f","unidade natural, <em teoria da informação>","natприродна јединица, <у теорији информација> ж јд","纳特, <信息论中>"
171-07-14,information content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-14,محتوى المعلومات,množství informaceinformační obsah,"Informationsgehalt, m",information content,informaatiomäärä,"quantité d’information, f",情報量,"zawartość informacji, f",quantidade de informação,"количина информација, ж јд",信息内容
171-07-15,"entropy, <in information theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-15,"الانتروبيا, <في نظرية المعلومات>القيمة المتوسطة للمعلوماتمتوسط محتوى المعلومات","entropie, <v teorii informace>průměrné množství informaceNEVHODNÝ TERMÍN: negentropie","Entropie, <in der Informationstheorie> f","entropy, <in information theory>average information contentDEPRECATED: negentropy","entropia, <informaatioteoriassa>keskimääräinen informaatiomäärä","entropie, <en théorie de l’information> fDÉCONSEILLÉ: néguentropie, f","エントロピー, <情報理論>","entropia , <w teorii informacji> fśrednia zawartość informacji, f","entropia, <em teoria da informação>","ентропија, <у теорији информација> ж јдсредња количина информација, ж јдНАПУШТЕН: негентропија, ж јд","熵, <信息论中>"
171-07-16,maximum entropy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-16,اقصى انتروبيا,maximální entropie,"maximale Entropie, f",maximum entropy,maksimientropia,"entropie maximale, f",最大エントロピー,"maksymalna entropia, f",entropia máxima,"максимална ентропија, ж јд",最大熵
171-07-17,relative entropy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-17,انتروبيا نسبية,poměrná entropie,"relative Entropie, f",relative entropy,suhteellinen entropia,"entropie relative, f",相対エントロピー,"entropia względna, f",entropia relativa,"релативна ентропија, ж јд",相对熵
171-07-18,"redundancy, <in information theory>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-18,"الزيادة, <في نظرية المعلومات>","nadbytečnost, <v teorii informace>redundance","Redundanz, <in der Informationstheorie> f","redundancy, <in information theory>","redundanssi, <informaatioteoriassa>","redondance, <en théorie de l'information> f","冗長量, <情報理論>","redundancja, <w teorii informacji> f","redundância, <em teoria da informação>","редундантност, <у теорији информација> ж јд","冗余, <信息论中>"
171-07-19,relative redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-19,الزيادة النسبية,poměrná nadbytečnostpoměrná redundance,"relative Redundanz, f",relative redundancy,suhteellinen redundanssi,"redondance relative, f",冗長度,"redundancja względna, f",redundância relativa,"релативна редундантност, ж јд",相对冗余
171-07-20,joint information content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-20,محتوى المعلومات المشتركة,množství simultánní informace,"verbundener Informationsgehalt, m",joint information content,yhteisinformaatiomäärä,"quantité d’information conjointe, f",結合情報量,"wspólna treść informacji, f",quantidade de informação conjunta,"заједничка количина информација, ж јд",联合信息内容
171-07-21,conditional information content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-21,محتوى المعلومات المشروطة,množství podmíněné informace,"bedingter Informationsgehalt, m",conditional information content,ehdollinen informaatiomäärä,"quantité d'information conditionnelle, f",条件付き情報量,"warunkowa treść informacji, f",quantidade de informação condicional,"условна количина информација, ж јд",条件信息内容
171-07-22,joint entropy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-22,الانتروبيا المشتركةالقيمة المتوسطة المشتركة لمحتوى المعلومات,simultánní entropie,"verbundene Entropie, f",joint entropy,yhteisentropia,"entropie conjointe, f",結合エントロピー,"entropia łączna, f",entropia conjunta,"заједничка ентропија, ж јд",联合熵
171-07-23,conditional entropy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-23,الانتروبيا المشروطةالقيمة المتوسطة المشروطة لمحتوى المعلومات,podmíněná entropiestřední množství podmíněné informaceprůměrné množství podmíněné informace,"bedingte Entropie, f",conditional entropymean conditional information contentaverage conditional information content,ehdollinen entropiakeskimääräinen ehdollinen informaatiomäärä,"entropie conditionnelle, fDÉCONSEILLÉ: néguentropie conditionnelle, f",条件付きエントロピー,"entropia warunkowa, fśrednia względna zawartość informacji, f",entropia condicional,"условна ентропија, ж јдсредња условна количина информација, ж јд",条件熵
171-07-24,equivocation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-24,معدل الغموض,ekvivokacenejednoznačnost,"Äquivokation, fRückschlussentropie, f",equivocation,ekvivokaatio,"équivoque, f",曖昧度曖昧量,"ekwiwokacja, fdwuznaczność, f",equívocoambiguidade,"еквивокација, ж јд",含糊
171-07-25,irrelevance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-25,لاعلاقةعدم الإرتباطاللاعلاقية,irelevancebezvýznamnost,"Streuentropie, fIrrelevanz, f",irrelevanceprevaricationspread,vääristymähajauma,"altération, fmesure de l'incertitude, fdispersion, f",散布度散布量,"niestosowność, frozrzut, m",irrelevância,"ирелевантност, ж јдпревладавање, с јддисперзија, ж јд",不相关
171-07-26,transinformation content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-26,محتوى المعلومات المتبادلةمعلومات متبادلةمعلومات منقولة,množství vzájemné informacemnožství transinformacepřenesená informacevzájemná informace,"Transinformationsgehalt, mwechselseitiger Informationsgehalt, m",transinformation contenttransferred informationtransmitted informationmutual information,keskinäisinformaatiomääräsiirretty informaatio,"transinformation, fquantité d'information mutuelle, finformation mutuelle, f",伝達情報量,"zawartość transinformacji, fzawartość informacji wzajemnej, finformacja przesłana, finformacja wzajemna, f",transinformaçãoquantidade de informação mutual,"количина трансинформација, ж јдпренете информације, ж мнзаједничке информације, ж мн",交互信息
171-07-27,mean transinformation content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-27,متوسط المعلومات المتبادلة,střední množství vzájemné informacestřední množství transinformaceprůměrné množství vzájemné informaceprůměrné množství transinformace,"mittlerer Transinformationsgehalt, mSynentropie, fmittlerer wechselseitiger Informationsgehalt, m",mean transinformation contentaverage transinformation content,keskimääräinen keskinäisinformaatiomäärä,"transinformation moyenne, fquantité d'information mutuelle moyenne, finformation mutuelle moyenne, f",平均伝達情報量,"średnia wartość zawartości informacji wzajemnej, f",transinformação médiaquantidade de informação mutual média,"средња количина трансинформација, ж јд",平均交互内容
171-07-28,character mean entropy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-28,متوسط محتوى المعلومات للحرف,střední entropie na znakstřední množství informace na znakprůměrná informace na znakrychlost množství informace na znak,"mittlerer Informationsbelag, mZeichenentropie, f",character mean entropycharacter mean information contentcharacter average informationcontent character information rate,keskimääräinen entropia merkkiä kohtimerkin keskimääräinen informaatiomäärä,"entropie moyenne par caractère, f",文字平均エントロピー,"średnia zawartość informacji w znakach, f",entropia média por carácter,"средња ентропија карактера, ж јдсредња количина информација карактера, ж јдсредња информација карактера, ж јдбрзина информација садржаја карактера, ж јд",字符平均熵
171-07-29,average information rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-29,متوسط معدل المعلومات,průměrná rychlost informace,"mittlerer Informationsfluss, m",average information rate,keskimääräinen informaationopeus,"débit moyen d'entropie, m",エントロピー平均情報量,"średni wskaźnik informacji, m",débito médio de informaçãodébito médio de entropia,"средња брзина информација, ж јд",平均信息率
171-07-30,character mean transinformation content,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-30,متوسط محتوى المعلومات المتبادلة للحرف,střední množství vzájemné informace na znakstřední množství transinformace na znak,"zeichenbezogener mittlerer Transinformationsgehalt, mmittlerer Transinformationsbelag, m",character mean transinformation content,keskimääräinen keskinäisinformaatiomäärä merkkiä kohti,"transinformation moyenne par caractère, f",文字平均伝達情報量,"średnia zawartość przesyłanej informacji w znakach, f",quantidade de transinformação média por carácter,"средња количина трансинформација карактера, ж јд",字符平均传送信息内容
171-07-31,average transinformation rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-31,متوسط معدل تبادل المعلومات,průměrná rychlost vzájemné informaceprůměrná rychlost transinformace,"mittlerer Transinformationsfluss, m",average transinformation rate,keskimääräinen keskinäisinformaationopeus,"débit moyen de transinformation, m",平均伝達情報速度,"średni poziom informacji wzajemnej, mśredni poziom transinformacji, m",débito médio de transinformação,"средња брзина трансинформација, ж јд",平均交互信息率
171-07-32,channel capacity per character,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-32,سعة القناة لكل حرف,kapacita kanálu na znakpropustnost kanálu na znak,"zeichenbezogene Kanalkapazität, f",channel capacity per character,kanavan kapasiteetti merkkiä kohti,"capacité de canal par caractère, f",文字毎の通信路容量,"zdolność przepustowa kanału w odniesieniu do znaków, f",capacidade de canal por carácter,"капацитет канала по карактеру, м јд",每字符信道能力
171-07-33,channel time capacity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-07-33,السعة الزمنية للقناةسعة القناة,časová kapacita kanálučasová propustnost kanálukapacita kanálupropustnost kanálu,"zeitbezogene Kanalkapazität, f",channel time capacitychannel capacity,kanavan kapasiteetti,"capacité temporelle de canal, fcapacité de canal, f",通信路時間容量,"zdolność przepustowa kanału w odniesieniu do czasu, fprzepustowość kanału, f",capacidade temporal de canal,"временски капацитет канала, м јдкапацитет канала, м јд",信道时间能力信道能力
171-08-01,computer security,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-01,أمن الحاسب الآلى,počítačová bezpečnost,"Computerschutz, m",computer security,tietoturvatietoturvallisuus,"sécurité informatique, fsécurité des systèmes d’information, fSSI, f",コンピュータのセキュリティ,"ochrona komputera, fzabezpieczenie komputera, n",segurança informática,"рачунарска безбедност, ж јд","计算机安全, <相关条目:171-08-02>"
171-08-02,computer safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-02,أمان الحاسب الآلى,počítačové zabezpečení,"Computersicherheit, f",computer safety,tietokoneen turvallisuus,"sûreté informatique, f",コンピュータのセイフティ,"bezpieczeństwo komputerowe, <dotyczące konsekwencji błędu w przetwarzaniu informacji> n",segurança informática,"рачунарска сигурност, ж јд","计算机安全, <相关条目:171-08-01>"
171-08-03,cyberspace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-03,الفضاء السيبرانىالفضاء المتخيل,kyberprostor,"Cyberraum, mCyberwelt, f",cyberspace,kyberavaruus,"cyberespace, m",サイバースペース,"cyberprzestrzeń, <całość wzajemnie połączonych systemów przetwarzania informacji> f",ciberespaço,"сајбер простор, м јд",网络空间
171-08-04,cyberspace security,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-04,أمن الفضاء السيبرانىأمن الفضاء المتخيل,bezpečnost kyberprostoru,"Schutz im Cyberraum, m",cyberspace security,kyberturvallisuus,"sécurité du cyberespace, f",サイバースペースセキュリティ,"brak nieakceptowalnego ryzyka w cyberprzestrzeni, m",segurança do ciberespaço,"безбедност сајбер простора, ж јд",网络空间安全
171-08-05,"integrity, <of data>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-05,"تكامل, <للبيانات>","integrita, <dat>","Integrität, <von Daten> f","integrity, <of data>","eheys, <tietojen>","intégrité, <de données> f","完全性, <データ>インテグリティー整合性","nienaruszalność, <danych> f","integridade, <de dados>","интегритет, <података> м јд","完整性, <数据的>"
171-08-06,confidentiality,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-06,سرية البيانات,důvěrnost,"Vertraulichkeit, <von Daten> f",confidentiality,luottamuksellisuus,"confidentialité, f",機密性,"poufność, f",confidencialidade,"поверљивост, ж јд",机密性
171-08-07,authenticity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-07,موثوقية البيانات,autenticita,"Verlässlichkeit, <von Daten> fAuthentizität, <von Daten> f",authenticity,aitous,"authenticité, f",正当性,"autentyczność, f",autenticação,"аутентичност, ж јд",真实性
171-08-08,cryptography,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-08,علم الشفرة,kryptografie,"Kryptographie, f",cryptography,kryptografia,"cryptographie, f",暗号,"kryptografia, f",criptografia,"криптографија, ж јд",密码学
171-08-09,encryption,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-09,التشفير,šifrování,"Verschlüsselung, f",encryptionencipherment,salaus,"chiffrement, mDÉCONSEILLÉ: cryptage, m",暗号化,"kodowanie, fszyfrowanie, nenkryocja, f",encriptação,"енкрипција, ж јд",加密
171-08-10,decryption,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-10,حل الشفرةفك الشفرة,dešifrování,"Entschlüsselung, f",decryptiondecipherment,salauksen purkusalauksen purkaminen,"déchiffrement, mDÉCONSEILLÉ: décryptage, m",解読,"deszyfracja, frozszyfrowanie, ndekrypcja, f",decifração,"декрипција, ж јд",解密
171-08-11,digital signature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-11,توقيع الكترونى,digitální podpis,"digitale Unterschrift, fdigitale Signatur, f",digital signature,sähköinen allekirjoitusdigitaalinen allekirjoitus,"signature numérique, f",電子署名,"podpis elektroniczny, m",assinatura digitalassinatura numérica,"дигитални потпис, м јд",数字签名数字签字
171-08-12,attack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-12,هجوم,útok,"Angriff, m",attack,hyökkäys,"attaque, f",攻撃,"atak, m",ataque,"напад, м јд",攻击
171-08-13,threat,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-13,تهديد,hrozba,"Bedrohung, f",threat,uhka,"menace, f",脅威,"zagrożenie, n",ameaça,"претња, ж јд",威胁
171-08-14,malware,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-08-14,برمجيات خبيثةبرمجيات ضارة,malwareškodlivý software,"Schadsoftware, f",malwaremalicious software,haittaohjelma,"logiciel malveillant, m",マルウェア,"złośliwe oprogramowanie, n",malwaresoftware malicioso,"малвер, м јдмалициозни софтвер, м јд",恶意软件
171-09-01,office automation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-01,التشغيل الآلى للناشر المكتبى,automatizace kancelářeOA,"Büroautomatisierung, f",office automationOA,toimistoautomaatio,"bureautique, f",オフィスオートメーションOA,"automatyzacja prac biurowych, f",automação de escritório,"канцеларијска аутоматизација, ж јд",办公自动化OA
171-09-02,text processing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-02,معالجة النص,zpracování textu,"Textverarbeitung, f",text processingword processing,tekstinkäsittely,"traitement de texte, m",テキスト処理,"przetwarzanie tekstu, n",tratamento de textoprocessamento de texto,"обрада текста, ж јд",文本处理
171-09-03,electronic publishing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-03,نشر إلكترونى,elektronické publikovánípočítačem podporované publikování,"elektronisches Publizieren, n",electronic publishingcomputer-aided publishingcomputer-assisted publishing,sähköinen julkaisutoimintatietokoneavusteinen julkaisutoiminta,"publication assistée par ordinateur, fPAO, f",電子出版,"publikowanie elektroniczne, n",edição eletrónica,"електронско издаваштво, с јдрачунарски потпомогнуто издаваштво, с јд",电子出版
171-09-04,spreadsheet program,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-04,برنامج جداول البيانات,program tabulkového procesoru,"Tabellenkalkulationsprogramm, n",spreadsheet programspreadsheet programme,taulukkolaskentaohjelma,"tableur, m",表計算プログラムスプレッドシートプログラム,"program do sporządzania arkuszy kalkulacyjnych, m",programa de folhas de cálculos,"програм за прорачунске табеле, м јд",电子表格程序
171-09-05,"multimedia, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-05,"وسائط متعددة, صفة",multimediální,"multimedial, Adjektiv","multimedia, adj",multimedia-,"multimédia, adj",マルチメディア,"multimedia, n pl","multimedia, adj","мултимедијални, придев",多媒体的
171-09-06,hyperlink,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-06,رابط متصل,hyperlink,"Hyperlink, m",hyperlink,hyperlinkki,"hyperlien, m",ハイパーリンク,"hiperłącze, nhiperlink, mlink, m",hiperligação,"хиперлинк, м јд",超链接
171-09-07,hypertext,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-07,نص مرمز,hypertext,"Hypertext, m",hypertext,hyperteksti,"hypertexte, m",ハイパーテキスト,"hipertekst, <sposób prezentacji informacji poprzez kolejne połączone ze sobą hiperlinkiem dokumenty> m",hipertexto,"хипертекст, м јд",超文本
171-09-08,"hypermedia, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-08,"بيانات الوسائط المتصلة, صفة",hypermediální,"hypermedial, Adjektiv","hypermedia, adj",hypermedia-,"hypermédia, adj",ハイパーメディア,"hipermedia, <połączenie technik hipertekstu i multimediów> n pl","hipermédia, adj","хипермедијални, придев",超媒体的
171-09-09,computer graphics,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-09,رسوم تخطيطية بالحاسب الالىرسوم جرافيك,počítačová grafika,"Computergraphik, f",computer graphics,tietokonegrafiikka,"infographie, f",コンピュータグラフィクス,"grafika komputerowa, f",grafismo computorizadoinfografia,"рачунараска графика, ж јд",计算机图形学
171-09-10,embedded system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-10,نظام مطمور,vestavěný systém,"eingebettetes System, n",embedded system,sulautettu järjestelmä,"système embarqué, m",埋込みシステム,"system wbudowany, m",sistema integrado,"уграђени систем, м јд",嵌入式系统
171-09-11,social network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-11,شبكة التواصل الاجتماعى,sociální síť,"soziales Netzwerk, n",social network,sosiaalinen verkosto,"réseau social, m",ソーシャルネットワーク,"sieć społecznościowa, f",rede social,"социјална мрежа, ж јд",社交网络
171-09-12,cloud computing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-12,حوسبة سحابية,cloud computing,"Cloud-Computing, n",cloud computing,pilvipalvelu,"informatique en nuage, f",クラウドコンピューティング,"chmura obliczeniowa, fprzetwarzanie w chmurze obliczeniowej, n",computação em nuvem,"рачунарство у облаку, с јдклауд рачунарство, с јд",云计算
171-09-13,virtual reality,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-13,واقع افتراضى,virtuální realita,"virtuelle Realität, f",virtual reality,virtuaalitodellisuus,"réalité virtuelle, fréalité de synthèse, f",バーチャルリアリティ,"wirtualna rzeczywistość, f",realidade virtual,"виртуална реалност, ж јд",虚拟现实
171-09-14,digital cinema,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-14,سينما رقمية,digitální kino,"digitales Kino, n",digital cinema,digitaalinen elokuvateatteri,"cinéma numérique, m",デジタル映画デジタルシネマ,"kino cyfrowe, n",cinema digitalcinema numérico,"дигитални биоскоп, м јд",数字电影
171-09-15,e-learning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-15,تعليم إلكترونىالتعليم المباشرعبر الشبكة العنكبوتية,e-learningonline výuka,"elektronisches Lernen, nE-Lernen, n",e-learningonline learning,verkko-opiskelu,"formation en ligne, fapprentissage en ligne, m",eラーニング,"e-learning, medukacja w czasie rzeczywistym, <z wykorzystaniem sieci i systemów przetwarzania informacji> n",e-learning,"e-учење, с јдонлајн-учење, с јд",远程学习
171-09-16,"artificial intelligence, <discipline>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-16,"الذكاء الإصطناعى, < منهج>","umělá inteligence, <vědní obor>AI, <vědní obor>","künstliche Intelligenz, <Fachgebiet> f","artificial intelligence, <discipline>AI, <discipline>","tekoäly, <tieteenala>","intelligence artificielle, <discipline> fIA, <discipline> f","人工知能, <分野>","sztuczna inteligencja, <dziedzina informatyki> f","inteligência artifical, <disciplina>","вештачка интелигенција, <дисциплина> <сродни термин: IEV 171-09-17> ж јд","人工智能, <学科方面><相关条目:171-09-17>AI, <学科方面><相关条目:171-09-17>"
171-09-17,"artificial intelligence, <capability>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-17,"الذكاء الإصطناعى, < إمكانية>","umělá inteligence, <schopnost>AI, <schopnost>","künstliche Intelligenz, <Fähigkeit> f","artificial intelligence, <capability>AI, <capability>","tekoäly, <kyky>","intelligence artificielle, <capacité> fIA, <capacité> f","人工知能, <能力>","sztuczna inteligencja, <zdolność systemu technicznego do wykonywania funkcji kojarzonych z inteligencją człowieka>  f","inteligência artifical, <capacidade>","вештачка интелигенција, <способност> <сродни термин: IEV 171-09-16> ж јд","人工智能, <能力方面><相关条目:171-09-16>AI, <能力方面><相关条目:171-09-16>"
171-09-18,expert system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-18,نظام خبير,expertní systémES,"Expertensystem, n",expert systemES,asiantuntijajärjestelmä,"système expert, mSE, m",エキスパートシステム,"system ekspertowy, m",sistema pericial,"експертски систем, м јд",专家系统ES
171-09-19,optical character recognition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-19,التعرف الضوئى على الاحرف,optické rozpoznávání znakůOCR,"optische Zeichenerkennung, f",optical character recognitionOCR,optinen merkintunnistus,"reconnaissance optique de caractères, f",光学的文字認識OCR,"optyczne rozpoznawanie znaków, n",reconhecimento óptico de carácteresOCR,"оптичко препознавање карактера, с јд",光字符识别OCR
171-09-20,pattern recognition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-20,التعرف على الأنماط,rozpoznávání vzorů,"Mustererkennung, f",pattern recognition,hahmontunnistus,"reconnaissance de formes, f",パターン認識,"rozpoznawanie wzorców, nrozpoznawanie obrazów, n",reconhecimento de padrões,"препознавање шема, с јд",模式识别
171-09-21,database,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-21,قاعدة بيانات,databáze,"Datenbank, fDatenbasis, f",database,tietokanta,"base de données, f",データベース,"baza danych, f",base de dados,"база података, ж јд",数据库
171-09-22,database management system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-22,نظام إدارة قواعد البيانات,systém řízení databázeDBMS,"Datenbankverwaltungssystem, n",database management systemDBMS,tietokannan hallintajärjestelmä,"système de gestion de base de données, mSGBD, m",データベースマネジメントシステム,"system zarządzania bazą danych, m",sistema de gestão de base de dados,"систем за управљање базама података, м јд",数据库管理系统DBMS
171-09-23,distributed data processing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-23,معالجة البيانات المتناثرة,distribuované zpracování datDDP,"verteilte Datenverarbeitung, f",distributed data processingDDP,hajautettu tietojenkäsittely,"informatique répartie, f",分散データ処理,"rozproszone przetwarzanie danych, n",tratamento de dados distribuídoprocessamento de dados distribuído,"дистрибуирана обрада података, ж јд",分布式数据处理DDP
171-09-24,"computer-aided, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-24,"بمساعدة الحاسب الآلى, صفة",podporovaný počítačem,"computergestützt, Adjektivrechnergestützt, Adjektiv","computer-aided, adj",tietokoneavusteinen,"assisté par ordinateur, adj",コンピュータ支援,"wspomagane komputerowo, adj","assistido por computador, adj","рачунарски потпомогнут, придев",计算机辅助的
171-09-25,robot,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-25,انسان آلي,robot,"Roboter, m",robot,robotti,"robot, m",ロボット,"robot, m",robô,"робот, м јд",机器人
171-09-26,robotics,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=171-09-26,علم الانسان الآلي,robotika,"Robotertechnik, f",robotics,robotiikka,"robotique, f",ロボット工学,"robotyka, f",robótica,"роботика, ж јд",机器人技术
