term_id,term,term_url,ar,cs,de,en,es,fr,ja,ko,pl,pt,zh
192-09-15,censoring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-15,المراقبة,cenzurování,"Zensierung, f",censoring,truncamientocensura,"censure, f",中途打切り,중도삭제,"cenzurowanie, n",censura,删失
192-09-16,test cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-16,دورة الاختبار,zkušební cyklus,"Prüfzyklus, m",test cycle,ciclo de ensayociclo de prueba,"cycle d’essai, m",試験サイクル,시험 주기,"cykl badania, m",ciclo de ensaio,试验循环
192-09-17,life test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-17,اختبار االعمراختبار المتانة,zkouška životnostizkouška trvanlivosti,"Lebensdauerprüfung, f",life testdurability test,ensayo de vidaprueba de vida,"essai de durée de vie, messai de durabilité, m",寿命試験耐久性試験,수명 시험,"badanie trwałości, nbadanie czasu życia, n",ensaio de duração de vida,寿命试验耐久性试验
192-09-18,simulation test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-18,اختبار المحاكاة,simulační zkouška,"Simulationsprüfung, f",simulation test,ensayo de simulaciónprueba de simulación,"essai de simulation, m",シミュレーション試験,모의 시험,"badanie symulacyjne, n",ensaio de simulação,模拟试验
192-09-19,reliability stress screening,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-19,فحص إجهاد العولفحص إجهاد الدقة,třídění namáháním pro zlepšení bezporuchovostiRSS,"Reliability-Stress-Screening, nRSSZuverlässigkeitsvorbehandlung durch Beanspruchung, f",reliability stress screeningRSS,cribado de fiabilidad mediante esfuerzos,"déverminage sous contraintes, m",信頼性ストレススクリーニングRSS,신뢰도 가혹 선별RSS,"selekcja narażeniowa ze względu na nieuszkadzalność, fRSS",triagem da fiabilidade de desgaste,可靠性应力筛选RSS
192-09-20,"testability, <of an item>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-20,"قابلية الاختبار, <لأى بند>",testovatelnost,"Prüfbarkeit, f","testability, <of an item>","facilidad de ensayo, <de un elemento>facilidad de prueba, <de un elemento>","testabilité, <d’une entité> f","試験容易性, <アイテムの>","시험 가능성, <품목>","testowalność, <obiektu> fpodatność na badanie, <obiektu> f","ensaiabilidade, <de um item>","测试性, <产品的>"
192-09-21,diagnostic test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-21,اختبار تشخيصىاختبار تحليلى,diagnostická zkouška,"diagnostische Prüfung, f",diagnostic test,ensayo de diagnósticoprueba de diagnóstico,"test de diagnostic, m",診断テスト,진단 시험,"badanie diagnostyczne, ntest diagnostyczny, m",ensaio de diagnóstico,诊断测试
192-09-22,"static analysis, <of software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-22,"تحليل إستاتيكى, <للبرماجيات>تحليل شفرة البرنامج","statická analýza, <softwaru>","statische Analyse, <von Software> f","static analysis, <of software>","análisis estático, <del software>","analyse statique, <de logiciel> f","静的解析, <ソフトウェアの>",정적 분석,"analiza statyczna, <oprogramowania> fanaliza kodu, <oprogramowania> f","análise estática, <de software>","静态分析, <软件的>"
192-09-23,software unit test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-23,تحليل وحدة البرنامج,test softwarové jednotky,"Softwareeinheit-Test, m",software unit test,prueba unitaria del software,"essai d’unité logicielle, m",ソフトウェアユニットテスト,소프트웨어 단위 시험,"testowanie modułu oprogramowania, n",unidade de ensaio de software,软件单元测试
192-09-24,software integration test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-24,اختبار تكامل البرنامج,test integrace softwaru,"Softwareintegrationstest, m",software integration test,prueba de integración del software,"test d’intégration logicielle, m",ソフトウェア統合テスト,소프트웨어 통합 시험,"analiza spójności, <programu z jego modułami> ftestowanie integracyjne, <oprogramowania> n",ensaio de integração de software,软件集成测试
192-09-25,system test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-25,اختبار النظام,zkouška systému,"Systemtest, mSystemprüfung, f",system test,prueba de sistema,"essai du système, m",システムテスト,시스템 시험,"badanie funkcjonalności systemu, ntestowanie funkcjonalności systemu, n",ensaio do sistema,系统测试
192-09-26,software trial,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-26,التشغيل التجريبى للبرنامج,zkoušení softwaru,"Softwaretrial, m",software trial,prueba del software,"essai logiciel, m",ソフトウェア試行,소프트웨어 시도,"test oprogramowania, m",ensaio do software,软件试用
192-09-27,software alpha test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-27,التشغيل التجريبى للبرنامج بواسطة المتخصصين,test alfa verze softwaru,"Software-Alphatest, mhausinterner Softwaretrial, m",software alpha testin-house software trial,prueba de versión alfa del software,"essai logiciel alpha,  messai interne de logiciel,  m",ソフトウェアαテストソフトウェア企業内試行,소프트웨어 알파 시험,"test alfa, <oprogramowania> m",ensaio do software alfaensaio interno do software,软件α测试内部软件试用
192-09-28,software beta test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-09-28,التشغيل التجريبى للبرنامج بواسطة المستخدمينالتشغيل التجريبى الميدانى للبرنامج,test beta verze softwaru,"Software-Betatest, mSoftware-Feldversuch, m",software beta testsoftware field trial,prueba de versión beta del software,"essai logiciel bêta,  messai pratique de logiciel,  m",ソフトウェアβテストソフトウェアフィールド試行,소프트웨어 베타 시험,"test beta, <oprogramowania> m",ensaio do software betaensaio  prático do software,软件β测试软件现场试用
192-10-01,single-point failure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-01,فشل أحدى نقاط النظام,lokální porucha,"Ausfall an einer Stelle, meinzelner Ausfallpunkt, m",single-point failure,fallo por suceso único,"panne localisée, f",単独故障単一点故障,단독 고장,"uszkodzenie jednopunktowe, n",falha localizada,单点失效
192-10-02,"redundancy, <in a system>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-02,"وفرة, <بالنطام>توفيرأكثر من وسيلة لأداء وظيفة بالنظام","zálohování, <v systému>redundance, <v systému>","Redundanz, <in einem System> f","redundancy, <in a system>","redundancia, <de un sistema>","redondance, <dans un système> f","冗長, <システムに関する>","중복성, <계통>","redundancja, <w systemie> fnadmiarowość, <w systemie> f","redundância, <num sistema>","冗余, <系统中的>"
192-10-03,active redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-03,وفرة فعالةدورة العمل,aktivní zálohováníaktivní redundance,"funktionsbeteiligte Redundanz, faktive Redundanz, f",active redundancy,redundancia activa,"redondance active, f",常用冗長,유효 중복성,"redundancja aktywna, fredundancja czynna, f",redundância ativa,工作冗余
192-10-04,standby redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-04,وفرة احتياطية,pohotovostní zálohovánípohotovostní redundance,"nicht funktionsbeteiligte Redundanz, fpassive Redundanz, f",standby redundancy,redundancia pasiva,"redondance passive, fredondance en attente, f",待機冗長,대기 중복성,"redundancja pasywna, fredundancja bierna, f",redundância passivaredundância de reserva,备用冗余
192-10-05,"derating, <for reliability enhancement>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-05,انخفاض المقننات,"odlehčení, <pro zlepšení bezporuchovosti>naddimenzování, <pro zlepšení bezporuchovosti>","Überdimensionierung, <von Bauteilen> fDerating, <zur Zuverlässigkeitsverbesserung> n","derating, <for reliability enhancement>","reducción de esfuerzo, <para mejora de la fiabilidad>","allègement de régime,  <pour améliorer la fiabilité> mdétarage,  mfonctionnement en charge partielle,  m","ディレーティング, <信頼性改善の>","정격 감소, <신뢰도 개선>정격 출력 감소, <신뢰도 개선>","odciążanie, <dla poprawy nieuszkadzalności> n","redução de carga, <para melhorar a fiabilidade>funcionamento em carga parcial, <para melhorar a fiabilidade>","降额, <为了增强可靠性的>"
192-10-06,"fail-safe, <property of a system> adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-06,"انهيار أمن, <خواص النظام>","bezpečný při poruše, <vlastnost systému>","sicher bei Ausfall, Adjektivfail-safe, Adjektiv","fail-safe, <property of a system> adj","seguro frente al fallo, <propiedad de un sistema>autoprotegido, <propiedad de un sistema>","de sécurité intrinsèque, <propriété d’un système> adj",フェールセーフ,"고장 안전, <계통 속성> 형용사","bezpieczny w razie uszkodzenia, <właściwość systemu> adjuszkadzający się bezpiecznie, <właściwość systemu> prp adj","de uso seguro, <propriedade dum sistema>","失效安全的, <系统属性>"
192-10-07,"fail-soft, <property of a system> adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-07,"انهيار سلس, <خواص النظام>","částečně odolný proti poruchám, <vlastnost systému>","weich ausfallend, Adjektivfail-soft, Adjektiv","fail-soft, <property of a system> adj","de seguridad extrínseca, <propiedad de un sistema>","de sécurité extrinsèque, <propriété d’un système> adj",フェールソフト,"고장 약화, <계통 속성> 형용사","uszkadzający się łagodnie, <właściwość systemu> prp adjuszkadzający się ""miękko"", <właściwość systemu> prp adj","de segurança extrinseca, <propriedade dum sistema>","失效弱化的, <系统属性>"
192-10-08,fault avoidance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-08,تجنب العطل,předcházení poruchovým stavům,"Fehlervermeidung, f",fault avoidance,Prevención de averías,"évitement des pannes, m",フォールト排除フォールトアボイダンス,고장 회피결함 회피,"technika unikania uszkodzeń, ftechnika unikania niezdatności, f",prevenção de avarias,故障避免
192-10-09,"fault tolerance, <of a system>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-09,استمرار العمل فى وجود عطلسابقا: إخفاء العطل,"odolnost proti poruchovým stavům, <systému>NEVHODNÝ TERMÍN: maskování poruchových stavů","Fehlzustandstoleranz, <eines Systems> f","fault tolerance, <of a system>DEPRECATED: fault masking","Tolerancia a las averías, <de un sistema>","tolérance aux pannes, <d’un système> f","フォールトトレランス, <システムの>","결함 허용 오차, <계통>","tolerowanie niezdatności, <właściwość systemu> n","tolerante a avarias, <de um sistema>","容错, <系统的>故障裕度, <系统的>"
192-10-10,self-checking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-10,فحص ذاتى,samokontrolaautomatická kontrola,"Selbstprüfung, fautomatische Verifizierung, f",self-checking,autocomprobaciónautoverificación,"vérification automatique, f",セルフチェッキング,자체 점검,"samosprawdzanie się, n",autoverificação,自检
192-10-11,self-testing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-11,إختبار ذاتى,autotestautomatické testování,"Selbstüberprüfung, f",self-testing,autoensayoautoprueba,"test automatique, m",自己テスト,자체 시험,"samotestowanie, nautotestowanie, n",ensaio automático,自测试
192-10-12,m out of n redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-12,عدد العناصر م من عناصرالوفرة ن لتحقيق التشغيل,zálohování m z nredundance m z n,"m-von-n-Redundanz, f",m out of n redundancy,redundancia m de n,"redondance m parmi n, f",m-out-of-n冗長,n 중 m 중복성,"redundancja typu m-z-n, f",redundância m de n,n中取m冗余
192-10-13,diverse redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-13,وفرة متنوعةتنوع,různorodost zálohovánídiverzita zálohovánírůznorodost redundancediverzita redundance,"Diversität, f",diverse redundancydiversity,redundancia diversa,"redondance par diversité, fdiversité, f",多様性冗長ダイバーシティ,다양한 중복성다양성,"redundancja w różnorodności, fróżnorodność funkcjonalna, f",redundância diversa,多样冗余多样性
192-10-14,triple modular redundancy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-14,وحدات نمطية ثلاثية للوفرة,třímodulové zálohovánítřímodulová redundanceTMR,"dreifach modulare Redundanz, f",triple modular redundancyTMR,redundancia modular triple,"redondance modulaire triple, fRMT, f",三重多数決冗長TMR,3중 모듈 중복성TMR,"redundancja potrójna modularna, fredundancja trójmodularna, fTMR",redundância modular tripla,三重模块冗余TMR
192-10-15,system reconfiguration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-15,إعادة تشكيل النظام,rekonfigurace systému,"Systemrekonfiguration, f",system reconfiguration,reconfiguración del sistema,"reconfiguration du système, f",システム再構成,계통 재구성,"rekonfiguracja systemu, f",reconfiguração do sistema,系统重构
192-10-16,error recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-16,التعافى من الخطأ,zotavení po chybě,"Wiederanlauf im Fehlerfall, m",error recovery,recuperación de errores,"reprise sur erreur, f",誤り回復エラーリカバリ,오류 복구,"korygowanie błędu z odtwarzaniem, <automatycznie> n",recuperação de erros,错误恢复
192-10-17,backward recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-17,التعافى من الخطأ لحالة ما قبل الخطأإصلاح الخطأ الخلفى,zpětné zotavenízpětné zotavení po chybě,"Wiederherstellung durch Zurücksetzen, fBackward-Error-Recovery",backward recoverybackward error recovery,recuperación retroactiva del error,"reprise sur erreur par régression, frécupération par régression, f",バックワードリカバリロールバック,역방향 복구역방향 오류 복구,"korygowanie błędu wsteczne z odtwarzaniem, n",recuperação inversa,反向恢复反向错误恢复
192-10-18,forward recovery,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-18,التعافى من الخطا لحالة جديدةإصلاح الخطأ الأمامى,dopředné zotavenídopředné zotavení po chybě,"Wiederherstellung durch Vorwärtssetzen, fForward-Error-Recovery",forward recoveryforward error recovery,recuperación progresiva del error,"reprise sur erreur par progression, frécupération par progression, f",フォワードリカバリロールフォワード,순방향 복구순방향 오류 복구,"korygowanie błędu wyprzedzające z odtwarzaniem, n",recuperação direta,正向恢复正向错误恢复
192-10-19,recovery block scheme,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-19,برنامج تخطيطى للتعافى من الخطأ,blokové schéma zotavení,"Wiederherstellung durch Blockschema, fRecovery-Block-Schema, n",recovery block scheme,esquema de bloques de recuperación,"récupération par bloc, f",リカバリブロックスキーム,복구 구역 방안,"schemat bloków oprogramowania korygujących błąd, m",recuperação por bloco,恢复块方案
192-10-20,N-version programming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-20,برمجة متعددة النسخ,programování N-verzíNVP,"Mehrfachversion-Programmierung, f",N-version programmingNVP,programación multiversión,"programmation multiversion, fPMV, f",N-バージョンプログラミングNVP,N판 프로그래밍NVP,"oprogramowanie N-wariantowe, nNVP",programação multiversão,N版本编程NVP
192-10-21,fault masking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-21,تخفى العطل,maskování poruchového stavu,"Fehlzustandsmaskierung, fverdeckter Fehler, m",fault masking,enmascaramiento de averías,"masquage de panne, m",フォールトマスキング,장애 임시 처리,"maskowanie niezdatności, nzasłanianie niezdatności, n",mascaramento de avaria,故障掩盖
192-10-22,"fault masking, <in software>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-22,"تخفى العطل, <فى مجال البرمجيات>","maskování vad, <v softwaru>maskování softwarových vad","Fehlermaskierung, <in der Software> f","fault masking, <in software>","enmascaramiento de averías, <en el software>","masquage de panne, <d’un logiciel> m","フォールトマスキング, <ソフトウェアに関する>欠陥隠ぺい, <ソフトウェアに関する>","장애 유효 처리, <소프트웨어>","maskowanie defektu, <w oprogramowaniu> nzasłanianie defektu, <w oprogramowaniu> n","mascaramento de avaria, <em software>","故障屏蔽, <软件领域>"
192-10-23,Fagan inspection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-10-23,"فحص فاجان, <لإزالة العطل>",Faganova inspekce,"Fagan-Inspektion, f",Fagan inspection,inspección de Fagan,"inspection de Fagan, f",フェイガンインスペクション,파간 검사,"inspekcja Fagana, f",inspeção de Fagan,费根检查
192-11-01,prediction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-01,التنبؤ,předpověďpredikce,"Vorhersage, f",prediction,predicción,"prévision, f",予測,예측,"prognozowanie, n",previsãopredição,预计
192-11-02,reliability model,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-02,نموذج الإعتمادية,model bezporuchovosti,"Zuverlässigkeitsmodell, n",reliability model,modelo de fiabilidad,"modèle de fiabilité, m",信頼性モデル,신뢰도 모형,"model nieuszkadzalności, m",modelo de fiabilidade,可靠性模型
192-11-03,reliability block diagram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-03,مجموعة رسم تخطيطى للإعتمادية,blokový diagram bezporuchovostiRBD,"Zuverlässigkeitsblockdiagramm, n",reliability block diagramRBD,diagrama de bloques de fiabilidad,"diagramme de fiabilité, m",信頼性ブロック図RBD,신뢰도 블록도RBD,"schemat blokowy niezawodności, mRBD",diagrama de fiabilidade,可靠性框图RBD
192-11-04,"allocation, <of dependability requirements>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-04,"تخصيص, <متطلبات الاعتمادية>","alokace, <požadavků na spolehlivost>rozvržení, <požadavků na spolehlivost>","Aufteilung, <der Zuverlässigkeitsanforderungen> fAllokation, <der Zuverlässigkeitsanforderungen> f","allocation, <of dependability requirements>","reparto, <de los requisitos de confiabilidad>asignación, <de los requisitos de fiabilidad>","allocation, <des exigences en sûreté de fonctionnement> f","配分, <ディペンダビリティ要求事項の>","할당, <신인성 요구>","alokacja, <wymagań niezawodnościowych> f","afetação, <dos requisitos de dependabilidade>alocação, <dos requisitos de dependabilidade>","分配, <可信性需求的>"
192-11-05,failure modes and effects analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-05,أنماط الإخفاق وتحليل تأثيراتها,analýza způsobů a účinků poruchanalýza způsobů a důsledků poruchFMEANEVHODNÝ TERMÍN: analýza způsobů a důsledků poruchových stavů,"Ausfalleffektanalyse, fFMEA, f",failure modes and effects analysisFMEADEPRECATED: fault mode and effects analysis,análisis de los modos de fallo y de sus efectos,"analyse des modes de défaillance et de leurs effets, fAMDE, fDÉCONSEILLÉ: analyse des modes de panne et de leurs effets, f",故障モード・影響解析FMEA,고장 유형과 영향 분석FMEA,"analiza rodzajów i skutków uszkodzeń, fFMEA",análise dos modos de avaria e dos seus efeitos,失效模式和影响分析FMEA
192-11-06,"failure modes, effects and criticality analysis",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-06,أنماط الإخفاق وتحليل آثاراها الحرجةتحليل حرج لانماط الاعطال وتأثيراتها,"analýza způsobů, účinků a kritičnosti poruchanalýza způsobů, důsledků a kritičnosti poruchFMECANEVHODNÝ TERMÍN: analýza způsobů, důsledků a kritičnosti poruchových stavů","Ausfalleffekt- und Kritizitätsanalyse, fFMECA, f","failure modes, effects and criticality analysisFMECADEPRECATED: fault mode, effects and criticality analysis","análisis de los modos de fallo, de sus efectos y de su criticidad","analyse des modes de défaillance, de leurs effets et de leur criticité,  fAMDEC, fDÉCONSEILLÉ: analyse des modes de panne, de leurs effets et de leur criticité,  f",故障モード・影響及び致命度解析FMECA,고장 유형FMECA영향 및 중요도 분석,"analiza rodzajów, skutków i krytyczności uszkodzeń, fFMECA","análise dos modos de avaria, dos seus efeitos e da sua criticidade",失效模式、影响和危害性分析FMECA
192-11-07,fault tree,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-07,شجرة الاعطال,strom poruchových stavů,"Fehlzustandsbaum, mStörungsbaum, m",fault tree,árbol de fallo,"arbre de panne, m",故障の木,고장 트리,"drzewo niezdatności, n",árvore de avarias,故障树
192-11-08,fault tree analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-08,تحليل شجرة الاعطال,analýza stromu poruchových stavůFTA,"Fehlzustandsbaumanalyse, fStörungsbaumanalyse, fFTA, f",fault tree analysisFTA,análisis por árbol de fallos,"analyse par arbre de panne, fAAP, f",故障の木解析FTA,고장 트리 분석FTA,"analiza drzewa niezdatności, fFTA",análise por árvore de avarias,故障树分析FTA
192-11-09,event tree analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-09,تحليل شجرة الاحداث,analýza stromu událostíETA,"Ereignisbaumanalyse, f",event tree analysisETA,análisis por árbol de sucesos,"analyse par arbre d’événement, fAAE, f",事象の木解析イベントツリー解析ETA,사건 트리 분석ETA,"analiza drzewa zdarzeń, fETA",análise de árvore de eventos,事件树分析ETA
192-11-10,state-transition diagram,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-10,رسم بيانى لحالة عابرة,diagram stavových přechodů,"Zustandsübergangsdiagramm, n",state-transition diagram,diagrama de transición de estados,"diagramme de transition, m",状態推移図状態遷移図,상태 전이도,"diagram zmiany stanów, mgraf zmiany stanów, m",diagrama de transição,状态转换图
192-11-11,life cycle costing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-11-11,تكلفة الدورة العمرية,stanovení nákladů životního cykluanalýza nákladů životního cyklu,"Bewertung der Lebenszykluskosten, f",life cycle costing,cálculo del coste del ciclo de vida,"évaluation du coût du cycle de vie,  févaluation du coût global,  f",ライフサイクルコスティングライフサイクルコスト分析,수명주기 비용,"szacowanie kosztów cyklu życia, n",avaliação do custo do ciclo de vida,寿命周期成本计算寿命周期费用分析
192-12-01,burn-in,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-01,تعجيل للوصول لحالة الإستقرار,zahořování,"Einbrennen, nBurn-in, n",burn-in,rodaje,"rodage, m",バーンイン,고온 검사,"starzenie wstępne, nwygrzewanie wstępne, n",rodagem,老炼
192-12-02,reliability improvement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-02,تحسين الاعتمادية,zlepšování bezporuchovosti,"Zuverlässigkeitsverbesserung, f",reliability improvement,mejora de la fiabilidad,"amélioration de la fiabilité, f",信頼性改善,신뢰도 개선,"proces poprawy nieuszkadzalności, m",melhoria da fiabilidade,可靠性改进
192-12-03,"reliability growth, <of an item>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-03,"تنامى الاعتمادية, <لعنصر>","růst bezporuchovosti, <objektu>","Zuverlässigkeitswachstum, n","reliability growth, <of an item>","crecimiento de la fiabilidad, <de un elemento>","croissance de la fiabilité, <d’une entité> f","信頼性成長, <アイテムの>","신뢰도 증가, <품목>","wzrost nieuszkadzalności, <obiektu> m","crescimento da fiabilidade, <de um item>","可靠性增长, <产品的>"
192-12-04,"failure reporting, analysis and corrective action system",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-04,منظومة تحديد العطل وتحليله وإصلاحه,"systém podávání zpráv o poruchách, analýzy a opatření k nápravěFRACAS","System von Ausfallberichterstattung, Analyse und Korrekturmaßnahmen, nFRACAS","failure reporting, analysis and corrective action systemFRACAS","sistema de registro, análisis y acciones correctoras de los fallos","logique de traitement des incidents et actions correctives, fméthode de signalement, d’analyse et de correction des défaillances, fLTIAC",故障記録修復活動システムFRACAS,고장 보고FRACAS분석 및 시정 조치 체계,"system dokumentowania i analizy uszkodzeń i działań korygujących, mFRACAS","relatórios de falha, análise e sistema de ação corretiva",失效报告、分析及纠正措施系统FRACAS
192-12-05,root cause analysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-05,تحليل للوصول للسبب الجذرى,analýza kořenové příčinyRCA,"Grundursachenanalyse, f",root cause analysisRCA,análisis de causa raíz,"analyse des causes premières, fACP, f",根本原因分析RCA,근원 분석RCA,"analiza przyczyn źródłowych, fRCA",análise de causa de raiz,根本原因分析RCA
192-12-06,reliability growth testing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-06,اختبار تنامى الإعتمادية,zkoušení růstu bezporuchovosti,"Zuverlässigkeitswachstumsprüfung, f",reliability growth testing,ensayos de crecimiento de fiabilidadprueba de crecimiento de fiabilidad,"essai de croissance de la fiabilité, m",信頼性成長試験,신뢰도 증가 시험,"badanie wzrostu nieuszkadzalności, n",ensaio de crescimento da fiabilidade,可靠性增长试验
192-12-07,formal design review,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-12-07,مراجعة التصميم المنهجى,oficiální přezkoumání návrhu,"formale Entwicklungsbewertung, f",formal design review,revisión formal de diseño,"revue de conception formelle, f",公式デザインレビュー 設計審査,공식 설계 검토,"przegląd formalny projektu, m",revisão formal do projetorevisão formal da conceção,正式设计评审
192-13-01,"true value, <of a quantity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-01,"قيمة حقيقية, <للكميات>","skutečná hodnota, <veličiny>","wahrer Wert, <einer Größe> m","true value, <of a quantity>","valor verdadero, <de una cantidad>","valeur vraie, <d’une grandeur> f","真値, <量の>","참값, <양>","wartość rzeczywista, <wielkości> f","valor verdadeiro, <de uma grandeza>","真值, <量的>"
192-13-02,"predicted value, <of a dependability quantity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-02,"قيمة متنبأة, <لكمية معتمدة>","předpovězená hodnota, <spolehlivostní veličiny>","Vorhersagewert, <einer Zuverlässigkeitsgröße> m","predicted value, <of a dependability quantity>","valor predicho, <de una cantidad de confiabilidad>","valeur prévue, <d’une grandeur en sûreté de fonctionnement> f","予測値, <ディペンダビリティ量の>","예측값, <신인성 양>","wartość prognozowana, <wielkości związanej z niezawodnością> f","valor predito, <de uma grandeza de dependabilidade>","预计值, <可信性量的>"
192-13-03,"expectation, <of a random variable>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-03,"التوقع, <لمتغير عشوائى>متوسط, <لمتغير عشوائى>","očekávaná hodnota, <náhodné proměnné>střední hodnota, <náhodné proměnné>","Erwartungswert, <einer Zufallsvariablen> mMittelwert, < einer Zufallsvariablen > m","expectation, <of a random variable>mean, <of a random variable>","valor esperado, <de una variable aleatoria>","espérance mathématique, <d'une variable aléatoire> fespérance, <d'une variable aléatoire> fmoyenne, <d'une variable aléatoire> f","期待値, <確率変数の>","기댓값, <확률변수>","wartość oczekiwana, <zmiennej losowej> f","esperança matemática, <de uma variável aleatória>esperança, <de uma variável aleatória>média, <de uma variável aleatória>","期望值, <随机变量的>均值, <随机变量的>"
192-13-04,"estimated value, <of a dependability quantity>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-04,"قيمة تقديرية, <لكمية معتمدة>","odhadnutá hodnota, <spolehlivostní veličiny>","geschätzter Wert, <einer Zuverlässigkeitsgröße> m","estimated value, <of a dependability quantity>","valor estimado, <de una cantidad de confiabilidad>","valeur estimée, <d’une grandeur en sûreté de fonctionnement> festimation,  <d’une grandeur de sûreté de fonctionnement> f","推定値, <ディペンダビリティ量の>",추정값,"wartość oszacowana, <wielkości związanej z niezawodnością> f","valor estimado, <de uma grandeza de dependabilidade>","估计值, <可信性量的>"
192-13-05,instantaneous value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-05,قيمة لحظية,okamžitá hodnota,"Augenblickswert, mMomentanwert, m",instantaneous value,valor instantáneo,"valeur instantanée, f",瞬間値,순시값,"wartość chwilowa, f",valor instantâneo,瞬时值
192-13-06,measure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-06,قياس,ukazatel,"Messgröße, f",measure,medida,"mesure, f",尺度測度,측정,"wskaźnik, mmiara, f",medida,量度
192-13-07,distribution function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=192-13-07,دالة التوزيعدالة التوزيع التراكمى,distribuční funkce,"Verteilungsfunktion, f",distribution functioncumulative distribution function,función de distribucion,"fonction de répartition,  fDÉCONSEILLÉ: fonction de distribution, f",修理率関数,분포 함수누적 분포 함수,"dystrybuanta, <rozkładu zmiennej losowej> f",função de distribuição,分布函数累积分布函数
