term_id,term,term_url,cs,de,en,fi,fr,ja,ko,pl,pt,zh
581-27-74,gas-tight connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-74,plynotěsné spojení,"gasdichte Verbindung, f",gas-tight connection,kaasutiivis liitos,"connexion étanche au gaz, f",ガスタイト接続,기밀 연결,połączenie gazoszczelne,conexão estanque a gás,气密性连接区域
581-27-75,coding device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-75,kódovací prvek,"Kodierungsvorrichtung, f",coding device,koodauslaite,"dispositif de codage, m",コーデングデバイス,부호화 장치,podzespół kodujący,dispositivo de código,编码装置
581-27-76,clearance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-76,vzdušná vzdálenost,"Luftstrecke, f",clearance,ilmaväli,"distance d’isolement, f",空間距離,이격 거리,odstęp izolacyjny w powietrzu,distância de isolamento,电气间隙
581-27-77,stackable,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-77,sestavovatelnost,"anreihbar, Adjektiv",stackable,pinottava,"empilable, adj",スタッカブル,적층,zdolność do ustawienia w szyku,empilhável,可拼接
581-27-78,rear plug-up,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-78,zadní připojení,"rückseitiges Stecken, n",rear plug-up,takaa-asennus,"enfichage arrière, m",リアプラグアップ,뒤 플러그업,"przyłączenie tylneprzyłączenie ""rear plug‑up”",enfichagem atrás,后插
581-27-79,connection slot,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-79,připojovací drážka,"Verbindungsschlitz, m",connection slot,liitosrako,"fente de connexion, f",コネクションスロット,연결 슬롯,szczelina połączenia,fenda de conexão,连接槽
581-27-80,contact level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-80,úroveň kontaktu,"Kontaktebene, f",contact level,kosketintaso,"niveau de contact, m",コンタクトレベル,접점 레벨,poziom styku,nível de contacto,接触件层次
581-27-81,contact range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-81,rozsah kontaktu,"Kontaktbereich, m",contact range,kosketusalue,"plage de contact, f",コンタクトレンジ,접점 범위,zakres styczności,gama de contacto,接触范围
581-27-82,first reliable contact point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-82,první spolehlivý kontaktní bod,"erster zuverlässiger Kontaktpunkt, m",first reliable contact point,ensimmäinen luotettava kosketuskohta,"premier point de contact fiable, m",第一電気的接触点,제1 신뢰성 접점,pierwszy pewny punkt zestyku,primeiro ponto de contacto fiável,最先可靠接触点
581-27-83,first possible contact point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-83,první možný kontaktní bod,"frühestmöglicher Kontaktpunkt, m",first possible contact point,ensimmäinen mahdollinen kosketuskohta,"premier point de contact possible, m",第一機械的接触点,제1 가능 접점,pierwszy możliwy punkt zestyku,primeiro ponto de contacto possível,最先可能接触点
581-27-84,engaging sequence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-84,posloupnost připojování,"Reihenfolge der Kontaktgabe, f",engaging sequence,kytkeytymisjärjestys,"séquence d’insertion, f",挿抜シーケンス,연결 순서,sekwencja złączania,sequência de inserção,啮合顺序
581-27-85,contact sequence,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-85,posloupnost kontaktů,"Kontaktreihenfolge, f",contact sequence,kytkentäjärjestys,"séquence de contact, f",コンタクトシーケンス,접점 순서,sekwencja styczności,sequência de contacto,接触顺序
581-27-86,connector sub-family,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-86,podskupina konektorů,"Steckverbinder-Unterfamilie, f",connector sub-family,liitinperhe,"sous-famille de connecteurs, f",コネクタサブファミリサブファミリ,연결기 아과,podrodzina złączy,sub-família de conectores,连接器分门类
581-27-87,cable outlet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-87,výstup kabelu,"Kabelausgang, m",cable outlet,kaapelilähtö,"sortie de câble, f",ケーブルアウトレット,케이블 아웃렛,wpust kabla,saída de cabo,电缆导管
581-27-88,conduit adaptor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-88,adaptér kabelové trubky,"Rohradapter, m",conduit adaptor,putkenkiinnitin,"adaptateur de conduit, mtube intermédiaire, m",コンジットアダプタ,전선관 적응기,adapter do rur (instalacyjnych),adaptador de conduta,导管转接件
581-27-89,cable clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-89,odlehčovací spona,"Zugentlastungsklemme, f",cable clamp,vedonpoistin,"serre-câble, m",ケーブルクランプ,케이블 클램프,odciążka kabla,braçadeira de cabo,电缆夹
581-27-90,cable screen clamp,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-90,úchytka stínění kabelu,"Kabelschirmklemme, f",cable screen clamp,kaapelisuojan vedonpoistin,"serre-écran de câble, m",ケーブルスクリーンクランプ,케이블 틀 권축,zacisk ekranu kabla,braçadeira de ecrã de cabo,电缆屏蔽夹
581-27-91,pressure ring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-91,přítlačný kroužek,"Druckring, m",pressure ring,puristusrengas,"anneau de pression, m",プレッシャリング,압력 링,pierścień dociskowy,anel de pressão,压环
581-27-92,sealing body,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-92,těsnicí tělísko,"Dichtungsaufnahme, f",sealing body,läpiviennin runko,"corps d’étanchéité, m",シーリングボデイ,봉함체,korpus uszczelnienia,corpo vedante,密封料
581-27-93,sealing sleeve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-93,těsnicí průvlečka,"Schirm-Dichthülse, f",sealing sleeve,tiivistysholkki,"manchon d’étanchéité, m",シーリングスリーブ,봉함 소매,mankiet uszczelniający,manga vedante,密封套管
581-27-94,cable seal range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=581-27-94,rozsah těsnění kabelu,"Kabeldichtbereich, m",cable seal range,tiivisteeseen sopivat kaapelikoot,"plage de presse-étoupe, f",ケーブルシールレンジ,케이블 봉함거리,zakres uszczelnianych kabli,gama de vedante de cabo,电缆密封范围
