term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
725-14-23,frame reference burst (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-23,إطار تدفق مرجعي (في أسلوب تبادل البيانات TDMA),"Referenzrahmenburst, <beim Zeitmultiplex-Vielfachzugriff> m",frame reference burst (in TDMA),salva de referencia de trama (en AMDT),kehyksen viitepurskekehysviitepurske,salve de référence de trame (en AMRT) f,salva di riferimento della trama,"フレーム基準バースト, <ＴＤＭＡにおける>","프레임 기준 버스트, <시분할 다중접속>",pakiet ramki odniesienia (w wielodostępie o podziale czasowym),salva de referência de trama (em TDMA),referenčni rafal okvirja (pri TDMA),rarnreferensskur,"帧参考突发, <在TDMA中>"
725-14-24,preamble (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-24,مقدمة (في أسلوب تبادل البيانات,"Präambel, <beim Zeitmultiplex-Vielfachzugriff> f",preamble (in TDMA),preámbulo (en AMDT),purskeen alustusosa,préambule (d'une salve en AMRT) m,preambolo,"プリアンブル, <ＴＤＭＡにおける>","프리앰블, <티디엠에이>",wstęp (w wielodostępie o podziale czasowym),preâmbulo (de uma salva em TDMA),uvodnik (pri TDMA),inledningssekvens,"前置语, <在TDMA中>"
725-14-25,demodulation synchronisation sequence (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-25,تتابع متزامن لازالة التعديل (في أسلوب تبادل البيانات,"Synchronisationsvorlauf für die Demodulation, <beim Zeitmultiplex-Vielfachzugriff> m",demodulation synchronisation sequence (in TDMA),secuencia de sincronización de la demodulación (en AMDT),demoduloinnin synkronointisekvenssi,séquence de synchronisation de la démodulation (en AMRT) f,sequenza di sincronismo di demodulazione,"復調用同期パルス符号列, <ＴＤＭＡにおける>","복조 동기 순차, <시분할 다중접속>",demodulacja biegu synchronizacji (w wielodostępie o podziale czasowym),sequência de sincronização da desmodulação (em TDMA),sinhronizacijsko zaporedje demodulacije (pri TDMA),synkroniseringssekvens,"解调同步序列, <在TDMA中>"
725-14-26,unique word (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-26,كلمة فريدة (في أسلوب تبادل البيانات,"Burstsynchronisierwort, <beim Zeitmultiplex-Vielfachzugriff> n",unique word (in TDMA)burst codeword  (in TDMA),palabra particular (en AMDT),…..,mot particulier (en AMRT) m,parola di riferimento,"ユニークワード, <ＴＤＭＡにおける>バースト符号語, <ＴＤＭＡにおける>","유일 단어, <티디엠에이>유일 부호 단어, <티디엠에이>",pakiet słowa kodującego (w wielodostępie o podziale czasowym),palavra de sincronização de salvas (em TDMA),kodna beseda rafala (pri TDMA),unikt ord,"独特字, <在TDMA中>突发编码字"
725-14-27,traffic burst (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-27,دفعة مرور (في أسلوب تبادل البيانات ),"Verkehrsburst, <beim Zeitmultiplex-Vielfachzugriff> m",traffic burst (in TDMA),salva de tráfico (en AMDT),liikennepurske,salve de trafic (en AMRT) f,salva di informazione di traffico,"トラヒックバースト, <ＴＤＭＡにおける>","통화 버스트, <티디엠에이>",pakiet informacji o ruchu (w wielodostępie o podziale czasowym),salva de tráfego (em TDMA),prometni rafal (pri TDMA),trafikskur,"信息突发, <在TDMA中>"
725-14-28,guard time (in TDMA),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-28,وقت الحراسة (في أسلوب تبادل البيانات,"Schutzdauer, <beim Zeitmultiplex-Vielfachzugriff> f",guard time (in TDMA),intervalo de seguridad (en AMDT)intervalo de separación (en AMDT),suoja-aikavaroaika,intervalle de garde (en AMRT) m,intervallo di guardia,"ガードタイム, <ＴＤＭＡにおける>","보호 시간, <티디엠에이>",czas ochronny (w wielodostępie o podziale czasowym),intervalo de guarda (em TDMA),varovalna perioda (pri TDMA),skyddsintervall,"保护时间, <在TDMA中>"
725-14-29,energy dispersal technique,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-29,تقنية تشتت الطاقة,"Energiespreiztechnik, f",energy dispersal technique,dispersión de energía,energiahajotustekniikka,"dispersion d'énergie, f",tecnica di dispersione di energia,エネルギー拡散技術,에너지 확산 기술,technika rozproszonej energii,técnica de dispersão de energia,tehnika razprševanja energije,energidispersion,能量扩散技术
725-14-30,spread spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-30,تعديل انتشار الطيف,"Spektrumspreizmodulation, f",spread spectrum modulation,modulación de espectro extendido,hajaspektrimodulaatio,"modulation à spectre étalé, fmodulation à étalement du spectre, f",modulazione a dispersione di spettro,スペクトル拡散変調,확산 스펙트럼 변조에스에스 변조,modulacja rozciągniętym widmem,modulação de espectro alargado,modulacija z razširjenim spektrom,bandspridningsmodulering,扩谱调制
725-14-31,direct sequence spread spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-31,تعديل انتشار الطيف بتسلسل مباشر,"PN-Spektrumspreizmodulation, f",direct sequence spread spectrum modulation,modulación de espectro extendido con secuencia directa,suora hajaspektrimodulaatio,"modulation à spectre étalé à séquence directe, f",modulazione a dispersione di spettro con sequenza diretta,直接シーケンススペクトル拡散変調直接スペクトル拡散変調,직접 순차 확산 스펙트럼 변조디에스에스에스 변조,modulacja rozciągniętym widmem o prostej kolejności,modulação de espectro alargado em sequência directa,modulacija z razširjenim spektrom na podlagi neposrednega zaporedja,bandspridningsmodulering med direktsekvens,直接序列扩谱调制
725-14-32,frequency-hopping spread-spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-32,تعديل انتشار الطيف بقفز الترددتضمين بتمديدالطيف بقفز التردد,"Frequenzsprung-Spektrumspreizmodulation, f",frequency-hopping spread-spectrum modulation,modulación de espectro extendido con saltos de frecuencia,taajuushyppelyhajaspektrimodulaatio,"modulation à spectre étalé à sauts de fréquence, f",modulazione a dispersione di spettro con salto di frequenze,周波数ホッピングスペクトル拡散変調,주파수 도약 확산 대역 변조에프에이치에스에스 변조,"modulacja z rozproszonym widmem skokowo-częstotliwościowa, f",modulação de espectro alargado com saltos de frequência,modulacija z razširjenim spektrom na podlagi frekvenčnega skakanja,bandspridningsmodulering med frekvenshopp,跳频扩谱调制
725-14-33,hybrid spread spectrum modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-33,تعديل انتشار الطيف الهجيني,"Hybrid-Spektrumspreizmodulation, f",hybrid spread spectrum modulation,modulación de espectro extendido híbrida,sekamuotoinen hajaspektrimodulaatio,"modulation à spectre étalé hybride, f",modulazione a dispersione di spettro ibrida,ハイブリッドスペクトル拡散変調,혼성 확산 스펙트럼 변조,modulacja rozciągniętym widmem hybrydowa,modulação híbrida de espectro alargado,hibridna modulacija z razširjanjem spektra,hybridbandspridningsmodulering,混合扩谱调制
725-14-34,chip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=725-14-34,شريحة ، رقاقة,"Chip, m",chip,fragmento codificado (de señal),hajotussymboli,"bribe, f",elemento di codice,チップ,칩,porcja (charakterystyczna symbolu),fragmento (de sinal),čipkodni element,,码片
