term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
713-10-32,desensitizing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-32,إزالة الحساسية,desenzibilaceznecitlivění,"Stummschaltung, <bei Störung> f",desensitizing,bloqueo antiinterferencias,epäherkistys,blocage antibrouillage (d'un récepteur) m,,感度抑圧,감도 억압,odczulanie,bloqueio por dessensibilização,,降敏
713-10-33,automatic gain control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-33,تحكم تلقائي(الي) في الكسب,automatické řízení ziskuAGC,"automatische Verstärkungsregelung, fautomatischer Verstärkungsregler, mAVR",automatic gain controlAGC,CAG (abreviatura)control automático de ganancia,automaattinen vahvistuksensäätö,"commande automatique de gain, fCAG, f",RAS (acronìmo)regolatore automatico di guadagno,自動利得制御,자동 이득 제어에이쥐시,"regulacja wzmocnienia automatyczna, fARW",controlo automático de ganhoCAGAGC,automatisk volymkontroll,自动增益控制AGC自动音量控制
713-10-34,(sensitivity) threshold of automatic gain control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-34,عتبة (حساسية)التحكم التلقائي في الكسب,práh (citlivosti) automatického řízení zisku,"Empfindlichkeitsschwelle der automatischen Verstärkungsregelung, f",(sensitivity) threshold of automatic gain control,umbral (de sensibilidad) del control automático de ganancia,automaattisen vahvistuksensäädön kynnys,"seuil (de sensibilité) de la commande automatique de gain, m",soglia (di sensibilità) del regolatore automatico di guadagno,自動利得制御の感度しきい値自動利得制御のしきい値,감도 자동이득제어 문턱값,próg czułości automatycznej regulacji wzmocnienia próg automatycznej regulacji wzmocnienia,limiar (de sensibilidade) do controlo automático de ganho,tröskelvärde för automatisk volymkontroll,自动增益控制的灵敏度门限
713-10-35,automatic frequency control (of a superheterodyne receiver),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-35,تحكم تلقائي (الي) التردد (لمستقبل قوة فوقية),"automatické řízení kmitočtu, <superheterodynního přijímače>","automatische Frequenzregelung, <eines Superhet-Empfängers> fAFR",automatic frequency control (of a superheterodyne receiver)AFC  (abbreviation),CAF (abreviatura)control automático de frecuencia,automaattinen taajuudensäätö,commande automatique de fréquence (d'un récepteur superhétérodyne) fCAF  (abréviation) f,RAF (acronìmo)regolatore automatico di frequenza (di un ricevitore supereterodina),"自動周波数制御, <スーパヘテロダイン受信機の>AFC, （略語）","자동주파수제어, <슈퍼헤테로다인 수신기>에이에프시",regulacja częstotliwości automatyczna ARCz (akronim),controlo automático de frequência (de um receptor superheterodino)CAF (abreviatura),automatisk frekvenskontroll,"自动频率控制, <超外差式接收机的>AFC"
713-10-36,(sensitivity) threshold of automatic frequency control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-36,عتبة (حساسية) التحكم التلقائي (الآلي) في التردد,práh (citlivosti) automatického řízení kmitočtu,"Empfindlichkeitsschwelle der automatischen Frequenzregelung, f",(sensitivity) threshold of automatic frequency control,umbral (de sensibilidad) del control automático de frecuencia,automaattisen taajuudensäädön kynnysautomaattisen taajuudensäädön herkkyyskynnys,"seuil (de sensibilité) de commande automatique de fréquence, m",soglia (di sensibilità) del regolatore automatico di frequenza,自動周波数制御の感度しきい値自動周波数制御のしきい値,감도 자동주파수제어 문턱값,próg czułości automatycznej regulacji częstotliwości próg automatycznej regulacji częstotliwości,limiar (de sensibilidade) do controlo automático de frequência,tröskelvärde för automatisk frekvenskontroll,自动频率控制的灵敏度门限
713-10-37,wave-trap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-37,مصيدة للموجة,odlaďovačrezonanční zádržhradicí tlumivka,"Sperrfilter, nFrequenzsperre, f",wave-trap,filtro antiinterferencia,aaltoloukku,"filtre antibrouillage, mfiltre éliminateur  (de brouillage) mcircuit bouchon, m",circuito trappola,ウェーブトラック,웨이브 트랩,filtr pułapka,filtro anti-interferênciacircuito tampão,vågfälla,陷波器
713-10-38,tone control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-38,تحكم في النغمة,regulátor tónu,"Tonblende, fTonsteller, mKlangsteller, m",tone control,control de tono,äänensävyn säätö,"réglage de tonalité, m",regolatore di tono,音質調整,음질 조절,regulator tonu,regulação de tonalidade,tonkontroll,音质控制
713-10-39,interstation noise suppression,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-39,اخماد الضوضاء بين المحطات,potlačení šumu mezi stanicemitiché ladění,"Stummschaltung, <bei Abstimmung> f",interstation noise suppressioninterstation mutingnoise suppression  (deprecated),supresión de ruido entre estaciones,virityksen aikainen mykistys,"(dispositif de) réglage silencieux, m",(dispositivo di) sintonia silenziosa,インタステーション雑音抑圧インターステーションミューティング,국간 잡음 억제국간 뮤팅,wyciszanie podczas strojenia,supressão de ruído inter-estações,,"台间噪声抑制台间静噪噪声抑制, <拒用>"
713-10-40,band-spreading,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-40,تمديد النطاق,rozprostření pásma,"Bandspreizung, f",band-spreading,ensanchamiento de banda,kaistanlevityskaistanlevitystoiminne,"dispositif à bande étalée, m",espansione di gamma,帯域拡大,대역 확산,rozszerzanie pasma,dispositivo de banda espraiada,bandexpandering,波段扩展
713-10-41,"preselected-channel ..., qualifier",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-41,قناة منتقاة مسبقا,"programovatelný kanál, <vymezení>kanálová předvolba, <vymezení>","Kanalvorwahl…, in Zusammensetzungen","preselected-channel ..., qualifier",canal preseleccionadode canal preseleccionado,esivalintakanavat,"à canaux préréglés, adj",a canali presintonizzati,"プリセレクトチャネル, 形容句",사전 선택 채널,kanał programowany,de canais pré-regulados (adjectivo),kanalförvals-,"预选信道…, <限定词>"
713-10-42,threshold (of a demodulator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-42,استهلال (لمزيل تضمين),"práh, <demodulátoru>","Schwellenwert, <eines Demodulators> m",threshold (of a demodulator),umbral (de un demodulador),demodulaattorin kynnys,seuil (d'un démodulateur) m,soglia (di un demodulatore),"しきい値, <復調器の>","문턱값, <복조기>",próg (demodulatora),limiar (de um desmodulador),demoduleringströskel,"门限, <解调器的>"
713-10-43,modulation gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-43,كسب تضمين,modulační zisk,"Modulationsgewinn, m",modulation gain,ganancia de modulación,modulaatioparannus,"gain de modulation, m",guadagno di demodulazione,変調利得,변조 이득,zysk modulacji,ganho de modulação,moduleringsvinst,调制增益
713-10-44,threshold extension demodulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-44,ازالة التضمين بتوسيع الاستهلال,demodulace se sníženým prahem,"Demodulator mit Schwellenwertminderung, m",threshold extension demodulation,demodulación por extensión de umbral,kynnystä alentava ilmaisin,"démodulateur à abaissement de seuil, mdémodulateur à seuil amélioré, m",demodulatore a soglia ridotta,しきい値改善復調,문턱값 확장 복조,demodulacja z obniżonym progiem,desmodulador de limiar reduzido,,门限扩展解调
713-10-45,preamplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-45,مضخم مسبق,předzesilovač,"Vorverstärker, m",preamplifier,preamplificador,esivahvistin,"préamplificateur, m",,前置増幅器,전치증폭기,przedwzmacniacz,pré-amplificador,förförstärkare,前置放大器
713-10-46,low-noise amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-46,مضخم منخفض الشوشرة,nízkošumový zesilovačLNA,"rauscharmer Verstärker, m",low-noise amplifierLNA,amplificador de bajo ruido ABR (abreviatura),pienikohinainen vahvistin,"amplificateur à faible bruit, m",LNA (abbreviazione) amplificatore a basso rumore,低雑音増幅器,저잡음 증폭기엘엔에이,"wzmacniacz o niskim poziomie szumów, mwzmacniacz niskoszumowy, m",amplificador de baixo ruído,lågbrusig förstärkare,低噪声放大器LNA
713-10-47,voltage-controlled oscillator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-47,مذبذب يتم التحكم فيه بواسطة الجهد,napěťově řízený oscilátorVCO,"spannungsgesteuerter Oszillator, mVCO, Abkürzung",voltage-controlled oscillatorVCO (abbreviation),oscilador controlado por tensión,jänniteohjattu oskillaattori,"oscillateur commandé en tension, mOCT  (abréviation) m",VCO (acronímo)oscillatore controllato in tensione,"電圧制御発信器VCO, （略語）",전압 제어 발진기브이시오,oscylator regulowany napięciem,oscilador controlado em tensão,spänningsstyrd oscillator,压控振荡器VCO
713-10-48,phase locked loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-48,حلقة   مقفلة للطور,smyčka s fázovým závěsemPLL,"Phasenregelkreis, mPLL, Abkürzung",phase locked loopphase lock loopPLL (abbreviation),bucle enganchado en fase,vaihelukittu silmukka,"boucle à verrouillage de phase, f",anello ad aggancio di fase PLL (acronìmo),"位相同期ループPLL, （略語）",위상 동기 루프피엘엘,pętla fazowa,malha de captura de fase,faslåst slinga,锁相环PLL
713-10-49,watch receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-49,مستقبل مترقب,čekající přijímač,"Standby-Empfänger, m",watch receiver,receptor de espera,päivystysvastaanotin,"récepteur de veille, m",ricevitore di attesa,ウォッチレシーバ,워치 수신기,odbiornik sterowany,receptor de vigília,övervakningsmottagare,监视接收机
713-10-50,panoramic receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-50,مستقبل واسع الرؤية,panoramatický přijímač,"Panoramaempfänger, m",panoramic receiver,receptor panorámico,panoramavastaanotin,"récepteur panoramique, m",ricevitore panoramico,パノラマ受信機,파노라마 수신기,odbiornik panoramiczny,receptor panorâmico,panoramamottagare,扫描接收机
713-10-51,automatic-scanning receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-51,مستقبل بمسح تلقائي (آلي),automaticky snímající přijímač,"automatischer Suchempfänger, m",automatic-scanning receiver,receptor de sintonía automática,itsehakeva vastaanotin,"récepteur à recherche automatique, m",ricevitore a ricerca automatica,自動走査受信機,자동 주사 수신기,odbiornik strojony automatycznie,receptor de procura automática,avsökningsmottagare,自动扫描接收机
713-10-52,sensitivity (of a receiver),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-52,حساسية (لمستقبل),"citlivost, <přijímače>","Empfindlichkeit, <eines Empfängers> fSchwellenpegel, <eines Empfängers> m",sensitivity (of a receiver),sensibilidad (de un receptor),herkkyysvastaanottimen herkkyys,sensibilité (d'un récepteur) f,sensibilità (di un ricevitore),"感度, <受信機の>","감도, <수신기>",czułość (odbiornika),sensibilidade (de um receptor),känslighet,"灵敏度, <接收机的>"
713-10-53,gain limited sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-53,حساسية محدودة للكسب,citlivost omezená ziskemmaximální citlivost,"verstärkungsbedingter Schwellenpegel, m",gain limited sensitivitymaximum sensitivity,máxima sensibilidadsensibilidad limitada por la ganancia,vahvistusrajoitteinen herkkyys,"sensibilité limitée par le gain, fsensibilité maximale  (terme déconseillé) f",sensibilità limitata dal guadagno sensibilità massima (sconsigliato),利得制限感度最大感度,이득 제한 감도최대 감도,czułość ograniczona wzmocnieniem czułość maksymalna,sensibilidade limitada pelo ganho,maximalkänslighet,有限增益灵敏度最大灵敏度
713-10-54,noise limited sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-54,حساسية محدودة للشوشرة,citlivost omezená šumemužitečná citlivost,"rauschbedingter Schwellenpegel, m",noise limited sensitivityusable sensitivity,sensibilidad limitada por el ruidosensibilidad utilizable,kohinarajoitteinen herkkyys,"sensibilité limitée par le bruit, fsensibilité utilisable, f",sensibilità limitata dal rumore,雑音制限感度有効感度,잡음 제한 감도사용 가능 감도,czułość ograniczona szumem,sensibilidade limitada pelo ruído,brusbegränsad känslighet,噪声限制灵敏度可用灵敏度
713-10-55,intrinsic sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-55,حساسية ذاتية,vnitřní citlivost,"systembedingter Schwellenpegel, m",intrinsic sensitivity,sensibilidad intrínseca,ominaisherkkyys,"sensibilité intrinsèque, f",sensibilità intrinseca,固有感度,고유 감도내재적 감도,czułość wewnętrzna,sensibilidade intrínseca,egenkänslighet,固有灵敏度
713-10-56,selectivity (of a receiver),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-56,انتقائية (لمستقبل),"selektivita, <přijímače>","Trennschärfe, <eines Empfängers> f",selectivity (of a receiver),selectividad (de un receptor),selektiivisyys,sélectivité (d'un récepteur) f,selettività,"選択度, <受信機の>","선택도, <수신기>",selektywność (odbiornika),selectividade (de um receptor),selektivitet,"选择性, <接收机的>"
713-10-57,adjacent channel selectivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-57,انتقائية القناة المجاورة,selektivita vůči sousednímu kanálu,"Nachbarkanaltrennschärfe, f",adjacent channel selectivity,selectividad para el canal adyacente,naapurikanavien vaimennus,"sélectivité pour le canal adjacent, f",selettività sul canale adiacente,隣接チャネル選択度,인접 채널 선택도,selektywność sąsiedniokanałowa,selectividade para o canal adjacente,grannkanalsselektivitet,邻信道选择性
713-10-58,image rejection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-58,نسبة رفض صورة الإشارةإضعاف على التردد المترافق,činitel potlačení zrcadlového signálu,"Spiegelfrequenz-Unterdrückungsverhältnis, n",image rejection ratio,relación de rechazo de la frecuencia imagen,peilitaajuusvaimennus,"affaiblissement sur la fréquence conjuguée, mrapport de réjection sur la fréquence conjuguée, m",rapporto di reiezione alla frequenza immagine,イメージ周波除去比,영상 제거 비허상 제거 비,"tłumienie częstotliwości lustrzanej, nosłabienie sygnału lustrzanego, n",atenuação da frequência conjugada,spegelfrekvensdämpning,镜像抑制比
713-10-59,intermediate frequency rejection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-59,نسبة رفض تردد متوسطإضعاف على التردد المتوسط,činitel potlačení signálu na mezifrekvenci,"Zwischenfrequenz-Unterdrückungsverhältnis, n",intermediate frequency rejection ratio,relación de rechazo de la frecuencia intermedia,välitaajuusvaimennus,"affaiblissement sur la fréquence intermédiaire, mrapport de réjection sur la fréquence intermédiaire, m",rapporto di reiezione alla frequenza intermedia,中間周波除去比,"선택도, <수신기>","tłumienie lustrzanej częstotliwosci pośredniej, nosłabienie sygnału o częstotliwosci pośredniej, n",atenuação da frequência intermédia,mellanfrekvensdämpning,中频抑制比
713-10-60,"spurious frequency, <of a radio receiver>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-60,تردد استجابة عرضية,"parazitní kmitočet, <rádiového přijímače>kmitočet rušivé odezvy","Nebenempfangsfrequenz, <eines Funkempfängers> f","spurious frequency, <of a radio receiver>","frecuencia espúrea, <de un receptor de radio>",harhatoistotaajuus,"fréquence perturbatrice, <d'un récepteur> fDÉCONSEILLÉ: fréquence de combinaison, f",frequenza spuria (di ricezione),"スプリアス周波数, <ラジオ受信機の>","스퓨리어스 주파수, <무선 수신기>거짓 주파수, <무선 수신기>","częstotliwość niepożądana, <odbiornika radiowego> f","frequência parasita, <de um recetor>",falskfrekvens,"寄生频率, <无线电接收机>乱真频率, <无线电接收机>"
713-10-61,"spurious response rejection ratio, <of a radio receiver>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-61,نسبة رفض الاستجابة العرضية,"činitel potlačení parazitních kmitočtů, <rádiového přijímače>činitel potlačení rušivých odezev","Nebenempfangs-Unterdrückungsverhältnis, <eines Funkempfängers> n","spurious response rejection ratio, <of a radio receiver>","relación de rechazo de respuesta de espúreos, <de un receptor de radio>",harhatoistovaimennus,"affaiblissement sur fréquence perturbatrice, mrapport de réjection sur fréquence perturbatrice, m",rapporto di reiezione a frequenza spuria (di ricezione),"スプリアスレポンス除去比, <ラジオ受信機の>","스퓨리어스 응답 제거 비, <무선 수신기>","współczynnik tłumienia sygnałów niepożądanych, <odbiornika radiowego> m","atenuação da frequência parasita, <de um recetor>",falskfrekvensdämpning,"寄生频率抑制比, <无线电接收机>乱真响应抑制比, <无线电接收机>杂散响应抑制比"
713-10-62,capture effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-62,تأثير الالتقاط,zachycení,"Gleichkanal-Unterdrückungseffekt, m",capture effect,efecto captura,sieppausilmiö,"effet de capture, meffet d'effacement, m",effetto di cattura,捕獲効果,포획 효과,efekt osłabienia,efeito de captura,infångningseffekt,捕获效应
713-10-63,temporary desensitizing suppression,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-63,إزالة مؤقتة لحساسية الاخماد,dočasné potlačení znecitlivěním,"Unterdrückung durch zeitweilige Empfindlichkeitsverminderung, f",temporary desensitizing suppression,supresión temporal de desensibilización,epäherkistysvaimennus,"effacement par désensibilisation, m",soppressione per desensibilizzazione momentanea,一時的減感度抑圧,잠정 감감 억제,zmniejszenie czułości chwilowe (powodowane działaniem układu ARW),supressão por dessensibilização,,暂时降敏抑制
713-10-64,cross-modulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-64,تضمين متعارض,křížová modulace,"Kreuzmodulation, f",cross-modulation,modulación cruzada,ristimodulaatio,"transmodulation, f",modulazione incrociata,混変調,상호 변조교차 변조,"modulacja skrośn, f",transmodulação,korsmodulering,交调
713-10-65,"spot noise temperature, <of a one-port>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-65,"درجة حرارة بقعة ضوضائية, <منفذ أحادي>","šumová teplota, <dvojpólu>","Rauschtemperatur, <eines Eintors> f","spot noise temperature, <of a one-port>",temperatura de ruido (de un dispositivo de una puerta),kohinalämpötila,"température de bruit, <d'un monoporte> f",temperatura di rumore (di un dispositivo ad una porta),"スポット雑音温度, ＜1ポートの＞","산탄 잡음 온도, <일단자 장치>","temperatura szumu, <dwójnika> f","temperatura de ruído, <de um monoporto>",brustemperatur,"点噪声温度, <单端口的>"
713-10-66,"equivalent spot noise temperature, <of a linear two-port>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-66,"درجة الحرارة المكافئة لبقعة ضوضائية, <منفذ مزدوج>","ekvivalentní šumová teplota, <lineárního čtyřpólu>","äquivalente Rauschtemperatur, <eines linearen Zweitors> f","equivalent spot noise temperature, <of a linear two-port>",temperatura de ruido equivalente (de un dispositivo lineal de dos puertas),ekvivalenttinen kohinalämpötila,"température équivalente de bruit, <d'un biporte linéaire> f",T(f) (simbolo)temperatura equivalente di rumore (di un dispositivo lineare a due porte),"等価スポット雑音温度, ＜線形2ポートの＞","등가 산탄 잡음 온도, <선형 이단자 장치>","równoważna temperatura szumu, <czwórnika liniowego> f","temperatura equivalente de ruído, <de um biporto linear>",ekvivalent brustemperatur,"等效点噪声温度, <线性双端口的>"
713-10-67,"spot noise factor, <of a linear two-port device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-10-67,عامل ضوضاء (شوشرة) موضعى,"šumový činitel, <lineárního čtyřpólu>šumové číslo, <lineárního čtyřpólu>","Rauschfaktor (eines linearen Zweitors), m","spot noise factor, <of a linear two-port device>spot noise figure, <of a linear two-port device>",factor de ruido (de un dispositivo lineal de dos puertas),kohinakerroin,"facteur de bruit, <d'un biporte linéaire> m",fattore di rumore (di un dispositivo lineare a due porte)cifra di rumore (di un dispositivo lineare a due porte) F(f) (simbolo),"スポット雑音指数, <線形二端子対デバイスの>F(f) (記号)","스폿 잡음 지수, <선형 사단자 장치>",współczynnik szumów (dwuwrotnika linearnego),factor de ruído (de um biporto linear),brusfaktor,"点噪声因数, <线性双端口的>点噪声系数, <线性双端口的>"
713-11-01,wanted signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-01,إشارة مطلوبة,užitečný signál,"Nutzsignal, nerwünschtes Signal, n",wanted signaldesired signal,señal deseada,hyötysignaali,"signal utile, msignal désiré, m",segnale utile segnale desiderato,希望信号所望信号,희망 신호원하는 신호,"sygnał pożądany, m",sinal útilsinal desejado,önskad signal,有用信号
713-11-02,unwanted signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-02,إشارة غيرمطلوبة,nežádoucí signál,"unerwünschtes Signal, n",unwanted signalundesired signal,señal no deseada,ei-haluttu signaali,"signal non désiré, m",segnale non desideratosegnale non utile,不要信号,불요 신호원치않는 신호,sygnał niepożądany,sinal não desejado,oönskad signal,无用信号
713-11-03,radio noise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-03,ضوضاءراديوى,rádiový šumvysokofrekvenční šum,"Funkfrequenzgeräusch, nFunkgeräusch, nFunkfrequenzrauschen, nFunkrauschen, n",radio noiseradio-frequency noiseRF noise,ruido radioeléctrico,kohina,"bruit radioélectrique, m",rumore a radio frequenza,無線雑音,무선 잡음,"szum radiowy, mszum radioelektryczny, m",ruído radioelétrico,radiofrekvent brus,无线电频率噪声射频噪声
713-11-04,radio-frequency disturbance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-04,اضطراب تردد راديوي,vysokofrekvenční rušenírádiové rušeníRF rušení,"Funkfrequenzstörgröße, fFunkstörgröße, f",radio-frequency disturbanceradio disturbanceRF disturbance,perturbación radioeléctrica,radiotaajuinen häiriö,"perturbation radioélectrique, fparasite radioélectrique, mperturbation radio, fparasite radio, mparasite, <radioélectrique> m",disturbo a radio frequenza,無線周波じょう音,무선 주파수 교란,zakłócenie wielkiej częstotliwości zakłócenie w.cz.,perturbação radioeléctrica,radiofrekvent störning,射频骚扰
713-11-05,radio-frequency interference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-05,تداخل الترددات الراديوية,vysokofrekvenční interferenceRFI,"Funkstörung, fFunkbeeinflussung, f",radio-frequency interferenceRFI  (abbreviation),interferencia (radioeléctrica),häiriöradiohäiriö,"brouillage (radioélectrique), m",interferenza a radio frequenza RFI (acronimo),"無線干渉RFI, （略語）",무선 주파수 간섭아르에프아이,interferencje wielkiej częstotliwości interferencje w.cz.,interferência radioeléctrica,radiostörning,射频干扰RFI
713-11-06,interfering signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-06,أشارة مسببة للتدخل,rušivý signál,"Störsignal, n",interfering signal,señal interferente,häiritsevä signaalihäiriösignaali,"signal brouilleur, m",segnale interferente,干渉信号,간섭 신호,sygnał interferujący,sinal interferente,störsignal,干扰信号
713-11-07,inter-system interference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-07,تداخل ما بين الأنظمة (تشويش),mezisystémová interference,"Intersystemstörung, f",inter-system interference,interferencia intersistema,järjestelmien välinen häiriö,"brouillage inter-système, m",interferenza inter-sistema,システム間干渉,시스템 간 간섭,interferencje międzysystemowe,interferência inter-sistema,störning mellan system,系统间干扰
713-11-08,interference from an external source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-08,تداخل من مصدر خارجي (تشويش),interference z vnějšího zdroje,"Beeinflussung von außen, f",interference from an external source,interferencia de fuente externa,järjestelmän ulkoinen häiriö,"brouillage d'origine externe, m",interferenza da sorgente esterna,他システム干渉,외부원 간섭,interferencje z zewnętrznego źródła,interferência de origem externa,extern störning,外部干扰
713-11-09,intra-system interference,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-09,تداخل داخل نظام (تشويش),vnitrosystémová interference,"Intrasystemstörung, f",intra-system interference,interferencia intrasistema,järjestelmän sisäinen häiriö,"brouillage intra-système, mbrouillage d'origine interne, m",interferenza intra-sistema,システム内干渉,시스템 내 간섭,interferencje wewnątrzsystemowe,interferência intra-sistema,egenstörning,系统内干扰
713-11-10,signal-to-interference ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-10,نسبة الإشارة الى التداخل (تشويش),odstup signálu od rušení,"Störabstand, m",signal-to-interference ratiosignal/interference ratio,relación señal/interferencia S/I (símbolo),signaali-häiriösuhde,"rapport signal sur brouillage, mrapport signal/brouillage, m",rapporto segnale-interferenza rapporto segnale/interferenza S/I (simbolo),信号対混信比信号混信比,신호 대 간섭비,"stosunek sygnału do zakłóceń, m",razão sinal/interferência,signal-interferensförhållande,信号干扰比信号/干扰比
713-11-11,protection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-11,نسبة الحماية,ochranný poměr,"Schutzabstand, m",protection ratio,relación de protección,suojaussuhde,"rapport de protection, mrapport de protection nécessaire  (terme à proscrire) m",rapporto di protezione,混信保護比保護比,혼신 보호비,współczynnik ochronny,relação de protecção,erforderligt signal-interferensförhållande,保护比
713-11-12,radio-frequency signal-to-interference ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-12,نسبة الإشارة اإلى التداخل في التردد الراديوي,vysokofrekvenční odstup signálu od rušeníRF odstup signálu od rušení,"Radiofrequenz-Störabstand, m",radio-frequency signal-to-interference ratioRF signal-to-interference ratio,relación de señal/interferencia de radiofrecuencia,radiotaajuinen signaali-häiriösuhde,"rapport signal sur brouillage en radiofréquence, mrapport signal/brouillage RF, m",rapporto segnale-interferenza a radio-frequenza rapporto segnale-interferenza a RF,無線周波信号対混信比RF信号対混信比,무선 주파수 신호 대 간섭비아르에프 신호 대 간섭비,stosunek sygnału do szumu w.cz.,relação sinal/interferência RF,radiosignal-interferensförhållande,射频信号干扰比RF信号干扰比
713-11-13,radio-frequency protection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-13,نسبة الحماية في التردد الراديوي,vysokofrekvenční ochranný poměrRF ochranný poměr,"Radiofrequenz-Schutzabstand, m",radio-frequency protection ratioRF protection ratio,relación de protección de radiofrecuencia,radiotaajuinen suojaussuhde,"rapport de protection en radiofréquence, mrapport de protection RF, m",rapporto di protezione a RFrapporto di protezione a radiofrequenza,無線周波混信保護比無線周波保護比RF混信保護比RF保護比,무선 주파수 보호비아르에프 보호비,współczynnik ochronny w.cz.,relação de protecção em radiofrequênciarelação de protecção RF,erforderligt radiosignal-interferens-förhållande,射频保护比RF保护比
713-11-14,audio-frequency signal-to-interference ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-14,نسبة الإشارة إلى التداخل في التردد السمعي,nízkofrekvenční odstup signálu od rušeníAF odstup signálu od rušení,"Tonfrequenz-Störabstand, m",audio-frequency signal-to-interference ratioAF signal-to-interference ratio,relación de señal/interferencia de audiofrecuencia,äänitaajuinen signaali-häiriösuhde,"rapport signal sur brouillage en audiofréquence, mrapport signal/brouillage AF, m",rapporto segnale-interferenza ad audio- frequenza rapporto segnale-interferenza ad AF,可聴周波信号対混信比AF信号対混信比,가청 주파수 신호 대 간섭비에이에프 신호 대 간섭비,stosunek sygnału fonicznego do interferencji,relação sinal/interferência em audiofrequênciarelação sinal/interferência AF,audiosignal-interferensförhållande,音频信号干扰比AF信号干扰比
713-11-15,audio-frequency protection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-15,نسبة الحماية في التردد السمعي,nízkofrekvenční ochranný poměrAF ochranný poměr,"Tonfrequenz-Schutzabstand, m",audio-frequency protection ratioAF protection ratio,relación de protección de audiofrecuencia,äänitaajuinen suojaussuhde,"rapport de protection en audiofréquence, mrapport de protection AF, m",rapporto di protezione ad AFrapporto di protezione ad audiofrequenza,可聴周波混信保護比可聴周波保護比AF混信保護比AF保護比,가청 주파수 보호비에이에프 보호비,współczynnik ochronny dla częstotliwości fonicznych,relação de protecção em audiofrequênciarelação de protecção AF,erforderligt audiosignal-interferensför-hållande,音频保护比AF保护比
