term_id,term,term_url,ar,cs,de,en,es,fr,it,ja,ko,mn,pl,pt,sr,sv,zh
212-15-60,built-up mica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-15-60,مادة مكونة من الميكا,mikanit,"Glimmerschichtstoff, m",built-up mica,mica aglomerada,"mica aggloméré, m",,組立マイカ,조립 운모,олон давхаргатай гялтгануур,mikanit,mica aglomerada,"миканит, м јдлискунски агломерат, м јд",sammansatt glimmer,粘合云母
212-16-01,cellulosic paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-01,ورق سليلوزي,celulózový papírbezdřevý papír,"Zellulosepapier, n",cellulosic paper,papel celulósico,"papier cellulosique, m",,セルロース紙,셀룰로오스 종이,целлюлозын цаас,papier celulozowy,papel celulósico,"целулозни папир, м јд",cellulosapapper,纤维素纸
212-16-02,cotton paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-02,ورق قطني,papír z bavlněné vlákniny,"Baumwollpapier, n",cotton paper,papel de algodón,"papier de coton, m",,コットン紙,면 종이,хөвөн цаас,papier bawełniany,papel de algodão,"памучни папир, м јд",bomullspapper,棉纤维纸
212-16-03,kraft paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-03,ورق كرافت,papír kraftsulfátový papír,"Kraftpapier, n",kraft paper,papel kraft,"papier kraft, m",,クラフト紙,크라프트지,крафт цаас,"papier ""kraft”",papel kraft,"крафт-папир, м јд",kraftpapper,牛皮纸
212-16-04,manila paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-04,ورق مانيلا,papír manila,"Manilapapier, n",manila paper,papel manila,"papier manille, m",,マニラ紙,마닐라지,бор цаас,"papier ""manilla”",papel manila,"манила-папир, м јд",manillapapper,马尼拉纸
212-16-05,manila/kraft-mixture paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-05,ورق خليط كرافت/مانيلا,papír manila/kraft,"Manila-Kraft-Mischpapier, n",manila/kraft-mixture paper,papel mixto manila-kraft,"papier manille-kraft, m",,マニラクラフト混合紙,마닐라/크라프트 혼합지,бор/крафтын холимог цаас,"papier ""manilla-kraft”",papel manila-kraft,"манила-крафт-папир, м јд",saknas,马尼拉/牛皮浆混合纸
212-16-06,Japanese tissue paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-06,الورق النسيجي الياباني,japonský papír,"Japanseidenpapier, n",Japanese tissue paper,papel japón,"papier japon, m",,薄葉和紙,일본 박엽지,Япон хальсан цаас,bibułka japońska,papel japonês,"јапански папир, м јд",japanpapper,薄页和纸
212-16-07,crepe paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-07,ورق مموج (مجعد),krepovaný papír,"Krepppapier, n",crepe paper,papel corrugado; papel rizado,"papier crêpé, m",,クレープペーパー,주름종이,нугалаа гаргасан цаас,papier marszczony,papel crespado,"креп-папир, м јд",kräppapper,绉纹纸
212-16-08,kraft capacitor paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-08,ورق كرافت للمكثف,kondenzátorový papír,"Kondensator-Kraftpapier, n",kraft capacitor paper,papel kraft para condensadores,"papier kraft condensateur, m",,クラフトコンデンサ紙,크라프트 축전지 종이,конденсаторт зориулсан крафт цаас,bibułka kondensatorowa,papel kraft condensador,"кондензаторски крафт-папир, м јд",kondensatorpapper,电容器纸
212-16-09,electrolytic capacitor paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-09,ورق كهروليتي للمكثف,papír pro elektrolytické kondenzátory,"Elektrolyt-Kondensatorpapier, n",electrolytic capacitor paper,papel electrolítico para condensadores,"papier électrolytique (pour condensateurs), m",,電解コンデンサ紙,전해 축전지 종이,электролит конденсаторт зориулсан цаас,bibułka kondensatorowa nasiąkliwa,papel electrolítico (para condensadores),"електролитички кондензаторски папир, м јд",elektrolytkondensatorpapper,电解电容器纸
212-16-10,greaseproof paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-10,ورق مضاد للشحوم,pergamenový papír,"fettdichtes Papier, n",greaseproof paper,papel antigrasa,"papier ingraissable, m",,耐脂紙,내유지,тос нэвтэрдэггүй цаас,papier tłuszczoodporny,papel anti-gordura,"папир отпоран на мазиво, м јд",fettavvisande papper,防油纸
212-16-11,presspaper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-11,ورق مضغوط,(obyčejná) lepenka,"Rollenpressspan, m",presspaper,papel comprimido,"presspaper, mpapier comprimé, m",,プレスペーパー,압착종이,шахмал цаас,papier prasowany,papel comprimido,"прешпан, м јд",presspanpapper,薄纸板
212-16-12,pressboard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-12,كرتون,lesklá lepenka,"Tafelpressspan, m",pressboard,cartón  comprimido,"pressboard, mcarton comprimé, m",,プレスボード,압축 판지,шахмал хавтан,preszpan,cartão comprimido,"пресборд, м јд",presspan,压纸板
212-16-13,precompressed pressboard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-13,كرتون مقوى مضغوط مسبقا,tvrzená lepenka,"heißgepresster Tafelpressspan, m",precompressed pressboard,cartón precomprimido,"pressboard précomprimé, m",,事前圧着プレスボード,전압착 압축 판지,урьдчилж шахсан шахмал хавтан,preszpan wstępnie prasowany,cartão precomprimido,"препресовани пресборд, м јд",HD-presspan,预压纸板
212-16-14,vulcanized fibre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-14,ليف معالج بالحرارة,vulkanfíbr,"Vulkanfiber, f",vulcanized fibre,fibra vulcanizada,"fibre vulcanisée, f",,加硫繊維,가황 섬유,хүхэржүүлсэн файбер,fibra wulkanizowana,fibra vulcanizada,"вулканизована влакна, с мн",vulkanfiber,钢纸
212-16-15,mica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-15,ميكا – (بلق),slída,"Glimmer, m",mica,mica,"mica, m",,マイカ,운모,гялтгануур,mika,mica,"лискун, м јд",glimmer,云母
212-16-16,muscovite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-16,ميسكوفيت (عازل صلب قوى العزل),muskovit,"Muskovit, m",muscovite,muscovita,"muscovite, f",,炭酸カリウム・マイカ,백운모,мусковит,muskowit,muscovite,"мусковит, м јд",muskovit,白云母
212-16-17,phlogopite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-17,فولوجوبيت (عازل أقل صلادة من الميسكوفيت),flogopit,"Phlogopit, m",phlogopite,flogopita,"phlogopite, m",,マグネシウム･マイカ,금운모,флогопит,flogopit,flogopite,"флогопит, м јд",phlogopit (flogopit),金云母
212-16-18,synthetic mica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-18,بلق اصطناعي – ميكا,syntetická slída,"synthetischer Glimmer, m",synthetic mica,mica sintética,"mica synthétique, m",,合成マイカ,합성 운모,хиймэл гялтгануур,mika syntetyczna,mica sintética,"синтетички лискун, м јд",syntetglimmer,合成云母
212-16-19,block mica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-19,قطعة بلق- ميكا,slídový blok,"Blockglimmer, m",block mica,bloque de mica,"mica bloc, m",,ブロックマイカ,덩어리 운모,цул гялтгануур,mika blokowa,mica bloco,"лискунски блок, м јд",blockglimmer,云母厚片
212-16-20,mica splitting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-20,تشطير البلق – الميكا,štípaná slída,"Spaltglimmer, m",mica splitting,laminillas de mica,"clivures de mica, f pl",,マイカ薄片,운모 편,гялтгануурын цуудас,mika łuszczona,lamelas de mica,"лискунски лист, м јд",glimmerfjäll,剥片云母片云母
212-16-21,mica paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-21,ورق ميكا (بلق),slídový papír,"Glimmerpapier, n",mica paper,papel mica,"papier mica, m",,マイカ紙,운모 종이,гялтгануураас хийсэн цаас,papier mikowy (2),papel mica,"лискунски папир, м јд",glimmerpapper,云母纸
212-16-22,treated mica paper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-22,ورق ميكا معالج,upravený slídový papír,"behandeltes Glimmerpapier, n",treated mica paper,papel de mica tratada,"papier mica traité, m",,表面処理マイカ紙,전처리 운모 종이,гялтгануураас боловсруулж хийсэн цаас,papier mikowy nasycony,papel mica tratado,"обрађени лискунски папир, м јд",behandlat glimmerpapper,含胶云母纸
212-16-23,built-up mica,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-23,بلق مجمع (ميكا),mikanit,"Glimmerschichtstoff, m",built-up mica,mica aglomerada,"mica aggloméré, m",,積層マイカ,조립 운모,олон давхаргатай гялтгануур,mika aglomerowana,mica aglomerada,"миканит, м јдлискунски агломерат, м јд",uppbyggt glimmerpapper,粘合云母
212-16-24,flexible mica material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-24,مادة البلق المرنه (ميكا),ohebný mikanit,"Flexibelmikanit, n",flexible mica material,micanita flexible,"micanite souple, f",,撓性マイカ材,유연 운모 재료,уян гялтганууран материал,mikanit giętki,micanite flexível,"савитљиви лискунски материјал, м јд",flexibelt glimmermaterial,柔软云母材料
212-16-25,rigid mica material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-25,مادة مايكا صلبة (بلق),tuhý mikanit,"Hartmikanit, n",rigid mica material,micanita rígida,"micanite rigide, f",,硬質マイカ材,굳은 운모 재료,хөшүүн гялтганууран материал,mikanit sztywny,micanite rígida,"крути лискунски материјал, м јд",styvt glimmermaterial,硬质云母材料
212-16-26,moulding mica material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-26,بلق (ميكا) قابل للتشكيل,tvarovatelný mikanit,"Formmikanit, n",moulding mica material,micanita moldeable,"micanite moulable, f",,成形マイカ材,성형 운모 재료,хэвэнд ордог гялтганууран материал,mikanit formowalny,micanite moldável,"лискунски материјал за обликовање, с јд",varmformbart glimmermaterial,塑型云母材料
212-16-27,heat bondable mica material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-27,بلق (ميكا) يتماسك بالحرارة,teplem pojitelný mikanit,"warmhärtendes Mikanit, n",heat bondable mica material,micanita soldable por calor,"micanite soudable à chaud, f",,熱接着マイカ材,열 접합 운모 재료,халаахад барьцалддаг гялтганууран материал,mikanit spajalny na gorąco,micanite moldável a quente,"термовезујући лискунски материјал, м јд",värmehärdande glimmermaterial,热粘结云母材料
212-16-28,polyethylene,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-28,PE إختصاربولى إيثيلين,polyethylenPE,"Polyethylen, nPE, Abkürzung",polyethylenePE (abbreviation),polietileno,"polyéthylène, mPE (abréviation) m",,ポリエチレン,폴리에틸렌,полиэтиленPE,polietylenPE (akronim),polietileno,"полиетилен, м јдPE",polyeten (PE),聚乙烯
212-16-29,cross-linked polyethylene,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-29,PE-X إختصاربولى إيثيلين متشابك,síťovaný polyethylensíťovaný PEPE-X,"vernetztes Polyethylen, nvernetztes PE, nPE-X, Abkürzung, n",cross-linked polyethylenecross-linked PEPE-X (abbreviation),polietileno reticulado,"polyéthylène réticulé, mPE réticulé, mPE-X (abréviation) m",,架橋ポリエチレン,상호연쇄 폴리에틸렌,химийн холбоостой полиэтиленPE-X,polietylen usieciowionyPE usieciowionyPE-X (akronim),polietileno reticuladoPE reticulado,"умрежени полиетилен, м јд",tvärbunden polyeten (PEX),交联聚乙烯交联PEPE-X
212-16-30,tree retardant polyethylene,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-30,PE-TR إختصاربولى إيثيلين مقاوم للتفرع,polyethylen se zpomaleným růstem stromečkůPE se zpomaleným růstem stromečkůPE-TR,"treehemmendes Polyethylen, ntreehemmendes PE, nPE-TR",tree retardant polyethylenetree retardant PEPE-TR (abbreviation),polietileno reticulado con retardador de arborescencia,"polyéthylène réticulé à retardateur d’arborescence, mPE-X (PE-TR, ou PE-XTR) (abréviation) m",,耐熱ポリエチレン,목화 지연 폴리에틸렌목화 지원 PEPRTR,цахилалтын мөчир үүсэхээс хамгаалагдсан полиэтиленPE-TR,polietylen odporny na drzewienie (elektryczne)PE odporny na drzewieniePE-TR (akronim),polietileno reticulado a retardador de arborescência,"полиетилен отпоран на дрвенолике дефекте, м мнPE-TR",trädhindrande polyeten,阻树化聚乙烯阻树化PEPE-TR
212-16-31,ethylene propylene rubber (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-31,EPM إختصارمطاط إيثيلين-بروبيلين,ethylen-propylenový kaučuk (1)EPM,"Ethylen-Propylen-Kautschuk, mEPM, Abkürzung",ethylene propylene rubber (1)EPM (abbreviation),caucho etileno propileno,caoutchouc éthylène propylène (1) mEPM (abréviation) m,,エチレンープロピレン共重合体,"에틸렌 프로필렌 혼성중합체, <1>EPM",этилен пропилен резинEPM,kopolimer etylenowo-propylenowykauczuk etylenowo-propylenowyEPM (akronim),borracha etileno propileno (1),"етиленско-пропиленска гума, ж јдEPM",etylen propylen gummi (EPM),二元乙丙橡胶EPM
212-16-32,ethylene propylene diene rubber (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-16-32,EPDM إختصارمطاط داين إيثيلين-بروبيلين,ethylen-propylen-dienový kaučuk (2)EPDM,"Ethylen-Propylen-Diolefin-Kautschuk, mEPDM, Abkürzung",ethylene propylene diene rubber (2)EPDM (abbreviation),caucho etileno propileno dieno,caoutchouc éthylène propylène (2) mEPDM (abréviation) m,,エチレンープロピレン- ジエン共重合体,"에틸렌 프로필렌 디엔 고무, <2>EPDM",этилен пропилен диен резинEPDM,terpolimer etylenowo-propylenowy dienowykauczuk etylenowo-propylenowy dienowyEPDM (akronim),borracha etileno propileno (2),"етиленпропилендиенска гума, ж јдEPDM",etylen propylen diene gummi (EPDM),三元乙丙橡胶EPDM
212-17-01,electronegative gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-01,غاز كهروسلبي,elektronegativní plyn,"elektronegatives Gas, n",electronegative gas,gas electronegativo,"gaz électronégatif, m",,電気的負性ガス,전기 음성 가스전기 음성 기체,сөрөг цэнэгтэй хий,gaz elektroujemny,gás electronegativo,"електронегативни гас, м јд",elektronegativ gas,电负性气体
212-17-02,mineral insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-02,زيت معدني عازل,minerální izolační olej,"Isolieröl auf Mineralölbasis, n",mineral insulating oil,aceite mineral aislante,"huile minérale isolante, f",,鉱油系絶縁油,광물 절연유,тусгаарлагч эрдсэн тос,olej elektroizolacyjny mineralny,óleo mineral isolante,"минерално изолационо уље, с јд",isolerolja på mineraloljebas,矿物绝缘油
212-17-03,naphthenic insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-03,زيت نفتيني عازل,naftenický izolační olej,"naphthenisches Isolieröl, n",naphthenic insulating oil,aceite nafténico aislante,"huile naphténique isolante, f",,ナフテン系絶縁油,나프텐 절연유,тусгаарлагч нафтен суурьтай тос,olej elektroizolacyjny naftenowy,óleo nafténico isolante,"нафтенско изолационо уље, с јд",isolerolja på naftenbas,环烷烃绝缘油
212-17-04,paraffinic insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-04,زيت شمعي (برافيني) عازل,parafinický izolační olej,"paraffinisches Isolieröl, n",paraffinic insulating oil,aceite parafínico aislante,"huile paraffinique isolante, f",,パラフィン系絶縁油,파라핀 절연유,тусгаарлагч парафин суурьтай тос,olej elektroizolacyjny parafinowy,óleo parafínico isolante,"парафинско изолационо уље, с јд",isolerolja på paraffinbas,石腊绝缘油
212-17-05,hydrocracked insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-05,زيت عازل قابل للإنهيار المائى,hydrokrakovaný izolační olej,"Isolieröl auf Hydrocrackingbasis, n",hydrocracked insulating oil,aceite aislante hidrocraqueado,"huile isolante hydrocraquée, f",,水素化分解生成絶縁油,수소분해 절연유,гидрокрекинг процессоор боловсруулсан тусгаарлагч тос,olej elektroizolacyjny poddany hydrokrakingowi,óleo isolante hidrofraccionado,"хидрокрековано изолационо уље, с јд",vätekrackad isolerolja,加氢裂化绝缘油
212-17-06,polyolefin oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-06,زيت متعدد الأوليفينات,polyolefinový olej,"polyolefinisches Öl, n",polyolefin oil,aceite polioléfinico,"huile polyoléfinique, f",,ポリオレフィン油,폴리올레핀유,полиолефин тос,olej poliolefinowy,óleo poliolefínico,"полиолефинско уље, с јд",olefinolja,聚烯烃油
212-17-07,aromatic hydrocarbons,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-07,هيدروكربون عطري,aromatické uhlovodíky,"aromatische Kohlenwasserstoffe, m, pl",aromatic hydrocarbons,hidrocarburos aromáticos,"hydrocarbures aromatiques, m pl",,芳香族系炭化水素,방향족 탄화수소,ароматик нүүрсустөрөгчид,węglowodory aromatyczne,hidrocarbonetos aromáticos,"ароматични угљоводоници, м мн",syntetiska aromatiska kolväten,芳香烃
212-17-08,synthetic organic ester,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-08,ملح عضوي إصطناعي,syntetický organický ester,"synthetischer organischer Ester, m",synthetic organic ester,esteres orgánicos sintéticos,"esters organiques synthétiques, m pl",,合成有機エステル,합성 유기 에스테르,хиймэл органик эфир,estry organiczne syntetyczne,esteres orgânicos sintéticos,"синтетички органски естар, м мн",syntetisk organisk ester,合成有机酯
212-17-09,askarel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-09,اسكاريل (زيت),askarel,"Askarel, n",askarel,askarel,"askarel, m",,アスカレル,아스카렐,аскарел,askarel,askarel,"аскарел, м јд",askarel,氯代联苯
212-17-10,polychlorinated biphenyls,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-10,ثنائي الفينيل المعامل بالكلور المتعدد إختصارPCB,polychlorované bifenylyPCB,"polychlorierte Biphenyle, n, plPCB, Abkürzung",polychlorinated biphenylsPCB,policlorobifenilos,"polychlorobiphényles, m plPCB (abréviation) m",,ポリ塩化ビフェニル,폴리 염화 비페닐PCB,полихлорт бифенилПХБ,polichlorobifenylePCB (akronim),policlorobifenilos,"полихлоровани бифенили, м мнPCB",polyklorerade bifenyler (PCB),多氯联苯PCB
212-17-11,polychlorinated benzene,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-11,البنزين المعامل بالكلور المتعدد,polychlorovaný benzenpolychlorbenzen,"polychloriertes Benzol, n",polychlorinated benzene,pliclorobenceno,"polychlorobenzène, m",,ポリクロロベンゼンポリ塩化ベンゼン,폴리 염화 벤젠,полихлорт бензол,benzeny polichlorowane,policlorobenzeno,"полихлоровани бензени, м мн",polyklorerade bensener,多氯代苯
212-17-12,silicone liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-12,سائل سليكون,silikonová kapalina,"Siliconflüssigkeit, f",silicone liquid,silicona líquida,"liquide silicone, m",,シリコーン液シリコーン油,실리콘 액체,силикон шингэн,ciecz silikonowa,líquido silicone,"силиконска течност, м мн",silikonolja,硅油
212-17-13,additive,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-13,مادة اضافة,přísadaaditivní látka,"Additiv, nZusatzstoff, mHilfsstoff, m",additive,aditivo,"additif, m",,添加剤,첨가제,нэмэлт бодис,dodatek,aditivo,"адитив, м јд",tillsatsämne,添加剂
212-17-14,antioxidant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-14,مانع تأكسد- مضاد تأكسد,antioxidantinhibitor oxidace,"Antioxidans, nOxidationsinhibitor, m",antioxidantoxidation inhibitor,antioxidante; inhibidor de oxidación,"antioxydant, minhibiteur d’oxydation, m",,酸化防止剤,항산화제,үл исэлдүүлэгчисэлдэх урвалыг удаашруулагч,inhibitor utlenianiaantyutleniacz,antioxidante,"антиоксидант, м јдинхибитор оксидације, м јд",antioxidant,抗氧化剂
212-17-15,passivator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-15,مانع التفاعل,pasivátordeaktivátor,"Passivierungsmittel, nDeaktivator, mDeaktivierungsmittel, n",passivatordeactivator,pasivante; desactivador,"passivant, mdésactivateur, m",,パッシベーター不活性化剤,둔화제비활성제,идэвхгүй болгогч,pasywatordezaktywator,passivante,"пасиватор, м јддеактиватор, м јд",passivator,钝化剂
212-17-16,scavenger,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-16,اضافات التنقية,čisticí přísada,"Scavenger, m",scavenger,precipitante,"épurateur, m",,捕捉剤,스캐빈저,цэвэршүүлэгч,oczyszczacz,depurador,"акцептор, м јд",stabilisator,净化剂
212-17-17,pour point depressant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-17,خافض نقطة الانصباب (السكب),přísada ke snížení bodu tuhnutí,"Pourpoint-Erniedriger, m",pour point depressant,depresor del punto de congelación,"améliorant de point d'écoulement, m",,流動点降下剤,유동점 억제제,царцалтын температурыг бууруулагч,depresator (dodatek obniżający temperaturę krzepnięcia),abaixador do ponto de fluxão,"депресант тачке течења, м јд",flytpunktssänkare,倾点降低剂降凝剂
212-17-18,inhibited insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-18,زيت عازل مكبوح,inhibovaný izolační olej,"inhibiertes Isolieröl, n",inhibited insulating oil,aceite aislante inhibido,"huile isolante inhibée, f",,酸化防止剤添加絶縁油,방청 절연유,удаашруулагчтай тусгаарлагч тос,olej elektroizolacyjny inhibitowany,óleo isolante inibido,"инхибирано изолационо уље, с јд",inhibiterad isolerolja,含抗氧化剂绝缘油
212-17-19,uninhibited insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-19,زيت عازل نشط,neinhibovaný izolační olej,"nichtinhibiertes Isolieröl, n",uninhibited insulating oil,aceite aislante no inhibido,"huile isolante non inhibée, f",,酸化防止剤無添加絶縁油,비방청 절연유,удаашруулагчгүй тусгаарлагч тос,olej elektroizolacyjny nieinhibitowany,óleo isolante desinibido,"неинхибирано изолационо уље, с јд",oinhibiterad isolerolja,无抗氧化剂绝缘油
212-17-20,passivated insulating oil,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-20,زيت عازل مبطول الفاعلية,pasivovaný izolační olej,"passiviertes Isolieröl, n",passivated insulating oil,aceite aislante pasivado,"huile isolant passivée, f",,不活性化剤添加絶縁油,비활성 절연유,идэвхгүй болгогчтой тусгаарлагч тос,olej elektroizolacyjny pasywowany,óleo isolante passivado,"пасивирано изолационо уље, с јд",passiviserad isolerolja,钝化绝缘油
212-17-21,unused insulating liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-21,سائل عازل غير مستعمل,nepoužitá izolační kapalina,"ungebrauchte Isolierflüssigkeit, f",unused insulating liquid,aceite aislante nuevo,"isolant liquide neuf, m",,未使用絶縁油未使用絶縁液,미사용 절연액,хэрэглээгүй тусгаарлагч шингэн,ciecz izolacyjna świeża,isolante líquido novo,"некоришћена изолациона течност, ж јд",ny isolervätska,未用过的绝缘液体
212-17-22,treated insulating liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-22,سائل عازل معالج,upravená izolační kapalina,"behandelte Isolierflüssigkeit, f",treated insulating liquid,aceite aislante tratado,"isolant liquide traité, m",,処理済み絶縁油処理済み絶縁液,전처리 절연액,боловсруулсан тусгаарлагч шингэн,ciecz izolacyjna uzdatniona,isolante líquido tratado,"обрађена изолациона течност, ж јд",behandlad isolervätska,已处理的绝缘液体
212-17-23,filled insulating liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-23,سائل عازل معبئ,naplněná izolační kapalina,"eingefüllte Isolierflüssigkeit, f",filled insulating liquid,aislante líquido dispuesto para su uso,"isolant liquide en place, m",,充填済み絶縁油充填済み絶縁液,충진 절연액,дүүргэсэн тусгаарлагч шингэн,ciecz izolacyjna po napełnieniu (urządzenia),isolante líquido após enchimento,"наливена изолациона течност, ж јд",ny påfylld isolervätska,充入的绝缘液体
212-17-24,used insulating liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-24,سائل عازل مستخدم,použitá izolační kapalina,"gebrauchte Isolierflüssigkeit, f",used insulating liquid,aislante líquido usado,"isolant liquide usagé, m",,使用済み絶縁油使用済み絶縁液,사용 절연액,хэрэглэсэн тусгаарлагч шингэн,ciecz izolacyjna używana,isolante líquido usado,"коришћена изолациона течност, ж јд",begagnad isolervätska,已用过的绝缘液体
212-17-25,X-wax,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-25,شمع سينيX,vosk X,"X-Wachs, n",X-wax,cera X,"cire X, f",,Xワックス,X 왁스,Х-лав,wosk X,cera X,"X-восак, м јд",X-vax,X 蜡
212-17-26,paraffin wax,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-26,شمع بارافيني,parafínový vosk,"paraffinisches Wachs, n",paraffin wax,cera parafínica,"cire paraffinique, f",,パラフィン蝋（ろう）,파라핀 왁스,парафины лав,wosk parafinowy,cera parafínica,"парафински восак, м јдпарафин, м јд",paraffinvax,石蜡
212-17-27,contaminant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-17-27,شوائب- ملوثات,nečistotaznečišťující látka,"Verunreinigung, f",contaminant,contaminante,"contaminant, m",,汚染物質混入物質,오염,бохирдуулагч бодис,zanieczyszczenie,contaminante,"нечистоћа, ж јд",förorening,污染物
212-18-01,Colour number (of a liquid),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-01,لون (لسائل عازل),"číslo barvy, <kapaliny>","Farbzahl (einer Flüssigkeit), f",Colour number (of a liquid),Número de color (de un líquido),Nombre du couleur (d’un liquide) m,,"カラー番号, <液体の>色番号色相番号","색번호, <액체>","өнгөт дугаар, <шингэний>",wskaźnik barwy (cieczy),número de cor (de um líquido),"број боје, <изолационе течности> м јд",färgtal,"色号, <液体的>"
212-18-02,appearance (of an insulating liquid),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-02,ظهور (لسائل عازل),"vzhled, <elektroizolační kapaliny>","Aussehen (einer Isolierflüssigkeit), n",appearance (of an insulating liquid),aspecto (de un aislante líquido),aspect (d’un isolant liquide) m,,"外観, <絶縁液の>","겉모양, <절연액>외관, <절연액>","харагдах байдал, <тусгаарлагч шингэний>",wygląd (cieczy izolacyjnej),aparência (de um líquido),"изглед, <изолационе течности> м јд",utseende,"外观, <绝缘液体的>"
212-18-03,(dynamic) viscosity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-03,لزوجة ديناميكية,(dynamická) viskozita,"dynamische Viskosität, fViskosität, f",(dynamic) viscosity,viscosidad (dinámica),viscosité (dynamique) f,,絶対粘度,동점성도,динамик зуурамтгай чанар,lepkość dynamicznalepkość,viscosidade (dinâmica),"динамичка вискозност, ж јд",dynamisk viskositet,动力黏度
212-18-04,kinematic viscosity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-04,لزوجة حركية,kinematická viskozita,"kinematische Viskosität, f",kinematic viscosity,viscosidad cinemática,,,動粘性率動粘度,운동 점도,кинематик зуурамтгай чанар,lepkość kinematyczna,viscosidade cinemática,"кинематичка вискозност, ж јд",kinematisk viskositet,运动黏度
212-18-05,flash point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=212-18-05,نقطة الوميض,bod vzplanutí,"Flammpunkt, m",flash point,punto de inflamación,"point d'éclair, m",,引火点,인화점,дүрс хийх температур,temperatura zapłonu (1) (mieszanki par cieczy z powietrzem),ponto de ignição,"тачка паљења, ж јд",flampunkt,闪点
