term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-52-08,triggered bistable element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-08,عنصر اطلاق ثنائي الاستقرار,spouštěný bistabilní prvek,"taktabhängiges bistabiles Kippglied, n",triggered bistable element,"elemento biestable disparado, m",liipaistava bistabiili elementti,"bistable déclenché, m",elemento bistabile di sgancio,トリガ付き双安定変数保持器,트리거 쌍안정 요소,element wyzwalany bistabilny,elemento bistável disparado,触发双稳态元件
351-52-09,monostable multivibrator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-09,هزاز متعدد احادي الاستقرار,monostabilní multivibrátor,"monostabiles Kippglied, n",monostable multivibratorone shot,"multivibrador monoestable, m",monostabiili multivibraattori,"monostable, m",multivibratore monostabileun colpo,単安定マルチバイブレータ,단안정 다중진동기,multiwibrator monostabilnyprzerzutnik monostabilny,monostável,单稳态多谐振荡器
351-52-10,binary delay element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-10,عنصر تأخير ثنائي,binární zpožďovací prvek,"binäres Verzögerungsglied, n",binary delay element,"elemento de retardo binario, m",binäärinen viivästyselementti,"élément binaire de retard, m",elemento di ritardo binario,二値遅れ要素,이진 지연 요소,element binarny opóźniający,elemento binário de atraso,二进制延迟元件
351-52-11,register,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-11,مسجِّل,registr,"Register, n",register,"registro, m",rekisteri,"registre, m",registro,レジスタ,레지스터기억기,rejestr,registo,寄存器
351-52-12,counter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-52-12,عدّاد,čítač,"Zähler, m",counter,"contador, m",laskuri,"compteur, m",contatore,カウンタ,계수기,licznik,contador,计数器
351-53-01,switching function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-01,دالة تحويل,spínací funkce,"Schaltfunktion, f",switching function,"función de conmutación, ffunción lógica, f",kytkentäfunktio,"fonction de commutation, f",funzione di commutazione,スイッチング機能切替機能,스위칭 함수교환 함수,funkcja przełączająca,função de comutação,切换函数
351-53-02,state transition table,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-02,جدول حالة إنتقالية,stavová přechodová tabulka,"Zustandsfolgetabelle, fAutomatentafel, f",state transition table,"tabla de transición de estados, f",tilasiirtymätaulukko,"table des transitions d'états, f",tabella delle transizioni di stato,状態遷移表,상태 천이표,tablica stanów przejścia,tabela de transições de estado,状态转移表
351-53-03,transition function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-03,دالة إنتقالية,přechodová funkce,"Überführungsfunktion, f",transition function,"función de transición, f",tilasiirtymäfunktio,"fonction de transition, f",funzione di transizione,遷移関数,천이 함수,funkcja przejścia,função de transição,转移函数
351-53-04,output function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-04,دالة خرج,výstupní funkce,"Ausgabefunktion, f",output function,"función de salida, f",lähtöfunktio,"fonction de sortie, f",funzione di uscita,出力関数,출력 함수,funkcja wyjścia,função de saída,输出函数
351-53-05,switching table,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-05,جدول تحويلجدول إتخاذ قرار,rozhodovací tabulka,"Schalttabelle, f",switching tabledecision table,"tabla de verdad, ftabla de conmutación, f",kytkentätaulukkopäätöstaulukko,"table de commutation, ftable de décision, f",tabella di commutazione,決定表,결정표스위칭표,tablica przełączeńtablica decyzyjna,tabela de comutaçãotabela de decisão,切换表判定表
351-53-06,state graph,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-06,رسم بيانى للحالة,stavový diagram,"Zustandsgraph eines sequentiellen Schaltsystems, mAutomatengraph, m",state graph,"grafo de estados y transiciones, m",tilakuvaaja,"graphe d'état, m",grafico di stato,状態グラフ,상태 도표,graf stanu,grafo de estado,状态图
351-53-07,Boolean operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-07,عملية بوليان,Booleovské operace,"Boolesche Verknüpfung, fVerknüpfungsfunktion, f",Boolean operation,"operación Booleana, f",Boolen operaatio,"opération booléenne, f",operazione booleana,ブール演算,불 연산,operacja boolowska,operação booleana,布尔运算
351-53-08,function chart for sequential control,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-08,رسم دالة لتحكم متتابع,funkční diagram pro sekvenční řízení,"Funktionsplan für Ablaufsteuerungen, mFunktionsplan, m",function chart for sequential controlfunction chart,"diagrama funcional para control secuencial, mdiagrama funcional, f",toimintakaavio,"diagramme fonctionnel pour système de commande, mdiagramme fonctionnel, m",schema funzionale per il controllo sequenziale,シーケンシャル制御用ファンクションチャート,순차 제어용 기능도표,schemat funkcjonalny sterowania sekwencyjnegoschemat funkcjonalny,diagrama funcional (para controlo sequencial),顺序控制功能表图功能表图
351-53-09,step,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-09,خطوة,krok,"Ablaufschritt, mSchritt, m",step,"etapa, f",ohjelma-askel,"étape, f",gradino,ステップ,단계,krok,etapa,步
351-53-10,transition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-10,إنتقال,přechod,"Übergang, m",transition,"transición, f",siirtymä,"transition, f",transizione,トランジション,천이전이과도,"przejście, tranzycja,",transição,转移
351-53-11,transition condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-11,حالة إنتقالية,podmínka přechodu,"Übergangsbedingung, f",transition condition,"condición de transición, fcondición de disparo, fcondición de franqueo, f",siirtymäehto,"condition de transition, f",condizione di transizione,トランジション条件,천이 조건과도 조건,warunek przejścia,condição de transição,转移条件
351-53-12,sequence chain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-12,سلسلة تتابع,sekvenční řetězec,"Ablaufkette, f",sequence chain,"secuencia, f",sekvenssiketju,"séquence, f",sequenza,シーケンシャルチェイン,순차 체인,łańcuch sekwencjiciąg sekwencji,sequência,顺序链
351-53-13,beginning of sequence selection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-13,بداية إختيار التتابعتشعب إختيار التتابع,začátek výběru sekvence,"Alternativverzweigung, f",beginning of sequence selectionsequence selection divergence,"comienzo de selección de secuencias, mdivergencia de selección de secuencias, fdivergencia en ""O"", f",sekvenssien valinta,"début de sélection de séquences, mdivergence de sélection de séquences, f",inizio della selezione di sequenzadivergenza nella selezione di sequenza,シーケンス選択開始,순차 선택 시작순차 선택 분기,początek wyboru łańcucha sekwencji,início de selecção de sequências,顺序选择开始顺序选择发散
351-53-14,end of sequence selection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-14,نهاية إختيار التتابعتقارب إختيار التتابع,konec výběru sekvence,"Alternativzusammenführung, f",end of sequence selectionsequence selection convergence,"final de selección de secuencias, mconfluencia de selección de secuencias, fconvergencia en ""O"", f",valinnaisten sekvenssien yhtyminen,"fin de sélection de séquences, fconvergence de séquences, f",fine della selezione di sequenzaconvergenza nella selezione di sequenza,シーケンス選択終了,순차 선택 종료순차 선택 집중,koniec wybranego łańcucha sekwencjipunkt zbieżności łańcuchów sekwencji,fim de selecção de sequências,顺序选择结束顺序选择汇聚
351-53-15,beginning of simultaneous sequences,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-15,بداية تتابع متزامنتشعب التتابع المتزامن,začátek simultánních sekvencí,"Parallelverzweigung, fSimultanverzweigung, f",beginning of simultaneous sequencessimultaneous sequences divergence,"comienzo de secuencias simultáneas, mdivergencia de secuencias simultáneas, fdivergencia en ""Y"", f",samanaikaisten sekvenssien haarautuminen,"début de séquences simultanées, mdivergence de séquences simultanées, f",inizio di sequenze simultanee,同時シーケンス開始,동시 순차 시작동시 순차 분기,początek sekwencji równoczesnych,início de selecção de sequências simultâneas,同时顺序开始同时顺序发散
351-53-16,end of simultaneous sequences,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-53-16,نهاية تتابع متزامنتقارب التتابع المتزامن,konec simultánních sekvencí,"Parallelzusammenführung, fSimultanzusammenführung, f",end of simultaneous sequencessimultaneous sequences convergence,"final de secuencias simultáneas, mconfluencia de secuencias simultáneas, fconvergencia en ""Y"", f",samanaikaisten sekvenssien päättyminen,"fin de séquences simultanées, fconvergence de séquences simultanées, f",fine di sequenze simultanee,同時シーケンス終了,동시 순차 종료동시 순차 집중,koniec sekwencji równoczesnych,fim de selecção de sequências simultâneas,同时顺序结束同时顺序汇聚
351-54-01,process computer system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-01,أنظمة عمليات حاسوبية,systém počítačového řízení procesu,"Prozessrechensystem, n",process computer system,"sistema computador de procesos, m",prosessitietokonejärjestelmä,"système à calculateur de processus, m",sistema a calcolatore di processo,プロセスコンピュータシステム,처리 컴퓨터 시스템프로세스 컴퓨터 시스템,system komputerowy procesu,sistema computorizado de processo,过程计算机系统
351-54-02,compact process computer system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-02,نظام عمليات حاسوبية مدمجة,kompaktní systém počítačového řízení procesu,"kompaktes Prozessrechensystem, n",compact process computer system,"sistema computador de procesos compacto, m",keskitetty prosessitietokonejärjestelmäfyysiseltä rakenteeltaan keskitetty prosessitietokonejärjestelmä,"système à calculateur de processus compact, m",sistema a calcolatore di processo compattocalcolatore di processo compatto,集中形プロセスコンピュータシステム,집중형 처리 컴퓨터 시스템,system komputerowy procesu kompaktowy,sistema computorizado de processo compacto,紧致式过程计算机系统
351-54-03,distributed process computer system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-03,نظام عمليلت حاسوبية موزعة,decentralizovaný systém počítačového řízení procesu,"verteiltes Prozessrechensystem, n",distributed process computer system,"sistema computador de procesos distribuido, m",hajautettu prosessitietokonejärjestelmäfyysiseltä rakenteeltaan hajautettu prosessitietokonejärjestelmä,"système à calculateur de processus distribué, m",sistema a calcolatore di processo distribuito,分散形プロセスコンピュータシステム,분산형 처리 컴퓨터 시스템,system komputerowy procesu rozproszony,sistema computorizado de processo distribuído,分布式过程计算机系统
351-54-04,redundant process computer system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-04,نظام عمليات حاسوبية إحتياطية جاهزة,redundantní systém počítačového řízení procesu,"redundantes Prozessrechensystem, n",redundant process computer system,"sistema computador de procesos redundante, m",varmennettu prosessitietokonejärjestelmä,"système à calculateur de processus redondant, m",sistema a calcolatore di processo ridondante,冗長プロセスコンピュータシステム,중복 처리 컴퓨터 시스템,system komputerowy procesu redundancyjny,sistema computorizado de processo redundante,冗余式过程计算机系统
351-54-05,process interface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-05,تداخل عمليات,rozhraní procesu,"Prozessschnittstelle, f",process interface,"interfase de procesos, f",prosessiliitäntä,"interface de processus, f",interfaccia di processo,プロセスインタフェース,처리 접속기,interfejs procesu,capacidade de tempo real,过程接口
351-54-06,real-time capability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-06,المقدرة للزمن  الفعلى,schopnost funkce v reálném čase,"Echtzeitfähigkeit, f",real-time capability,"capacidad de tiempo real, f",reaaliaikaisuus,"aptitude temps réel, f",capacità di tempo reale,リアルタイム能力,실시간 능력,możliwości systemu w czasie rzeczywistym,capacidade de interrupção,实时能力
351-54-07,interrupt capability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-07,المقدرة على القطع,schopnost přerušení,"Unterbrechungsfähigkeit, f",interrupt capability,"capacidad de interrupciones, f",keskeytettävyys,"aptitude d'interruption, f",capacità di interruzione,割り込み能力,중단 능력,zdolność przerwania,capacidade de restabelecimento,中断能力
351-54-08,restart capability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-08,المقدرة على إعادة البدء,schopnost obnovení funkce,"Wiederanlauffähigkeit, f",restart capability,"capacidad de restablecimiento, f",uudelleenkäynnistyvyys,"aptitude au redémarrage, f",capacità di ripristino,リスタート能力,재기동 능력,zdolność do restartu,capacidade de restabelecimento,重启能力
351-54-09,real-time operating system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-09,نظام تشغيل فى الزمن الفعلى,operační systém pro práci v reálném čase,"Echtzeitbetriebssystem, n",real-time operating system,"sistema operativo de tiempo real, m",reaaliaikainen käyttöjärjestelmä,"système d'exploitation en temps réel, m",sistema operativo in tempo reale,リアルタイムオペレーティングシステム,실시간 운영 체제,system operacyjny czasu rzeczywistego,sistema de operação em tempo real,实时操作系统
351-54-10,process monitoring system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-10,نظام مراقبة العملية,systém sledování procesu,"Prozessüberwachungssystem, n",process monitoring system,"sistema de supervisión de procesos, m",prosessinseurantajärjestelmä,"système à surveillance de processus, m",sistema di sorveglianza del processo,プロセス監視システム,처리 감시 시스템,system nadzorowania procesusystem monitorowania procesu,sistema de monitoração do processo,过程监测系统
351-54-11,process peripherals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-11,محيط  العملية,periferní zařízení,"Prozessperipherie, f",process peripherals,"periféricos de proceso, m",prosessin oheislaitteet,"périphériques de processus, m pl",periferiche di processo,プロセス周辺装置,처리 주변장치,urządzenia peryferyjne procesu,periféricos do processo,过程外围设备
351-54-12,analog output unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-12,وحدة خرج تناظرية,analogová výstupní jednotka,"Analogausgabeeinheit, f",analog output unit,"unidad de salida analógica, f",analoginen lähtöyksikkö,"unité de sortie analogique, f",unità di uscita analogica,アナログ出力装置,아날로그 출력 장치,urządzenie wyjściowe analogowe,unidade de saída analógica,模拟输出单元
351-54-13,digital output unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-13,وحدة خرج رقمية,digitální výstupní jednotka,"Digitalausgabeeinheit, f",digital output unit,"unidad de salida digital, f",digitaalinen lähtöyksikkö,"unité de sortie numérique, f",unità di uscita numerica,ディジタル出力装置,디지털 출력 장치,urządzenie wyjściowe cyfrowe,unidade de saída digital,数字输出单元
351-54-14,analog input unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-14,وحدة دخل تناظرية,analogová vstupní jednotka,"Analogeingabeeinheit, f",analog input unit,"unidad de entrada analógica, f",analoginen tuloyksikkö,"unité d'entrée analogique, f",unità di ingresso analogica,アナログ入力装置,아날로그 입력 장치,urządzenie wejściowe analogowe,unidade de entrada analógica,模拟输入单元
351-54-15,digital input unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-15,وحدة دخل رقمية,digitální vstupní jednotka,"Digitaleingabeeinheit, f",digital input unit,"unidad de entrada digital, f",digitaalinen tuloyksikkö,"unité d'entrée numérique, f",unità di ingresso numerica,ディジタル入力装置,디지털 입력 장치,urządzenie wejściowe cyfrowe,unidade de entrada digital,数字输入单元
351-54-16,timer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-16,مؤقتساعة لبيان الزمن الفعلى,hodiny reálného času,"Zeitgeber, mEchtzeituhr, f",timerreal-time clock,"temporizador, mreloj de tiempo real, m",ajastinreaaliaikakello,"temporisateur, mhorloge en temps réel, f",temporizzatoreorologio in tempo reale,タイマ,타이머실시간 시계,zegar,temporizador,定时器实时时钟
351-54-17,interrupt input unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-17,وحدة دخل إشارة القطع,přerušovací vstupní jednotka,"Unterbrechungseingabeeinheit, f",interrupt input unit,"unidad de entrada de interrupción, f",keskeytyksen tuloyksikkö,"unité d'entrée d'interruption, f",unità di ingresso di interruzione,割り込み入力装置,중단 입력 장치,urządzenie do odbioru przerwań,unidade de entrada de interrupção,中断输入单元
351-54-18,interrupt reaction time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-18,الزمن بين إشارتى القطع والقرار,doba reakce na přerušení,"Unterbrechungsreaktionszeit, f",interrupt reaction time,"tiempo de reacción a una interrupción, m",keskeytyksen vasteaika,"temps de réaction d'interruption, m",tempo di reazione di interruzione,割り込み応答時間,중단 응답 시간,czas reakcji na przerwanie,tempo de reação de interrupção,中断反应时间
351-54-19,input transfer rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-19,معدل تحويل الدخل,vstupní přenosový výkon,"Eingaberate, f",input transfer rate,"velocidad de transferencia de entrada, f",tulon siirtonopeus,"taux de transfert d'entrée, m",tasso di trasferimento di ingresso,入力伝達速度,입력 전달 속도,prędkość przesyłania danych wejściowych,taxa de transferência de entrada,输入传输率
351-54-20,output transfer rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-54-20,معدل تحويل الخرج,výstupní přenosový výkon,"Ausgaberate, f",output transfer rate,"velocidad de transferencia de salida, f",lähdön siirtonopeus,"taux de transfert de sortie, m",tasso di trasferimento di uscita,出力伝達速度,출력 전달 속도,prędkość przesyłania danych wyjściowych,taxa de transferência de saída,输出传输率
351-55-01,operating mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-01,اسلوب التشغيل,provozní režim,"Betriebsart, f",operating mode,"modo de funcionamiento, m",käyttötila,"mode de fonctionnement, m",modo operativo,操作モード,운영 형태조작모드,rodzaj pracytryb współpracytryb pracy,modo de operação,操作模式
351-55-02,manual operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-02,تشغيل يدوى,ruční provoz,"Betriebsart Hand, fHandbetrieb, m",manual operation,"funcionamiento manual, m",käsikäyttö,"fonctionnement manuel, m",manuale operativo,手動操作,수동 운전수동 조작,sterowanie ręczne,operação manual,手动操作
351-55-03,automatic operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-03,تشغيل آلى,automatický provoz,"Betriebsart Automatik, fautomatischer Betrieb, m",automatic operation,"funcionamiento automático, m",automaattikäyttö,"fonctionnement automatique, m",funzionamento automatico,自動操作,자동 운전,praca automatyczna,operação automática,自动操作
351-55-04,semi-automatic operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-04,تشغيل نصف آلى,poloautomatický provoz,"Betriebsart Teilautomatik, fteilautomatischer Betrieb, m",semi-automatic operation,"funcionamiento semiautomático, m",puoliautomaattinen käyttö,"fonctionnement semi-automatique, m",funzionamento semi-automatico,半自動操作,반자동운전반자동조작,praca półautomatyczna,operação semi-automática,半自动操作
351-55-05,step-setting operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-05,تشغيل بضبط الخطوة,krokově nastavitelný provoz,"Betriebsart Schrittsetzen, f",step-setting operation,"funcionamiento paso a paso, m",askelperusteinen käyttö,"commande libre, f",comando libero,ステップセッティング操作,단계설정 운전단계설정 조작,praca krokowa,operação livre por degraus,步设定操作
351-55-06,time program,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-06,برنامج زمنى,časový program,"Zeitprogramm, n",time program,"programa temporal, m",aikaohjelma,"programme temporel, m",programma temporale,時間プログラム,시간 프로그램,program zależny od czasu,programa temporal,时间程序
351-55-07,priority,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-07,أولوية,priorita,"Priorität, f",priority,"prioridad, f",prioriteettikiireellisyysjärjestys,"priorité, f",priorità,優先度,우선 순위우선권,priorytet,prioridade,优先级
351-55-08,control structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-08,هيكل تحكم,řídicí struktura,"Leitstruktur, f",control structure,"estructura de control, f",ohjausrakenne,"structure de commande, f",struttura di controllo,制御構造,제어 구조,struktura sterowania,estrutura de controlo,控制结构
351-55-09,centralized control structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-09,هيكل تحكم مركزى,centralizovaná řídicí struktura,"zentrale Leitstruktur, f",centralized control structure,"estructura de control centralizado, f",keskitetty ohjausrakennetoiminnallisesti keskitetty ohjausrakenne,"structure de commande centralisée, f",struttura di controllo centralizzata,集中形制御構造,중앙집중 제어 구조,struktura sterowania scentralizowana,estrutura de controlo centralizada,集中控制结构
351-55-10,decentralized control structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-10,هيكل  تحكم لا مركزى,decentralizovaná řídicí struktura,"dezentrale Leitstruktur, f",decentralized control structure,"estructura de control descentralizado, f",hajautettu ohjausrakennetoiminnallisesti hajautettu ohjausrakenne,"structure de commande décentralisée, f",struttura di controllo decentralizzata,非集中形制御構造,분산 제어 구조,struktura sterowania zdecentralizowana,estrutura de controlo descentralizado,分散控制结构
351-55-11,hierarchical control structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-11,هيكل تحكم هرمى,hierarchická řidicí struktura,"hierarchische Leitstruktur, f",hierarchical control structure,"estructura de control jerárquico, f",hierarkkinen ohjausrakenne,"structure de commande hiérarchisée, f",struttura di controllo di tipo gerarchico,階層形制御構造,계층 제어 구조,struktura sterowania hierarchiczna,estrutura de controlo hierarquizada,递阶控制结构
351-55-12,control level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-12,مستوى تحكم,úroveň řízení,"Leitebene, f",control level,"nivel de control, m",ohjaustaso,"niveau de commande, m",livello di controllo,制御レベル,제어 수준,poziom sterowania,nível de controlo,控制级
351-55-13,individual control level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-13,مستوى تحكم فردى,úroveň individuálního řízení,"Einzelleitebene, f",individual control level,"nivel de control individual, m",yksittäisohjaustaso,"niveau de commande individuel, m",livello di controllo individuale,個別制御レベル,개별 제어 수준,poziom sterowania indywidualnego,nível de controlo individual,单控制级
351-55-14,group control level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-14,مستوى تحكم فى المجموعة,úroveň skupinového řízení,"Gruppenleitebene, f",group control level,"nivel de control de grupo, m",ryhmäohjaustaso,"niveau de commande de groupe, m",livello di controllo di gruppo,群制御レベル,군 제어 수준,poziom sterowania grupowego,nível de controlo de grupo,群控制级
351-55-15,plant control level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-15,مستوى تحكم فى المنشأة,úroveň řízení provozu,"Anlagenleitebene, f",plant control level,"nivel de control de instalación, m",laitosohjaustaso,"niveau de commande d'installation, m",livello di controllo di impianto,プラント制御レベル,플랜트 제어 수준,poziom sterowania obiektu przemysłowego,nível de controlo da instalação,工厂装备控制级
351-55-16,process control function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-55-16,دالة تحكم عمليات,funkce řízení procesu,"Leitfunktion, f",process control function,"función de control de procesos, f",prosessinohjaus,"fonction de commande de processus, f",funzione di controllo di processo,プロセス制御機能,처리 제어 기능,funkcja sterowania procesem,função de controlo de processo,过程控制功能
351-56-01,item under consideration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-01,بند  تحت الاعتبار,uvažovaná položka,"Betrachtungseinheit, f",item under consideration,"artículo en consideración, m",tarkasteltava kohde,"entité pris en considération, fentité à l’étude, f",argomento in considerazione,検討中の項目,검토 항목,element rozważany,item em consideraçãoitem em estudo,考虑项
351-56-02,functional unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-02,وحدة وظيفية,funkční jednotka,"Funktionseinheit, f",functional unit,"unidad funcional, f",toimintayksikkö,"unité fonctionnelle, f",unità funzionale,機能装置,기능 장치기능 단위,jednostka funkcjonalna,unidade funcional,功能单元
351-56-03,physical unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-03,وحدة فيزيائية,fyzická jednotka,"Baueinheit, f",physical unit,"unidad física, f",fyysinen yksikkö,"unité physique, f",unità fisica,物理装置,물리 장치,jednostka fizyczna,unidade física,实体单元
351-56-04,signal generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-04,مولد إشارة,signální generátor,"Signalgeber, m",signal generator,"generador de señal, m",signaaligeneraattori,"générateur de signal, m",generatore di segnale,信号発生器,신호 발생기,generator sygnału,gerador de sinal,信号发生器
351-56-05,filter element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-05,عنصر مرشح,filtrační prvek,"Filterglied, n",filter element,"elemento de fltrado, m",suodatuselementti,"élément filtre, m",elemento di filtro,フィルタ,필터여과기,element filtrującyfiltr,elemento filtro,滤波元件
351-56-06,adjuster,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-06,ضابطمصحح لمتغير خرج,justovací prvek,"Einsteller, m",adjuster,"dispositivo de ajuste, m",asetin,"dispositif d'ajustage, m",dispositivo di aggiustamento,アジャスタ,조절 장치,nastawnik,dispositivo de ajuste,定值器
351-56-07,control device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-07,جهاز تحكم,řídicí zařízení,"Leitgerät, n",control device,"dispositivo de control, m",ohjauslaite,"dispositif de commande, m",dispositivo di controllo,制御装置,제어 장치,urządzenie sterujące,dispositivo de controlo,控制装置
351-56-08,time scheduler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-08,مجدول زمنى,časový programátor,"Zeitplangeber, m",time scheduler,"programador temporal, m",ajastin,"programmateur temporel, m",programmatore temporale,時間スケジューラ,시간 스케줄러,programator czasowy działania,programador temporal,时间程序定值器
351-56-09,clock generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-09,مولد زمنى,generátor hodin,"Taktgeber, m",clock generator,"generador de reloj, m",kellogeneraattori,"générateur d'horloge, m",generatore d’orologio,クロック発生器,클록 발생기,generator impulsów zegarowych,gerador horário,时钟发生器
351-56-10,bus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-10,موصل معلومات,sběrnice,"Bus, m",bus,"bus, m",väylä,"bus, m",bus,バス,버스,magistralaszyna,bus,总线单元
351-56-11,ring,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-11,موصل معلومات حلقى,kruhový spoj,"Ring, m",ring,"anillo, m",rengas,"anneau, m",anello,リング,고리링,sieć pierścieniowa,anel,环状单元
351-56-12,star,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-12,موصل معلومات نجمى,hvězdicový spoj,"Stern, m",star,"estrella, f",tähti,"étoile, f",stella,スター,별,sieć gwiaździsta,estrela,星状单元
351-56-13,mesh,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-13,موصل معلومات شبكى,okruhspojení do kruhu,"Masche, f",mesh,"malla, f",silmukkaverkko,"grillage, m",retemagliagriglia,メッシュ,메시격자,sieć kratowa,malha,网状单元
351-56-14,protocol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-14,قواعد نقل المعلومات,protokol,"Protokoll, n",protocol,"protocolo, m",protokollayhteyskäytäntö,"protocole, m",protocollo,プロトコル,통신규약프로토콜,protokół,protocolo,协议
351-56-15,linking element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-15,عنصر ربط,spojovací prvek,"Netzkoppler, m",linking element,"elemento de enlace, m",linkityselementti,"élément de liaison, m",elemento di collegamento,結合器,결합기,element łączący,elemento de ligação,链接元件
351-56-16,actuating drive,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-16,معدة لإدارة المتحكم,ovládací pohon,"Stellantrieb, m",actuating drive,"mando de accionamiento, m",toimimoottori,"commande d'actionnement, f",comando di azionamento,アクチュエータ駆動装置,가동용 구동장치작동용 구동장치,napęd członu wykonawczego,comando de acionamento,执行驱动器
351-56-17,positioner,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-17,وحدة لتحسين سرعة ودقة المتحكم,polohovadlopozicionér,"Stellungsregler, mPositionierer, m",positioner,"posicionador, m",asennoitin,"positionneur, m",posizionatore,ポジショナ,위치 결정 장치포지셔너,ustawnik pozycyjnyurządzenie pozycjonujące,posicionador,定位器
